countries,Year,GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro]
Luxembourg,2000,47878.113971402214,39528.953097324724,47004.38126845018,38655.22039437269,38287.85739852399,29938.696524446495,,,,,,,,,,,,
Austria,2001,25493.01811245207,22157.002399966288,25204.564453743988,21868.548741258204,22326.895810918064,18990.88009843228,,,,,,,,,,,,
Switzerland,2001,42416.57558577589,39442.93406305015,42097.40554057219,39123.76401784644,38913.304375325664,35939.66285259992,42367.92838604601,39394.28686332028,42016.326874355735,39042.68535162998,38508.68322201687,35535.04169929113,41824.113284689905,38850.47176196416,41109.968372095536,38136.3268493698,33985.52269645175,31011.881173726015
Luxembourg,2001,49034.37544874716,40305.803227790435,48121.2925785877,39392.72035763099,39012.2039453303,30283.63172437358,,,,,,,,,,,,
Austria,2002,25981.071285548463,22664.44686270717,25600.412729362917,22283.78830652162,21802.89046646428,18486.26604362298,,,,,,,,,,,,
Switzerland,2002,43395.95966504577,40601.39986649972,43098.30365531101,40303.74385676497,40128.83060581429,37334.27080726825,43334.2593020681,40539.69950352205,42995.469717014894,40200.90991846886,39615.640285174646,36821.080486628605,42864.16791263699,40069.608114090945,42211.98406796304,39417.424269417,35705.67380800161,32911.11400945557
Luxembourg,2002,51048.49859925684,42721.01611079834,50071.2308140975,41743.748325639004,40321.82124310325,31994.33875464475,,,,,,,,,,,,
Austria,2003,26443.389344038158,23080.761399152838,26047.592661630046,22684.964716744733,22099.049568082457,18736.421623197144,,,,,,,,,,,,
Switzerland,2003,41961.112136168005,39220.22638142287,41659.59884898545,38918.713094240324,38651.64486494995,35910.75911020481,41905.84205826652,39164.95630352139,41567.48205248298,38826.59629773784,38191.938185261424,35451.052430516276,41469.09013011046,38728.20437536532,40839.562172222875,38098.676417477735,34559.2713542491,31818.385599503952
Luxembourg,2003,52977.195184028555,44374.06917912112,51965.049522641086,43361.92351773366,41867.69161498996,33264.56561008253,,,,,,,,,,,,
Austria,2004,27683.93785784911,24409.12773984341,27328.016774918688,24053.20665691299,23777.280257112827,20502.470139107136,,,,,,,,,,,,
Switzerland,2004,42344.7026578312,39659.5983777434,42042.40204138515,39357.29776129735,39026.59351064949,36341.48923056168,42291.95719221318,39606.85291212538,41954.49293202178,39269.38865193398,38587.88519344565,35902.78091335785,41829.77113891822,39144.66685883042,41184.182843196846,38499.07856310904,34743.67103588118,32058.56675579338
Luxembourg,2004,55977.94849437313,46688.20167926852,54858.02203930016,45568.27522419554,43685.4224041674,34395.675589062776,,,,,,,,,,,,
Austria,2005,28857.287118025197,25586.06391184681,28477.45381966574,25206.230613487354,24688.164486032132,21416.94127985374,,,,,,,,,,,,
Switzerland,2005,43554.814477336,40896.46368607244,43252.55825752945,40594.20746626589,40237.192636126,37578.841844862436,43501.10523668226,40842.7544454187,43163.0428564399,40504.69206517633,39790.46815830762,37132.11736704406,42968.45712206429,40310.10633080072,42275.295998743255,39616.94520747969,35360.188601802525,32701.837810538967
Luxembourg,2005,59651.43941634326,50345.80251067797,58519.74689851051,49214.10999284522,47229.76678013139,37924.1298744661,,,,,,,,,,,,
Austria,2006,30318.80793642294,27142.434992897033,29906.22254636312,26729.849602837214,25790.192107433002,22613.819163907094,,,,,,,,,,,,
Switzerland,2006,45413.6486342149,42814.31107545468,45109.60082326434,42510.26326450413,42076.361947352845,39477.02438859262,45366.9929831951,42767.65542443488,45031.84140489801,42432.50384613779,41688.3054214104,39088.967862650185,44757.74808218254,42158.410523422324,44016.43323654375,41417.09567778353,36620.9351336234,34021.59757486319
Luxembourg,2006,67230.91904043182,58677.68324358433,66126.09178061166,57572.85598376417,55104.124593358145,46550.88879651066,,,,,,,,,,,,
Austria,2007,32246.47914411038,29173.087616008917,31832.229752828207,28758.83822472674,27699.598920751265,24626.207392649798,,,,,,,,,,,,
Switzerland,2007,46027.77860902508,43513.1761038641,45730.543747086216,43215.941241925226,42765.27214821989,40250.6696430589,45990.370983206696,43475.768478045706,45668.19770405556,43153.59519889457,42454.13570490496,39939.53319974398,45452.3378194491,42937.73531428812,44771.47576445958,42256.87325929859,37979.06621587359,35464.4637107126
Luxembourg,2007,73945.6264933734,66347.61189616684,72901.01775772963,65303.00316052307,62479.80203785488,54881.787440648324,,,,,,,,,,,,
Austria,2008,33445.95286789619,30528.365490854645,33069.84550424899,30152.258127207442,29317.7268050066,26400.139427965063,33369.35365123619,30451.76627419464,32942.18014314896,30024.59276610742,28680.61586008841,25763.028483046863,33140.24961655342,30222.662239511876,32560.34008534436,29642.752708302818,26775.052143044486,23857.464766002944
Switzerland,2008,49262.84248797988,46776.1643807739,48968.00507584786,46481.326968641886,46026.650892911784,43539.97278570581,49214.76562151498,46728.087514309,48887.87696507304,46401.19885786704,45626.773463902166,43140.09535669618,48701.28638521085,46214.60827800487,48032.078237899485,45545.400130693495,41355.93029210273,38869.252184896744
Luxembourg,2008,77916.69131188779,70946.2857736374,76899.6329054008,69929.22736715041,66753.26451687582,59782.858978625416,78123.55838191067,71153.15284366028,77244.41135543893,70274.00581718855,68473.87316278041,61503.46762453003,77513.32437977342,70542.91884152303,76227.35468521017,69256.9491469598,63398.27606563883,56427.87052738844
Austria,2009,32752.67259915803,30027.764067631408,32389.421154617456,29664.51262309084,28765.555553129376,26040.647021602752,32708.055123466664,29983.14659194004,32315.05869513184,29590.15016360522,28394.45146960115,25669.542938074526,32496.567185189975,29771.658653663355,31962.578798004033,29237.67026647741,26635.408935363314,23910.500403836686
Switzerland,2009,50255.30929592839,47935.4360964035,49978.74437703092,47658.87117750604,47219.680067077585,44899.80686755269,50200.34061034144,47880.46741081655,49887.12990105266,47567.256701527775,46762.48020600514,44442.60700648024,49706.58298880191,47386.70978927701,49064.200531820105,46744.327332295215,42655.67078240646,40335.79758288157
Luxembourg,2009,74821.20834245186,68534.7410496454,73871.32664032422,67584.85934751772,64395.12585005065,58108.658557244176,74960.68741904761,68674.22012624113,74103.79176798377,67817.3244751773,65555.23753475177,59268.77024194528,75115.24486585612,68828.77757304965,74361.38751266463,68074.92021985815,66840.76296534954,60554.295672543056
Austria,2010,33665.04047862199,30916.58240276793,33338.4896454506,30590.03156959654,30080.75633357412,27332.298257720067,33535.09403715412,30786.635961300064,33121.91224300415,30373.454167150103,28999.93196326998,26251.473887415923,33314.88710302152,30566.42902716747,32754.90068611649,30006.442610262435,27168.369526992472,24419.911451138414
Switzerland,2010,56538.24822044368,54285.27856797611,56254.23337856347,54001.263726095895,53420.84721790136,51167.87756543379,56485.7825315118,54232.81287904421,56166.790563677,53913.82091120942,52984.465932182204,50731.496279714615,56033.88989509112,53780.92024262353,55413.636169642516,53160.66651717494,49225.86686100062,46972.89720853303
Luxembourg,2010,80104.64091374441,73881.49348093676,79104.66620922349,72881.51877641585,69128.72808555051,62905.58065274286,80326.81873580365,74103.67130299601,79474.96257932224,73251.8151465146,70976.68330394808,64753.53587114045,80379.25996862962,74156.11253582197,79562.36463403217,73339.21720122454,71412.86117697673,65189.71374416909
Austria,2011,35297.290429775465,32658.094336421356,34960.565797278716,32321.369703924607,31601.336725465917,28962.1406321118,35203.3408970487,32564.14480369459,34803.98324273412,32164.78714938,30819.91521516713,28180.719121813017,34953.22563960419,32314.029546250084,34387.124480326594,31747.928386972486,28739.59148658104,26100.39539322693
Switzerland,2011,64067.41486552336,61985.27358165195,63798.72249255995,61716.58120868854,61118.19620037737,59036.05491650597,64023.83957126153,61941.69828739013,63726.09700212358,61643.95571825217,60755.76041953299,58673.61913566158,63519.64882940123,61437.50754552982,62885.77909902306,60803.63781515166,56562.173931679026,54480.032647807624
Luxembourg,2011,82339.9034581119,76338.28531572367,81376.3659854642,75374.74784307597,71763.93262738358,65762.31448499531,82631.1339460769,76629.51580368866,81861.75013207251,75860.13198968428,74186.23065426697,68184.61251187872,82498.78028086903,76497.1621384808,81641.16069005939,75639.54254767114,73085.38429603,67083.76615364177
Austria,2012,36142.65138632044,33563.28553525812,35772.90465218091,33193.538801118586,32084.240804455596,29504.87495339327,36128.14840107439,33548.78255001207,35748.73301010416,33169.36715904183,31963.612800186867,29384.246949124543,35886.205058441716,33306.83920737939,35345.49410571637,32766.12825465404,29951.258648765877,27371.892797703553
Switzerland,2012,65684.17922497078,63628.936614913946,65419.447335671146,63364.204725614305,62778.431582896235,60723.18897283939,65627.87148446841,63572.62887441158,65325.60110150054,63270.3584914437,62310.09418570198,60254.85157564514,64776.4087196143,62721.16610955745,63906.49649341035,61851.2538833535,55228.086427232796,53172.843817175955
Luxembourg,2012,84633.16848146053,79010.68744010227,83718.03384376196,78095.55280240372,74588.47638672161,68965.99534536336,84895.02120862412,79272.54016726588,84154.45505570131,78531.97401434305,76766.42605392367,71143.94501256543,84755.84223851249,79133.36119715424,83922.49010551526,78300.00906415701,75608.81049299518,69986.32945163694
Austria,2013,36585.00008589825,34043.536939916194,36217.33890599229,33675.87576001023,32549.480944549483,30008.017798567416,36582.275874634695,34040.812728652636,36212.798553886365,33671.3354079043,32526.822425468483,29985.35927948641,36380.02925673048,33838.566110748405,35875.720857379325,33334.25771139726,30844.644206709527,28303.181060727464
Switzerland,2013,64706.87607020523,62700.058434934435,64436.50179510341,62429.68415983262,61739.19652682578,59732.37889155499,64656.37232646031,62649.55469118952,64352.328888861884,62345.5112535911,61319.13364234426,59312.316007073474,63890.25603923271,61883.43840396192,63075.4684101492,61068.65077487841,54946.99182476857,52940.17418949778
Luxembourg,2013,87774.77499213279,82597.91586830752,86932.68765769339,81755.82853386812,78531.86401173843,73355.00488791316,87971.17293552238,82794.31381169711,87260.0175633427,82083.15843951743,80165.39611231214,74988.53698848686,87822.23626611846,82645.37714229319,87011.78978100287,81834.93065717761,78926.62127473051,73749.76215090524
Austria,2014,37507.685267118846,35068.64530901459,37166.80734893896,34727.7673908347,33766.144308049115,31327.10434994486,37493.46705668078,35054.427098576525,37143.110331542186,34704.07037343793,33647.88490694523,31208.84494884098,37262.9285005864,34823.88854248214,36758.87940471822,34319.83944661396,31730.38961498561,29291.349656881353
Switzerland,2014,65980.72602028202,64096.972829750404,65725.86269785376,63842.10950732215,63183.29764791477,61299.54445738316,65941.5667024714,64057.813511939814,65660.59716816944,63776.84397763782,62857.5915759663,60973.83838543468,65178.85830696799,63295.10511643637,64389.41650899704,62505.663318465435,56513.794762572674,54630.04157204105
Luxembourg,2014,90734.96531436472,85870.36762479988,89943.16048246252,85078.56279289769,82043.96465943822,77179.36696987339,90864.29744909766,85999.69975953283,90158.71404035075,85294.1163507859,83119.67955785184,78255.081868287,90691.53111231989,85826.93342275506,89870.77014572115,85006.17245615632,81682.70240750983,76818.10471794498
Austria,2015,38453.882323388694,36063.334417908794,38100.06476689491,35709.516861414995,34570.31342949258,32179.765524012677,38454.40326266063,36063.85535718072,38100.93299901478,35710.38509353488,34574.64632121465,32184.09841573474,38287.648126972796,35897.10022149289,37823.0077728684,35432.45986738849,33187.66709739839,30797.11919191849
Switzerland,2015,74668.62849184124,72904.08136538576,74428.62822234743,72664.08109589195,72034.33981954012,70269.79269308466,74609.87005254667,72845.32292609119,74330.6974901898,72566.15036373431,71545.61883239158,69781.0717059361,73817.30969625157,72052.76256979609,73009.7635630313,71245.21643657584,64953.52951971491,63188.98239325944
Luxembourg,2015,93000.19610343933,88658.99535844593,92258.26484036111,87917.06409536769,84856.61723965198,80515.41649465858,92967.56440025721,88626.36365526382,92203.8786683909,87862.67792339748,84585.20434334356,80244.00359835014,92782.70211923447,88441.50137424108,91895.77486668633,87554.57412169293,83047.61965674172,78706.4189117483
Austria,2016,39498.785587584855,37200.77379592438,39147.21866207013,36849.20687040966,35639.9200480066,33341.90825634613,39504.00342514675,37205.99163348627,39155.915058006634,36857.903266346155,35683.319204870626,33385.30741321016,39322.1337194722,37024.12192781173,38852.798881882365,36554.7870902219,34170.62514497433,31872.613353313856
Switzerland,2016,73429.06239816108,71720.52105556581,73190.20963671611,71481.66829412086,70807.36899277726,69098.827650182,73369.85561260264,71661.31427000737,73091.5316607854,71382.99031819013,70314.91890337068,68606.3775607754,72443.96179281415,70735.4204502189,71548.37529447128,69839.833951876,62613.8337990982,60905.29245650293
Luxembourg,2016,94652.04743435563,90685.09129039703,93951.65749875488,89984.70135479627,86964.43409359496,82997.47794963635,94590.08307962355,90623.12693566496,93848.38357420142,89881.42743024282,86449.04803201395,82482.09188805532,94509.78404222826,90542.82789826968,93714.55184520928,89747.59570125067,85781.16397494833,81814.20783098973
Austria,2017,40494.105909415004,38273.49069990249,40116.45398384678,37895.83877433427,36348.92644067816,34128.31123116565,40520.94057523967,38300.325365727156,40161.17842688791,37940.5632173754,36572.12270880722,34351.507499294705,40361.0274111821,38140.412201669584,39894.65648679195,37674.04127727944,35242.05131251878,33021.436103006265
Switzerland,2017,71939.39704184496,70299.09611257915,71706.52542281544,70066.22449354963,69383.35379487809,67743.05286561226,71881.82171174655,70241.52078248074,71610.5665393181,69970.26561005229,68904.47327151994,67264.17234225413,71207.64153584643,69567.3406065806,70486.9329128179,68846.63198355206,63297.00641165214,61656.70548238632
Luxembourg,2017,95712.05661396353,92144.00983464456,95009.50746190324,91441.46068258426,88000.7433020636,84432.69652274462,95679.0322988926,92110.98551957363,94954.46693678503,91386.42015746605,87726.06487194984,84158.01809263088,95630.90452131236,92062.85774199339,94874.25397415127,91306.20719483228,87325.76399175849,83757.71721243951
Austria,2018,42092.11205090482,40013.35791503476,41693.28475175371,39614.53061588365,37714.507648317594,35635.75351244754,42177.13136172142,40098.377225851356,41834.983603114706,39756.229467244644,38421.65239225247,36342.898256382396,42001.04090787323,39922.28677200315,41541.49951336771,39462.74537749764,36957.02703008648,34878.27289421642
