countries,Year,GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro]
Portugal,2012,14606.372253162896,12520.564593937735,14347.203790731486,12261.396131506324,11761.689844094295,9675.882184869135,14580.844725946601,12495.037066721445,14304.657912037661,12218.850252812503,11549.365649469884,9463.557990244726,14568.423282552034,12482.615623326876,14283.955506380049,12198.147847154889,11446.05078694999,9360.24312772483
Romania,2012,5222.5723483921865,2218.7832690153796,5032.8413024664205,2029.052223089614,3140.0482490641416,136.25916968733466,5093.957112819388,2090.168033442582,4818.482576511758,1814.693497134951,2070.296130966586,-933.4929484102207,5088.333634391149,2084.5445550143418,4809.110112464692,1805.3210330878842,2023.5230722936053,-980.2660070832026
Sweden,2012,45022.29350654418,44496.91878563997,44996.35351484336,44470.97879393917,44737.57121668526,44212.19649578107,44663.23704975664,44137.86232885244,44397.92608686413,43872.55136595994,41751.133385627,41225.75866472281,44458.62841659711,43933.25369569291,44056.91169826492,43531.536977360716,40049.30919871283,39523.93447780864
Slovenia,2012,14739.805043162334,9298.560436507783,14493.050323133688,9051.805716479139,12031.37823522887,6590.133628574321,14566.895361212088,9125.650754557539,14204.867519883279,8763.622913228732,10593.208817103028,5151.964210448479,14470.90101240285,9029.656405748297,14044.876938534546,8603.632331879997,9794.77963018172,4353.535023527171
Slovakia,2012,11786.582707136991,9066.352785788855,11508.076504138726,8787.84658279059,8729.645574227443,6009.415652879307,11708.531763216552,8988.301841868415,11377.991597604658,8657.761676256521,8080.459945428863,5360.230024080726,11621.769704997223,8901.539783649087,11233.38816723911,8513.158245890974,7358.8199691284135,4638.590047780277
Belgium,2013,32880.822781055154,29233.246563782606,32429.82593189749,28782.24971462494,27930.595460538872,24283.019243266324,32865.57317366605,29217.99695639351,32404.40991958232,28756.833702309777,27803.75745622319,24156.181238950638,32259.00925099933,28611.433033726782,31393.470048471114,27745.893831198562,22758.68609943963,19111.109882167082
Bulgaria,2013,3635.667336302905,239.51376543128558,3360.985549420198,-35.16802145142183,620.7077231379496,-2775.44584773367,3566.5455132491325,170.3919423775131,3245.782510997244,-150.37105987437494,45.78970281768839,-3350.3638680539307,3604.569237975101,208.41566710348044,3309.155385540524,-86.99818533109536,362.0505243479618,-3034.1030465236577
Cyprus,2013,19846.00500070449,19472.09853235675,19472.957042447088,19099.05057409935,15751.359554117324,15377.453085769588,19815.863872982107,19441.95740463437,19422.72182957645,19048.815361228717,15500.661920362914,15126.755452015179,19822.31435214892,19448.407883801185,19433.472628187807,19059.56615984007,15554.313524861469,15180.407056513735
Czechia,2013,12679.207331978272,9065.150173947153,12187.970770982658,8573.91361295154,7287.301269621654,3673.2441115905344,12695.940672827683,9081.883514796564,12215.859672398341,8601.80251436722,7426.4801681151575,3812.423010084038,12682.845982530638,9068.78882449952,12194.035188569933,8579.978030538814,7317.565601200062,3703.508443168943
Germany,2013,33093.14894013997,30587.920741702703,32614.70261897652,30109.474420539253,27841.63098641735,25336.40278798008,33028.621283032095,30523.393084594827,32507.156523796715,30001.92832535945,27304.924759043875,24799.696560606608,32954.03547575978,30448.807277322518,32382.846845009546,29877.618646572282,26684.560266810735,24179.33206837347
Denmark,2013,44827.61947553898,43547.682730140215,44394.386685498306,43114.44994009954,40072.373851521115,38792.43710612235,44430.411228444944,43150.47448304618,43732.37294034157,42452.4361949428,36768.61001854844,35488.673273149674,44311.891847897095,43031.95510249833,43534.840639428505,42254.90389402973,35782.82977399178,34502.89302859302
Estonia,2013,12752.792910631477,12068.36338467505,12143.131911399556,11458.702385443132,6061.037657157314,5376.608131200886,12499.064710053372,11814.635184096944,11720.251577102714,11035.822051146286,3950.6634174283067,3266.2338914718807,12617.54159264612,11933.112066689693,11917.71304809063,11233.283522134203,4936.090186929903,4251.660660973476
Greece,2013,14857.767788404084,13046.680360590584,14471.34213101785,12660.254703204357,10616.286168045683,8805.198740232187,14806.743739032127,12995.656311218632,14386.302048731257,12575.21462091776,10191.8956621583,8380.808234344804,14911.801804040762,13100.714376227268,14561.398823745652,12750.311395932156,11065.711948896795,9254.624521083299
Spain,2013,20512.539367773723,18645.369922823393,20260.698333222408,18393.528888272078,17748.28420281763,15881.114757867304,20447.07940181335,18579.909956863023,20151.59838995512,18284.42894500479,17203.823533559935,15336.654088609606,20415.125108563647,18547.955663613313,20098.341234538944,18231.171789588618,16938.044967483016,15070.875522532691
Finland,2013,36648.96597695015,35826.889925947275,36320.13111051078,35498.055059507904,33039.61184769898,32217.5357966961,36370.788507653124,35548.712456650246,35856.50199501573,35034.42594401285,30725.88178560938,29903.805734606503,36199.172560205385,35377.0965092025,35570.47541593618,34748.39936493329,29298.47295286947,28476.396901866596
France,2013,30701.802781128456,28311.95024339047,30421.665338569077,28031.812800831092,27626.96085208387,25237.108314345885,30625.59590922701,28235.743371489025,30294.653885400003,27904.801347662014,26993.113219125815,24603.26068138783,30521.783507311473,28131.930969573485,30121.63321554077,27731.780677802784,26129.65768573308,23739.805147995095
Croatia,2013,8748.012779495746,5477.453232413764,8563.321727582857,5292.762180500876,6720.808614451896,3450.2490673699135,8651.996748633315,5381.437201551334,8403.295009478807,5132.735462396825,5922.199087913584,2651.6395408316025,8576.55443561685,5305.994888534869,8277.557821118031,5006.998274036048,5294.71064314171,2024.1510960597261
Hungary,2013,8518.023048002391,5326.61035253721,8286.641734143737,5095.229038678556,5978.337674458598,2786.924978993416,8461.507486757728,5270.094791292547,8192.449132069298,5001.036436604117,5508.27173648711,2316.859041021927,8353.590209606653,5162.177514141473,8012.587003484175,4821.174308018994,4610.674066214691,1419.2613707495084
Ireland,2013,37231.59627478888,35986.90538396744,36630.2543579638,35385.563467142354,30631.15285439932,29386.46196357786,37191.636915693794,35946.94602487234,36563.655426138655,35318.9645353172,30298.79247081477,29054.101579993316,37065.59534190034,35820.90445107889,36353.5861364829,35108.89524566145,29250.44668243749,28005.755791616044
Italy,2013,24807.298900597296,20596.212447663136,24515.096276319768,20304.009823385608,21600.027238884424,17388.940785950268,24747.895698402386,20536.809245468234,24416.090939328256,20205.0044863941,21105.9434618982,16894.857008964045,24620.073580879067,20408.987127944914,24203.05407678939,19991.967623855235,20042.788071704243,15831.701618770088
Lithuania,2013,11161.49898701338,10268.204800624515,11014.504180651804,10121.20999426294,9548.055993377986,8654.761806989121,10910.95094812923,10017.656761740367,10596.924115844888,9703.629929456023,7464.132622341562,6570.838435952697,10742.62618673881,9849.332000349945,10316.382846860852,9423.088660471987,6064.098099030758,5170.803912641892
Latvia,2013,10179.121187355626,8406.98655565575,10006.563253739823,8234.428622039948,8285.092439810753,6512.957808110879,10059.060228087901,8286.92559638803,9806.461654960287,8034.327023260411,7286.490175425246,5514.355543725372,9891.796951865897,8119.66232016602,9527.689527923609,7755.554896223735,5895.284512880313,4123.149881180438
Malta,2013,17938.2649505691,17220.953255433615,17660.171229488606,16942.859534353116,14885.85529775697,14168.543602621483,17902.032146936515,17184.720451801026,17599.783223434293,16882.471528298807,14584.49039135261,13867.178696217123,17289.178219564554,16571.866524429068,16578.36001114769,15861.048316012202,9487.102170036616,8769.790474901129
Netherlands,2013,37513.03669908207,35176.14708811159,37009.36262032858,34672.4730093581,31984.614072764063,29647.724461793583,37457.259805708425,35120.370194737945,36916.40113137251,34579.51152040203,31520.691975497597,29183.802364527113,37365.05933579188,35028.1697248214,36762.7336815116,34425.84407054113,30753.81822571549,28416.92861474501
Norway,2013,77418.57195687635,76509.1670579152,77152.70423041125,76243.29933145009,74500.3571497237,73590.95225076255,76953.6467444201,76044.24184545894,76377.82887631748,75468.42397735633,70633.36014453195,69723.95524557079,76899.59890501319,75990.19400605206,76287.74914397267,75378.34424501153,70183.81938502072,69274.41448605957
Poland,2013,7981.3584336933945,5312.241002182331,7591.4177936388105,4922.300362127747,3701.2956940466534,1032.1782625355893,7900.434669970878,5231.317238459814,7456.544854101283,4787.427422590219,3028.2155005450904,359.09806903402625,7918.315977666227,5249.198546155163,7486.3470335935335,4817.229602082468,3176.942567725455,507.8251362143903
Portugal,2013,14943.822387368173,12961.581394867633,14686.372966454916,12704.131973954374,12118.008505439298,10135.767512938759,14925.86615074115,12943.62515824061,14656.445905409872,12674.204912909332,11968.658219843086,9986.417227342548,14915.864643201878,12933.62365070134,14639.776726177754,12657.535733677214,11885.471077770431,9903.23008526989
Romania,2013,5577.005371558566,2808.483394866572,5411.790422802633,2643.2684461106383,3763.5746244993898,995.0526478073954,5446.68643948419,2678.1644627921955,5194.592202678671,2426.070225986677,2679.652078356953,-88.86989833503995,5445.617016863674,2677.0950401716796,5192.809831644478,2424.287854952484,2670.757198148219,-97.76477854377428
Sweden,2013,45914.20770272333,45398.73181543577,45887.759712985484,45372.28382569792,45623.90952964836,45108.43364236079,45568.641228861605,45053.165341574044,45311.8155898826,44796.33970259504,42749.674096258714,42234.19820897116,45378.000804151954,44862.52491686439,44994.08154869984,44478.605661412286,41164.0299288324,40648.554041544834
Slovenia,2013,14837.771803376789,9533.95633714636,14571.048003687549,9267.23253745712,11910.160573454421,6606.345107223991,14707.989795096322,9404.17432886589,14354.744656553437,9050.929190323006,10830.703869661325,5526.888403430897,14617.940004463722,9314.124538233293,14204.66167216577,8900.84620593534,10081.718309479067,4777.902843248637
Slovakia,2013,12024.630000428771,9489.64772356804,11754.920273503023,9219.937996642293,9064.244664410453,6529.262387549726,11937.740025877702,9402.757749016975,11610.103649251245,9075.121372390513,8341.540749096814,5806.5584722360845,11848.250767655865,9313.26849079514,11460.954885548186,8925.972608687458,7597.217394997743,5062.235118137014
Belgium,2014,33849.837719706215,30551.43960471664,33421.71133027572,30123.31321528615,29150.640921433445,25852.24280644388,33835.52683328086,30537.12871829129,33397.85985290013,30099.46173791057,29031.61069148293,25733.212576493355,33186.65135523091,29888.253240241334,32316.400722816892,29018.00260782732,23634.61465182938,20336.21653683981
Bulgaria,2014,4045.188572717221,584.5682816112283,3758.6194667523814,297.99917564638906,899.7514810555316,-2560.8688100504623,3963.669495644092,503.04920453809916,3622.754338297166,162.1340471911732,221.7197923837903,-3238.900498722203,4018.3243884857134,557.7040973797208,3713.845826366535,253.22553526054233,676.3096947490204,-2784.3105963569724
Cyprus,2014,19308.81850932401,18899.202734265735,18914.20746037296,18504.591685314685,14977.492472027972,14567.876696969695,19284.60445932401,18874.988684265732,18873.85071037296,18464.234935314686,14776.09307202797,14366.477296969697,19274.993655128204,18865.37788006993,18857.832703379954,18448.21692832168,14696.155589510488,14286.539814452213
Czechia,2014,12600.74191154291,9115.59520306411,12117.798039157304,8632.651330678504,7299.857978929493,3814.7112704506917,12614.908311264988,9129.76160278619,12141.408705360773,8656.261996881973,7417.686446459184,3932.5397379803826,12624.175750091392,9139.029041612592,12156.85443673811,8671.707728259309,7494.768001142267,4009.6212926634676
Germany,2014,34488.62351949819,32068.294863254527,34028.727981117845,31608.399324874175,29440.722491085304,27020.39383484164,34440.747881751464,32020.4192255078,33948.935251539966,31528.6065952963,29042.518773953816,26622.190117710154,34353.8462577646,31933.51760152093,33804.099211561836,31383.770555318173,28319.717964920106,25899.38930867644
Denmark,2014,45948.76510808594,44744.245344472016,45543.46412101147,44338.94435739755,41500.10427376856,40295.58451015463,45584.35323844481,44379.83347483089,44936.111004942926,43731.591241329,38469.12300881695,37264.60324520301,45434.44480206353,44229.92503844961,44686.26361097413,43481.7438473602,37222.26553796314,36017.74577434922
Estonia,2014,13601.01761184479,12960.567844057581,12937.714786760187,12297.265018972976,6320.479460320912,5680.029692533701,13468.209849135785,12827.760081348575,12716.368515578512,12075.9187477913,5215.856164138078,4575.406396350868,13540.511814679681,12900.062046892468,12836.871791485,12196.422023697789,5817.224893423793,5176.775125636582
Greece,2014,14730.818168015598,12928.991627929367,14349.402923836762,12547.576383750533,10544.331797386007,8742.505257299777,14685.571167923072,12883.744627836842,14273.991257015889,12472.164716929658,10167.991669632309,8366.165129546078,14795.692523594496,12993.865983508265,14457.526849801594,12655.700309715365,11083.921675534308,9282.095135448077
Spain,2014,20905.578380028863,19118.907162333908,20652.918235536446,18866.24701784149,18132.332508338295,16345.66129064334,20835.81275916884,19049.141541473884,20536.642200769737,18749.970983074785,17552.05972531206,15765.388507617108,20799.461405408932,19012.790187713978,20476.0566111699,18689.385393474946,17249.70878292811,15463.037565233155
Finland,2014,37012.50907806805,36220.33550842281,36721.158776211785,35928.98520656654,33814.592669598096,33022.41909995286,36732.34078633236,35940.16721668712,36254.21162331897,35462.038053673736,31484.30402087587,30692.13045123063,36572.5244866444,35780.35091699916,35987.851123839035,35195.6775541938,30155.038290137894,29362.864720492656
France,2014,31077.460914067924,28963.238138723253,30817.244060935845,28703.021285591174,28221.271168975356,26107.048393630685,31007.75156451729,28893.528789172626,30701.061811684795,28586.839036340127,27641.466420332017,25527.243644987346,30905.323546372623,28791.100771027952,30530.348448110348,28416.125672765673,26789.525444017603,24675.302668672935
Croatia,2014,8810.648802665717,5846.55097250665,8631.138445595267,5667.040615436201,6840.308931011496,3876.2111008524275,8716.467286068197,5752.369455909131,8474.169251266067,5510.071421107,6056.957904073387,3092.86007391432,8694.988170807776,5730.890340648708,8438.37072583203,5474.2728956729625,5878.3062152406665,2914.208385081599
Hungary,2014,9068.17397696653,6127.320409036216,8839.022884544613,5898.1693166143,6552.967938716449,3612.1143707861374,9002.00902705833,6061.155459128017,8728.747968030948,5787.894400100634,6002.643593448252,3061.790025517939,8912.129074257153,5971.2755063268405,8578.948046695652,5638.09447876534,5255.0706526892545,2314.217084758941
Ireland,2014,40554.82336154755,39403.76362031389,39965.757009279296,38814.69726804564,34089.11887593653,32938.05913470287,40504.12555751024,39353.06581627658,39881.26066921713,38730.200927983475,33667.441902673905,32516.382161440248,40364.324395248055,39213.2646540144,39648.258732113485,38497.19899087983,32504.651283223357,31353.5915419897
Italy,2014,24746.082146887664,20932.328404702475,24474.189606073236,20660.435863888044,21761.73782985308,17947.984087667886,24688.692803720627,20874.939061535442,24378.54070079484,20564.78695860965,21284.404245416146,17470.650503230954,24562.352875700362,20748.599133515167,24167.97415409439,20354.2204119092,20233.57690759675,16419.823165411563
Lithuania,2014,11769.972453619399,10847.037868204623,11611.537129621074,10688.602544206298,10030.956159256824,9108.021573842048,11528.30318123631,10605.368595821534,11208.75500898259,10285.820423567817,8020.881576260961,7097.946990846187,11348.566869832635,10425.63228441786,10909.194489976464,9986.25990456169,6525.9319385541985,5602.9973531394235
Latvia,2014,10599.260603217239,8833.769117967411,10344.563830648302,8579.072345398477,7803.660313829649,6038.168828579823,10594.053970825413,8828.562485575589,10335.886109995263,8570.394624745437,7760.354355523046,5994.862870273219,10446.077935235538,8680.586449985709,10089.259384012135,8323.767898762308,6529.569551569148,4764.078066319322
Malta,2014,19510.348105834793,18773.81502896904,19236.196544673796,18499.66346780804,16501.208351186706,15764.67527432095,19472.270754079884,18735.73767721413,19172.73429174895,18436.201214883196,16184.501488971275,15447.96841210552,18702.478427614667,17965.94535074891,17889.747080973582,17153.21400410783,9781.784360911362,9045.251284045606
Netherlands,2014,38148.74126042995,35927.13139265717,37667.252509479156,35445.64264170637,32863.82901785096,30642.219150078177,38085.06936860137,35863.45950082858,37561.132689764854,35339.52282199207,32334.24058422908,30112.630716456293,38035.45711225471,35813.84724448193,37478.44559585375,35256.835728080965,31921.592610806078,29699.98274303329
Norway,2014,73140.4987241801,72274.46693494156,72844.22267631529,71978.19088707674,69888.51638928303,69022.48460004445,72739.52904240524,71873.49725316667,72175.93987335719,71309.90808411862,66553.46697261583,65687.43518337727,72696.36175279244,71830.32996355387,72103.99439066919,71237.96260143063,66194.42475424906,65328.39296501051
Poland,2014,8549.80436300774,6032.776083138408,8165.260449221545,5648.232169352212,4328.9771188306895,1811.9488389613566,8478.853202566446,5961.824922697115,8047.008515152723,5529.980235283389,3738.843657382468,1221.815377513136,8492.198786809808,5975.170506940475,8069.251155558324,5552.222875688993,3849.8450247399537,1332.8167448706215
Portugal,2014,15330.258246309375,13393.26918250466,15092.349997568885,13155.360933764165,12718.931992276812,10781.942928472095,15281.49200992184,13344.502946117123,15011.07293692299,13074.083873118268,12313.320756291587,10376.331692486869,15275.32632044956,13338.33725664484,15000.796787802523,13063.807723997801,12262.03787877611,10325.048814971391
Romania,2014,6045.0645304522495,3333.076258348807,5903.9723130601415,3191.984040956698,4496.409477648391,1784.421205544948,5878.3125458368795,3166.3242737334367,5626.052338701191,2914.0640665977485,3109.4564627522973,397.4681906488538,5870.416428911645,3158.428156808203,5612.892143825801,2900.90387172236,3043.7808235646394,331.7925514611965
Sweden,2014,45194.69562805655,44713.815988592476,45169.41893571543,44688.53929625135,44917.253838312296,44436.374198848214,44860.52079852033,44379.641159056264,44612.46088648839,44131.581247024325,42137.767954550734,41656.88831508666,44666.638748965255,44185.75910950118,44289.32413722994,43808.44449776586,40525.16170110849,40044.282061644415
Slovenia,2014,15545.37666568822,10909.86966621949,15190.089862863493,10554.582863394768,11645.6810442073,7010.174044738573,15598.484779720391,10962.977780251666,15278.603386250446,10643.09638678172,12087.405675205051,7451.898675736326,15475.788093266412,10840.281093797686,15074.10890882715,10438.601909358422,11066.880854540208,6431.3738550714825
Slovakia,2014,12592.801880335282,10525.588472306516,12321.712514464223,10254.499106435456,9617.273364464843,7550.059956436075,12531.54981771985,10464.336409691081,12219.6257434385,10152.41233540973,9107.811764298373,7040.598356269605,12462.42364980357,10395.210241774803,12104.415463578038,10037.202055549267,8532.857605756628,6465.644197727859
Belgium,2015,34804.695777196495,31447.015715911173,34363.162154362355,31005.482093077022,29958.338631326427,26600.6585700411,34794.070228944314,31436.390167658992,34345.45290727538,30987.772845990054,29869.961055387634,26512.280994102308,34192.91283970561,30835.23277842029,33343.523925210866,29985.84386392554,24869.858325846646,21512.17826456132
Bulgaria,2015,4455.925972460074,1028.2097908166375,4147.9927359675485,720.2765543241113,1075.9921147682971,-2351.7240668751397,4376.585548615853,948.8693669724169,4015.7586962271803,588.0425145837423,416.08128787350864,-3011.634893769928,4443.060880174358,1015.3446985309213,4126.550915491355,698.8347338479173,968.9872202013895,-2458.7289614420474
Cyprus,2015,20171.56390730666,19818.012476859723,19769.150683346557,19415.59925289962,15754.59971098266,15401.04828053572,20159.268354348485,19805.716923901546,19748.65809508293,19395.106664635987,15652.331937171788,15298.780506724846,20180.11022361064,19826.558793163702,19783.394543853185,19429.84311340625,15825.683357701462,15472.131927254524
Czechia,2015,13832.03687510527,10679.968895858194,13344.421628777005,10192.353649529929,8479.879052311693,5327.811073064616,13853.762712993352,10701.694733746275,13380.631358590472,10228.563379343395,8660.582846809371,5508.514867562292,13857.023466769468,10704.95548752239,13386.065948217332,10233.997968970254,8687.704036947225,5535.636057700148
Germany,2015,35529.590081851864,33148.78800912397,35071.566038831945,32690.763966104045,30502.230942990303,28121.428870262407,35472.30471275477,33091.502640026876,34976.09042367012,32595.288350942217,30025.762158754147,27644.960086026258,35398.30144218759,33017.499369459685,34852.75163939147,32471.949566663578,29410.242892449314,27029.440819721414
Denmark,2015,47017.05526833065,45835.16152774476,46642.24694671021,45460.35320612433,42903.087738163485,41721.19399757762,46612.16115098198,45430.26741039611,45967.42341779577,44785.529677209895,39535.39698434285,38353.503243756975,46456.59006657225,45274.69632598638,45708.138277112885,44526.24453652701,38241.440663220674,37059.54692263479
Estonia,2015,14295.820163210052,13748.940762965163,13746.774143451446,13199.894743206552,8269.386470145339,7722.507069900448,14140.787885768175,13593.908485523285,13488.387014381651,12941.50761413676,6979.911654597033,6433.032254352141,14036.949787705249,13490.070387460357,13315.323517610104,12768.444117365216,6116.242394518089,5569.362994273199
Greece,2015,14910.620630579171,13183.914340536183,14555.868516519313,12829.162226476325,11016.793854826912,9290.087564783922,14833.990371378088,13107.284081335101,14428.151417850846,12701.445127807856,10379.424714805224,8652.718424762235,14944.482719060697,13217.77642901771,14612.30533065519,12885.5990406122,11298.440432038333,9571.734141995345
Spain,2015,21853.045748501627,19963.13985093294,21591.67138729932,19701.765489730635,18984.150974352506,17094.245076783816,21778.903282653777,19888.99738508509,21468.10061088624,19578.194713317553,18367.473956824357,16477.56805925567,21764.120997825063,19874.215100256373,21443.463469505044,19553.55757193636,18244.522889360105,16354.616991791418
Finland,2015,37731.68468203883,37003.26329203822,37437.20610451532,36708.78471451471,34499.43172398316,33771.010333982544,37497.13849585498,36768.717105854375,37046.29579420891,36317.8744042083,32548.603127787384,31820.18173778678,37371.21570657703,36642.79431657643,36836.42447874566,36108.00308874505,31501.245324904103,30772.823934903496
France,2015,31675.450814093496,29584.72487479452,31411.61135620185,29320.885416902875,28779.49866913996,26688.772729840988,31610.869949617314,29520.14401031834,31303.976582074887,29213.250642775914,28242.349891592083,26151.62395229311,31524.557171710294,29433.831232411318,31160.12195222985,29069.396012930873,27524.446786460645,25433.720847161672
Croatia,2015,9128.249663693792,6107.292798692452,8940.256315977314,5919.299450975974,7064.798870901016,4043.842005899676,9037.518532985461,6016.561667984122,8789.037764796763,5768.080899795423,6310.146291676172,3289.189426674833,8982.937029495544,5961.980164494205,8698.068592313568,5677.11172731223,5856.16680233147,2835.2099373301317
Hungary,2015,9700.724159564172,6685.883669652425,9459.889529079543,6445.049039167798,7057.27738210196,4042.436892190214,9628.596451703306,6613.7559617915595,9339.676682644771,6324.836192733023,6457.358034179857,3442.5175442681098,9548.331878498973,6533.491388587227,9205.90239397088,6191.0619040591355,5789.760631654929,2774.9201417431823
Ireland,2015,54704.11112429443,53547.419272207895,54093.69381654416,52937.00196445762,48004.05448446402,46847.36263237749,54654.9671963797,53498.275344293164,54011.78727001961,52855.095417933066,47595.301814189115,46438.60996210257,54551.600168611134,53394.9083165246,53839.50889040533,52682.81703831879,46735.550662590234,45578.858810503705
Italy,2015,25141.470383109227,21181.28963032727,24863.91071087499,20903.729958093034,22094.92255215722,18134.741799375257,25082.49230903655,21122.311556254586,24765.61392075385,20805.433167971896,21604.374761457453,17644.194008675495,24986.71275507795,21026.532002295986,24605.981330822855,20645.800578040893,20807.73212218277,16847.551369400804
Lithuania,2015,12069.376021733073,11074.795415132226,11893.445735438996,10898.865128838152,10138.331688838589,9143.751082237744,11836.096203811912,10841.515597211068,11504.646038903733,10510.065432302887,8198.036060414983,7203.455453814138,11677.365970097853,10682.785363497009,11240.095649380302,10245.515042779454,6877.803640317094,5883.223033716249
Latvia,2015,11248.19471465629,9602.85400756056,11017.254306941857,9371.91359984613,8713.34881093361,7068.00810383788,11198.102807195624,9552.762100099893,10933.767794507416,9288.427087411686,8296.711358403621,6651.370651307892,11048.819690971632,9403.478983875904,10684.962600800765,9039.621893705036,7055.054963143776,5409.714256048046
Malta,2015,22059.171149739253,21484.96602386676,21856.154258331422,21281.949132458933,19830.819079762834,19256.61395389035,22022.923175116164,21448.718049243675,21795.740967292943,21221.535841420453,19529.327989246995,18955.12286337451,21054.047305471344,20479.842179598858,20180.947851218247,19606.742725345757,11470.741390931362,10896.536265058874
Netherlands,2015,39050.6621265264,36833.98785549212,38553.95030953108,36337.276038496806,33598.658611411134,31381.984340376857,38986.791995194166,36770.1177241599,38447.50009064403,36230.82581960976,33067.42132858434,30850.74705755007,38966.51022149995,36749.83595046568,38413.697134487,36197.02286345274,32898.72848071497,30682.054209680697
Norway,2015,66691.60849081301,65854.92130903562,66355.75651274649,65519.0693309691,63005.23320774951,62168.54602597212,66274.11289228832,65437.425710510935,65659.93051520536,64823.24333342796,59532.730134306126,58696.04295252873,66214.12766637375,65377.440484596365,65559.95513868105,64723.26795690366,59033.80539812768,58197.118216350296
Poland,2015,9174.52988674252,6689.530516202159,8782.4425882713,6297.443217730937,4870.905015427456,2385.9056448870942,9110.165850135456,6625.166479595093,8675.169193926191,6190.169823385828,4335.559695076626,1850.5603245362645,9112.93528572463,6627.935915184266,8679.784919908147,6194.785549367785,4358.594365691341,1873.594995150979
Portugal,2015,16014.64283271559,14064.28221390208,15753.366369370002,13803.005750556495,13146.822604089019,11196.46198527551,15974.499419857037,14024.13880104353,15686.460681272412,13736.100062458901,12812.931360630571,10862.570741817066,15976.277234454723,14025.916615641216,15689.42370560189,13739.06308678838,12827.718262998633,10877.357644185126
Romania,2015,6613.8282227549,4021.6301611115127,6472.630743880659,3880.432682237272,5064.017799873351,2471.8197382299627,6448.713333786765,3856.515272143377,6197.439262267102,3605.241200623713,3690.6812630590225,1098.4832014156354,6444.075835068178,3851.8777734247906,6189.710097736122,3597.512036092735,3652.1090514949005,1059.910989851514
Sweden,2015,46450.061245537894,45991.28170483172,46419.27313943116,45960.493598724985,46112.12512850922,45653.34558780306,46124.83182696332,45666.052286257145,45877.224108473536,45418.44456776736,43407.04234544448,42948.26280473831,45944.83496627649,45486.055425570325,45577.22934066216,45118.44979995598,41909.925599414404,41451.14605870823
Slovenia,2015,16104.91196456982,11455.420830840856,15744.115221773118,11094.624088044156,12144.738192444134,7495.247058715171,16149.316780423815,11499.825646694853,15818.123248196449,11168.632114467486,12514.073486213894,7864.582352484931,16028.980346884977,11379.489213156014,15617.562525631716,10968.071391902753,11513.179975509895,6863.688841780931
Slovakia,2015,13058.290496701098,10563.547142602332,12785.8225592929,10291.079205194132,10067.630517053965,7572.887162955198,12990.913722791136,10496.170368692368,12673.52793610963,10178.784582010861,9507.22687373936,7012.483519640591,12923.277623362746,10428.534269263979,12560.801103728982,10066.057749630212,8944.66630071593,6449.922946617161
Belgium,2016,35814.19058913457,32601.068240475277,35381.046110123345,32167.923761464055,31059.914283797083,27846.79193513779,35798.48368350712,32585.361334847832,35354.86793407759,32141.745585418306,30929.2727195307,27716.15037087142,35194.11212586166,31980.989777202376,34347.582004668504,31134.459656009218,25902.436271812938,22689.313923153655
Bulgaria,2016,5120.128504858408,2108.2085233493217,4836.2095607024185,1824.2895791933327,2003.7800940033974,-1008.139887505689,5022.301080969177,2010.3810994600904,4673.163854220368,1661.2438727112801,1190.1043778453475,-1821.81560366374,5073.317298400398,2061.397316891312,4758.190883272405,1746.2709017633188,1614.4297418764672,-1397.4902396326202
Cyprus,2016,21314.078900743705,20925.30060036378,20884.78345881679,20496.005158436863,16602.0503595935,16213.272059213574,21307.23308774176,20918.454787361832,20873.37377048021,20484.595470100285,16545.110581609042,16156.332281229112,21344.7960799652,20956.017779585272,20935.978757519282,20547.20045713935,16857.53927883261,16468.76097845268
Czechia,2016,14616.679519678282,11599.733541232326,14120.142832520818,11103.196854074862,9166.598263021348,6149.652284575392,14638.338440674168,11621.392462228214,14156.24103418063,11139.295055734676,9346.745478923649,6329.799500477694,14644.442141477753,11627.4961630318,14166.41386885327,11149.467890407313,9397.512768147111,6380.566789701155
