countries,Year,GrDP (Territorial & Low GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Low GHG with VSL) scenario [Million Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Central GHG with VSL) scenario [Million Euro],GrDP (Territorial & High GHG with VOLY) scenario [Million Euro],GrDP (Territorial & High GHG with VSL) scenario [Million Euro],GrDP (Residential & Low GHG with VOLY) scenario [Million Euro],GrDP (Residential & Low GHG with VSL) scenario [Million Euro],GrDP (Residential & Central GHG with VOLY) scenario [Million Euro],GrDP (Residential & Central GHG with VSL) scenario [Million Euro],GrDP (Residential & High GHG with VOLY) scenario [Million Euro],GrDP (Residential & High GHG with VSL) scenario [Million Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Low GHG with VSL) scenario [Million Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Central GHG with VSL) scenario [Million Euro],GrDP (Footprint & High GHG with VOLY) scenario [Million Euro],GrDP (Footprint & High GHG with VSL) scenario [Million Euro]
Ireland,2012,167654.415978,161976.924879,164906.518098,159229.026999,137492.96543799998,131815.474339,167445.25928928,161767.76819028,164557.9236168,158880.4325178,135753.31297944,130075.82188044,166908.24728928,161230.75619028,163662.9036168,157985.4125178,131286.73697944,125609.24588044
Italy,2012,1483853.8998409999,1220782.016897,1464238.387841,1201166.504897,1268550.303841,1005478.420897,1481310.4135159699,1218238.53057197,1459999.2439659499,1196927.36102195,1247394.95726456,984323.0743205601,1473488.35241597,1210416.4694719699,1446962.47546595,1183890.59252195,1182335.27446456,919263.39152056
Lithuania,2012,31528.271291999998,28927.671564999997,31069.488491999997,28468.888764999996,26492.583892,23891.984164999998,30741.638872559997,28141.039145559997,29758.434459599997,27157.834732599997,19949.79995888,17349.20023188,30288.668872559996,27688.06914556,29003.484459599997,26402.884732599996,16182.23995888,13581.64023188
Latvia,2012,19817.342333,15962.289831,19518.799193,15663.746691,16540.475963,12685.423461,19487.75061068,15632.69810868,18969.4796558,15114.4271538,13799.10989164,9944.05738964,19122.84831068,15267.79580868,18361.3091558,14506.2566538,10764.04949164,6908.99698964
Malta,2012,6951.928951,6595.322098,6820.700371,6464.093518,5511.539061,5154.932208,6937.34960125,6580.74274825,6796.40145475,6439.79460175,5390.275898,5033.669045000001,6607.55090125,6250.94404825,6246.73695475,5890.13010175,2647.188298,2290.581445
Netherlands,2012,621178.394891,580428.702463,612694.405391,571944.7129629999,528056.510141,487306.817713,620318.62688036,579568.93445236,611261.4587066,570511.7662786,520905.42383027996,480155.73140228004,618815.13188036,578065.43945236,608755.6337065999,568005.9412786,508400.16383028,467650.47140228003
Norway,2012,394106.3262827059,389233.5238527059,392751.4629827059,387878.6605527059,379235.0886327059,374362.2862027059,391786.5657410059,386913.7633110059,388885.1954132059,384012.3929832059,359940.57238110586,355067.7699511059,391537.5456410059,386664.7432110059,388470.16191320587,383597.3594832059,357869.3575811059,352996.55515110586
Poland,2012,297960.832019,192359.87123000002,282855.830219,177254.86943000002,132165.45511900002,26564.494330000016,295005.36082781,189404.40003881004,277930.04490035004,172329.08411135004,107583.44076688006,1982.4799778800225,295091.32432781,189490.36353881002,278073.31740035,172472.35661135003,108298.43876688002,2697.477977880044
Portugal,2012,153986.189629,131996.775134,151253.93254900002,129264.51805400001,123996.415489,102007.000994,153717.06827713002,131727.65378213002,150805.39696255,128815.98246755001,121758.00932424,99768.59482924001,153586.11647713,131596.70198213,150587.14396255,128597.72946755,120668.82292424001,98679.40842924001
Romania,2012,104952.79302299999,44588.659698999996,101139.95868299999,40775.825358999995,63102.39705299999,2738.2637289999984,102368.14176338998,42004.00843938999,96832.20658365,36468.07325964999,41604.662766719994,-18759.47055728,102255.13236338999,41890.99903938999,96643.85758365,36279.724259649985,40664.71156672,-19699.42175728001
Sweden,2012,426939.88109,421957.82879099995,426693.89590999996,421711.843611,424239.90089999995,419257.848601,423535.00077347,418552.94847447,421019.09538245,416037.04308345,395919.94398155995,390937.89168256,421594.72677347,416612.67447446997,417785.30538245,412803.25308344996,379781.79198155995,374799.73968256
Slovenia,2012,30297.610307000003,19113.153783000005,29790.406967000003,18605.950443000005,24730.449837000004,13545.993313000003,29942.195147390004,18757.738623390003,29198.04836765,18013.591843650007,21774.298350720004,10589.841826720007,29744.879147390006,18560.422623390004,28869.188367650004,17684.731843650006,20133.130350720006,8948.673826720005
Slovakia,2012,63698.488229,48997.48982,62193.351029000005,47492.352620000005,47177.815629000004,32476.817220000004,63276.67579565,48575.67738665,61490.33030675,46789.33189775,43669.4074532,28968.4090442,62807.78569565,48106.787286650004,60708.84680675001,46007.84839775,39769.432653200005,25068.434244200005
Belgium,2013,366225.749234,325599.140163,361202.558054,320575.948983,311090.246044,270463.636973,366055.89950339,325429.29043239,360919.47516965,320292.86609865003,309677.52764972,269050.91857872,359300.00630339,318673.39723239,349659.65316965,309033.04409865,253485.65404972,212859.04497872002
Bulgaria,2013,26484.207766,1744.750479000002,24483.274006,-256.1832809999978,4521.577685999997,-20217.879601,25980.686251629995,1241.2289646299978,23644.071482049996,-1095.3858049499977,333.55747123999754,-24405.89981576,26257.672051629997,1518.2147646299927,24105.714482049996,-633.7428049500013,2637.375871239994,-22102.081415760003
Cyprus,2013,17184.219118,16860.461733,16861.205098,16537.447712999998,13638.755708,13314.998323,17158.12057861,16834.36319361,16817.70753235,16493.95014735,13421.682142279999,13097.92475728,17163.70590661,16839.94852161,16827.01641235,16503.25902735,13468.13788628,13144.38050128
Czechia,2013,133336.129204,95330.252373,128170.224124,90164.347293,76634.17106400001,38628.29423300001,133512.09910804,95506.22227704001,128463.5072974,90457.63046639999,78097.79375792001,40091.91692692001,133374.39370804,95368.51687704,128233.9982974,90228.1214664,76952.43455792,38946.55772692
Germany,2013,2664784.319596,2463053.960473,2626258.029556,2424527.670433,2241912.421776,2040182.062653,2659588.31092507,2457857.9518020703,2617598.01510445,2415867.65598145,2198694.82584636,1996964.4667233601,2653582.38232507,2451852.02320207,2607588.1341044502,2405857.7749814503,2148740.75304636,1947010.3939233602
Denmark,2013,251152.476047,243981.466599,248725.233887,241554.224439,224510.60376700002,217339.59431900003,248927.06600000002,241756.05655200002,245016.217142,237845.207694,206000.844011,198829.834563,248263.046,241092.036552,243909.51714200003,236738.50769400003,200477.88401100002,193306.87456300002
Estonia,2013,16835.905628,15932.339563,16031.047027999999,15127.480963,8001.624328,7098.058262999999,16500.94025453,15597.374189529999,15472.77140555,14569.205340549997,5215.563126439998,4311.997061439999,16657.350354529997,15753.784289529998,15733.45490555,14829.88884055,6516.497926439999,5612.931861439998
Greece,2013,163489.156503,143560.64771599998,159237.07734299998,139308.568556,116817.525723,96889.016936,162927.70750797,142999.19872097,158301.32901795,138372.82023095,112147.69598656,92219.18719956,164083.72600797,144155.21722097,160228.02651795,140299.51773095,121762.83398656,101834.32519956
Spain,2013,958507.683198,871258.794763,946739.683038,859490.794603,829339.871918,742090.983483,955448.8771092,868199.9886742,941641.67289,854392.784455,803898.3736556,716649.4852205999,953955.7204092001,866706.8319742,939153.07839,851904.1899550001,791479.1020556,704230.2136206
Finland,2013,198881.990794,194420.852062,197097.511174,192636.372442,179295.202584,174834.063852,197372.41235398,192911.27362198,194581.5471073,190120.4083753,166739.34381304,162278.20508104,196441.10855398,191979.96982198,193029.3741073,188568.2353753,158993.26141304,154532.12268104
France,2013,2014049.008073,1857273.845149,1995671.893793,1838896.730869,1812338.301333,1655563.138409,2009049.81060386,1852274.64767986,1987339.8980111,1830564.7350871,1770757.67476428,1613982.5118402801,2002239.68070386,1845464.51777986,1975989.6815111,1819214.5185870999,1714114.68956428,1557339.5266402801
Croatia,2013,37285.255188,23345.672520000004,36498.076068,22558.493400000003,28645.027228000003,14705.444560000004,36876.02142222,22936.438754220002,35816.019791700004,21876.437123700005,25241.241620560002,11301.658952560007,36554.47572222,22614.893054220003,35280.1102917,21340.527623700003,22566.798020560003,8627.21535256
Hungary,2013,84403.369742,52780.306008,82110.659042,50487.595307999996,59238.140392,27615.076658000005,83843.36846177,52220.30472777,81177.32357495,49554.25984095,54580.35196596,22957.28823195999,82774.03796177,51150.97422777,79395.10607494999,47772.04234095,45686.23796596,14063.174231959987
Ireland,2013,171629.430644,165891.68071400002,168857.377304,163119.627374,141202.84517400002,135465.095244,171445.22682959,165707.47689959,168550.37094665001,162812.62101665,139670.73725732003,133932.98732732,170864.20302959002,165126.45309959,167581.99794665002,161844.24801665,134838.09485732001,129100.34492732002
Italy,2013,1480629.266139,1229289.615279,1463189.086179,1211849.435319,1289202.528959,1037862.8780990001,1477083.77253147,1225744.12167147,1457279.93016645,1205940.2793064502,1259713.02657256,1008373.3757125601,1469454.68043147,1218115.02957147,1444564.77666645,1193225.1258064501,1196258.35577256,944918.7049125602
Lithuania,2013,33170.914647,30516.129188,32734.060047,30079.274588,28375.915347000002,25721.129888000003,32426.3096775,29771.524218500002,31493.0517645,28838.2663055,22182.693060999998,19527.907602,31926.0644775,29271.2790185,30659.3097645,28004.5243055,18021.923461000002,15367.138002
Latvia,2013,20600.759937,17014.269566,20251.532876999998,16665.042505999998,16767.577207,13181.086836,20357.77756611,16771.287195110002,19846.56225885,16260.071887850001,14746.58097928,11160.090608280001,20019.26596611,16432.775595109997,19282.37625885,15695.88588785,11931.024179279999,8344.533808279999
Malta,2013,7579.078386,7276.007739000001,7461.581286000001,7158.510639,6289.407836,5986.337189,7563.7697003700005,7260.69905337,7436.06680995,7132.99616295,6162.07845076,5859.007803760001,7304.83340037,7001.762753370001,7004.50630995,6701.43566295,4008.3860507600007,3705.3154037600007
Netherlands,2013,629452.81277,590240.798276,621001.37579,581789.361296,536688.23068,497476.21618600003,628516.90020437,589304.88571037,619441.52151395,580229.50701995,528903.8150547601,489691.80056076,626969.81550437,587757.80101037,616863.04701395,577651.0325199501,516035.99945476,476823.98496076
Norway,2013,391062.4970614706,386468.8428304706,389719.52606147056,385125.87183047057,376321.7915614706,371728.1373304706,388714.0319589206,384120.3777279206,385805.41755722056,381211.76332622056,356788.5262640706,352194.8720330706,388441.02145892056,383847.36722792056,385350.4000572206,380756.7458262206,354517.7722640706,349924.1180330706
Poland,2013,303790.73473,202197.35907400004,288948.60547,187355.22981400002,140880.69690000004,39287.32124400005,300710.57114098,199117.19548498,283814.9994883,182221.6238323,115261.55847704003,13668.182821040042,301391.17904098,199797.80338498,284949.34598830005,183355.97033230003,120922.48767703999,19329.112021039997
Portugal,2013,156720.18414099998,135931.84998499998,154020.237661,133231.903505,127085.057301,106296.723145,156531.87189814,135743.53774214,153706.3839229,132918.0497669,125518.77769371998,104730.44353772,156426.98319814,135638.64904214,153531.56942289998,132743.23526689998,124646.37009371999,103858.03593772
Romania,2013,111652.060237,56226.04539299999,108344.444737,52918.42989299999,75347.042487,19921.027642999994,109043.06557327,53617.050729270006,103996.12029744999,48570.10545345,53646.83290296,-1779.1819410399767,109021.65565326999,53595.64080927,103960.43709744999,48534.42225345,53468.75674296,-1957.2581010399736
Sweden,2013,438751.255987,433825.423564,438498.521827,433572.689404,435977.197707,431051.365284,435449.05973839003,430523.22731539,432994.86141265003,428069.02898965,408511.31144872,403585.47902572004,433627.32023839,428701.48781539,429958.62891265,425032.79648965003,393359.06544872,388433.23302572
Slovenia,2013,30548.316182000002,19628.709520000004,29999.179622000003,19079.572960000005,24520.888702000004,13601.282040000006,30281.118257930004,19361.511595930006,29553.849748550005,18634.243086550003,22298.48057164,11378.873909640002,30095.721857930002,19176.115195930004,29244.855748550002,18325.249086550004,20756.453371640004,9836.846709640002
Slovakia,2013,65063.30089300001,51346.92753,63603.945793000006,49887.57243,49045.141343,35328.767980000004,64593.15349066,50876.78012766001,62820.36678910001,49103.9934261,45134.70898068001,31418.335617680008,64108.94179066,50392.56842766001,62013.347289100006,48296.97392610001,41107.29738068001,27390.92401768001
Belgium,2014,378469.61957,341590.75799,373682.80691,336803.94533,325928.65203999996,289049.79046,378309.61183862,341430.75025862,373416.12735769997,336537.2657777,324597.79408376,287718.93250376,371054.63893862,334175.77735861996,361324.5058577,324445.6442777,264254.84488376,227375.98330376
Bulgaria,2014,29310.129801999996,4235.592952999999,27233.742621999998,2159.2057730000015,6519.308612000001,-18555.228237000003,28719.468900189997,3644.9320511900005,26249.30778565,1174.7709366499985,1606.5100001200044,-23468.026848879992,29115.48060019,4040.9437511900032,26909.327285649997,1834.7904366500006,4900.321600119998,-20174.21524888
Cyprus,2014,16566.966281,16215.515946,16228.390001,15876.939665999998,12850.688541,12499.238205999998,16546.1906261,16194.740291099999,16193.7639095,15842.3135745,12677.8878558,12326.437520799998,16537.9445561,16186.4942211,16180.0204595,15828.5701245,12609.301495799999,12257.851160799999
Czechia,2014,132464.278685,95826.956209,127387.37034499999,90750.04786899999,76739.165715,40101.843238999994,132613.20181459998,95975.87933859999,127635.57556099999,90998.25308499999,77977.8279358,41340.5054598,132710.6250146,96073.3025386,127797.947561,91160.62508499999,78788.1415358,42150.81905979999
Germany,2014,2785558.624032,2590074.818841,2748414.028152,2552930.222961,2377852.464492,2182368.659301,2781691.83023169,2586208.02504069,2741969.37181815,2546485.56662715,2345690.5605021203,2150206.7553111203,2774673.0065316902,2579189.2013406903,2730271.33231815,2534787.52712715,2287311.77290212,2091827.96771112
Denmark,2014,258564.499223,251786.383451,256283.775323,249505.659551,233530.839273,226752.723501,256513.86799574,249735.75222374,252866.0566109,246087.9408389,216474.79541452002,209696.67964252,255670.29799574,248892.18222374,251460.1066109,244681.9908389,209458.43541452,202680.31964252001
Estonia,2014,17896.477393,17053.761420000003,17023.690933,16180.974960000001,8316.606963000002,7473.890990000002,17721.72641548,16879.01044248,16732.4393038,15889.723330800001,6863.122642040002,6020.406669040003,17816.86271548,16974.14674248,16890.9998038,16048.283830800001,7654.415042040002,6811.699069040002
Greece,2014,160960.807074,141272.596223,156793.156314,137104.945463,115215.878494,95527.66764300001,160466.40183666,140778.19098566,155969.1475851,136280.9367341,111103.68255168,91415.47170067999,161669.67663666,141981.46578566,157974.6055851,138286.3947341,121111.87295168,101423.66210068
Spain,2014,972364.4218220001,889262.414597,960612.642902,877510.635677,843374.657962,760272.6507369999,969119.4693812,886017.4621562001,955204.388834,872102.381609,816384.8948035999,733282.8875786,967428.6879811999,884326.6807562,952386.4198340001,869284.412609,802321.8876036,719219.8803786
Finland,2014,201765.180362,197446.828347,200176.951202,195858.599187,184332.474582,180014.122567,200237.90735831,195919.55534331,197631.49619585,193313.14418085,171629.44197988,167311.08996488,199366.70555831,195048.35354331,196179.49319585,191861.14118085,164383.25557988,160064.90356488002
France,2014,2056270.657291,1916381.035422,2039053.154191,1899163.532322,1867288.063741,1727398.441872,2051658.26986282,1911768.64799382,2031365.8418107,1891476.2199417,1828924.71433836,1689035.09246936,2044881.01966282,1904991.3977938201,2020070.4248107001,1880180.8029417,1772555.20473836,1632665.58286936
Croatia,2014,37417.142630999995,24829.185288999997,36654.796430999995,24066.839088999997,29049.485531,16461.528188999997,37017.171718679994,24429.21437668,35988.178243799994,23400.220901799996,25722.743339639997,13134.78599764,36925.95401868,24337.99667668,35836.1487438,23248.1914018,24964.043739639998,12376.08639764
Hungary,2014,89569.664254,60521.78015200001,87306.255274,58258.37117200001,64726.056164,35678.17206200001,88916.12889355,59868.24479155001,86217.02967325,57169.14557125,59290.301737400005,30242.417635399994,88028.35179355,58980.46769155001,84737.40117325001,55689.517071250004,51906.2509374,22858.366835399996
Ireland,2014,188087.268637,182748.823914,185355.266077,180016.82135399999,158100.288157,152761.84343399998,187852.13972515,182513.69500215,184963.38455724998,179624.93983425,156144.61276319998,150806.1680402,187203.76262515,181865.31790214998,183882.75605725,178544.31133425,150751.7619632,145413.3172402
Italy,2014,1504132.895435,1272322.7678900003,1487606.5413950002,1255796.4138500001,1322736.4856150001,1090926.35807,1500644.61804254,1268834.4904975402,1481792.7457409,1249982.6181959002,1293722.87682692,1061912.74928192,1492965.3401425402,1261155.21259754,1468993.9492409,1237183.8216959,1229850.78762692,998040.6600819201
Lithuania,2014,34644.584358,31927.952248,34178.234418,31461.602308,29525.838588000002,26809.206478000004,33933.23762148,31216.605511480004,32992.656523800004,30276.024413800005,23609.240335040005,20892.608225040007,33404.188821480006,30687.556711480003,32110.908523800004,29394.276413800006,19208.897935040004,16492.265825040005
Latvia,2014,21214.080921,17680.506209,20704.313480999997,17170.738769,15618.776401,12085.201689,21203.66001288,17670.08530088,20686.9453008,17153.3705888,15532.100911239999,11998.52619924,20907.49071288,17373.91600088,20193.3298008,16659.755088799997,13068.72451124,9535.14979924
Malta,2014,8378.211725000001,8061.926745000001,8260.484465,7944.199485,7086.014895,6769.729915,8361.8603963,8045.5754163,8233.232250500001,7916.947270500001,6950.013367400001,6633.7283874,8031.2930963,7715.0081163,7682.2867505,7366.001770500001,4200.5329674,3884.2479874
Netherlands,2014,642016.191658,604628.077148,633913.078318,596524.963808,553074.876188,515686.761678,640944.63898924,603556.52447924,632127.1572034,594739.0426934,544162.27938752,506774.16487752,640109.69998924,602721.58547924,630735.5922034,593347.4776934,537217.70738752,499829.59287752
Norway,2014,373678.9038497647,369254.29894076474,372165.2129297647,367740.6080207647,357064.34398976475,352639.7390807647,371630.32729127473,367205.72238227475,368750.91866561474,364326.31375661475,340025.38975724473,335600.78484824474,371409.78319127474,366985.17828227475,368383.34516561474,363958.74025661475,338191.0229572447,333766.4180482447
Poland,2014,325045.231101,229353.212409,310425.695961,214733.677269,164578.42873100002,68886.41003900004,322347.82010031,226655.80140831,305930.01095985004,210237.99226785,142142.81977288,46450.801080880046,322855.19060031,227163.17190831,306775.62845985,211083.60976785002,146362.85377288001,50670.83508088003
Portugal,2014,159853.217142,139655.64914000002,157372.47622200003,137174.90822,132624.132282,112426.56428000002,159344.71691655,139147.14891455002,156524.97584625002,136327.40784425,128394.70183540002,108197.1338334,159280.42541655002,139082.85741455,156417.82334625002,136220.25534425,127859.9598354,107662.3918334
Romania,2014,120582.78220399999,66485.908712,117768.371864,63671.498372,89691.278234,35594.404742,117256.52850700999,63159.655015009994,112224.61570234998,58127.74221035,62025.29510347999,7928.421611479978,117099.02220700998,63002.148715009986,111962.10520235,57865.23171035001,60715.24270347999,6618.369211479992
Sweden,2014,435896.692854,431258.674131,435652.90259400004,431014.883871,433220.80452400004,428582.785801,432673.62207090005,428035.60334790003,430281.1179555,425643.0992325,406413.04118520004,401775.0224622,430803.65607090003,426165.6373479,427164.50795550004,422526.4892325,390859.6731852,386221.6544622
Slovenia,2014,32040.342665000004,22486.168721000002,31308.066365000002,21753.892421000004,24002.738515000005,14448.564571000003,32149.803002210003,22595.629058210005,31490.500260350003,21936.32631635,24913.17052608,15358.996582080006,31896.914702210004,22342.740758210002,31069.019760350006,21514.845816350004,22809.782126080005,13255.608182080006
Slovakia,2014,68201.972751,57006.050361,66733.766571,55537.844181,52086.662061,40890.739671,67870.23470373,56674.31231373,66180.86982555,54984.94743555,49327.444017040005,38131.521627040005,67495.85090373,56299.92851373,65556.89682555001,54360.97443555,46213.52161704,35017.59922704
Belgium,2015,391109.902935,353378.732082,386148.26863500004,348417.097782,336650.05978500005,298918.88893200003,390990.50073789,353259.32988489,385949.26497315004,348218.09412015,335656.93674872,297925.76589572005,384235.13043789,346503.95958489005,374690.31447315,336959.14362015005,279469.41234872,241738.24149572002
Bulgaria,2015,32092.461127000002,7405.370499000004,29874.664987000004,5187.574359000006,7749.508257000001,-16937.582370999997,31521.035685070005,6833.945057070006,28922.289250450005,4235.19862245,2996.6998193600084,-21690.39080863999,31999.804185070003,7312.713557070005,29720.236750450007,5033.146122450002,6978.837819360007,-17708.25280863999
Cyprus,2015,17085.476002,16786.015112,16744.628782,16445.167892,13344.271992000002,13044.811102,17075.061570280002,16775.60068028,16727.271395800002,16427.8105058,13257.650369440002,12958.18947944,17092.714800280002,16793.25391028,16756.6934458,16457.2325558,13404.48040944,13105.01951944
Czechia,2015,145765.8084,112548.44921600001,140627.18484,107409.82565600002,89363.29742000002,56145.938236000016,145994.76125427,112777.40207027002,141008.77293045,107791.41374645001,91267.60369996002,58050.24451596002,146029.12397427,112811.76479027001,141066.04413045,107848.68494645001,91553.41425996002,58336.05507596003
Germany,2015,2884915.205266,2691599.940876,2847724.781086,2654409.516696,2476706.025576,2283390.761186,2880263.77438918,2686948.50999918,2839972.3962913,2646657.1319013,2438017.93383864,2244702.66944864,2874254.89108918,2680939.62669918,2829957.5907913,2636642.3264013,2388039.28543864,2194724.02104864
Denmark,2015,266103.132958,259413.95122599998,263981.824678,257292.64294599998,242819.24921799998,236130.06748599999,263811.54764863,257122.36591663,260162.51582904998,253473.33409704998,223759.07934323998,217069.89761123998,262931.05964863,256241.87791662998,258695.03582904997,252005.85409704997,216435.65534323998,209746.47361123998
Estonia,2015,18797.145058000002,18078.069741000003,18075.220918000003,17356.145601,10873.168188000001,10154.092871000003,18593.29776736,17874.22245036,17735.4754336,17016.4001166,9177.67643728,8458.60112028,18456.76416736,17737.688850360002,17507.9194336,16788.8441166,8042.06363728,7322.988320280001
Greece,2015,161899.787198,143151.17922,158047.882358,139299.27438,119620.545978,100871.938,161067.73446424998,142319.12648625,156661.12780175,137912.51982375,112699.98038299999,93951.372405,162267.46236425,143518.85438625,158660.67430175,139912.06632375,122678.669583,103930.061605
Spain,2015,1015064.468943,927279.16211,1002923.743563,915138.43673,881805.554653,794020.2478199999,1011620.58365634,923835.27682334,997183.9347519,909398.6279189,853161.1754433201,765375.86861032,1010933.95295634,923148.64612334,996039.5502519,908254.2434189001,847450.15184332,759664.84501032
Finland,2015,206458.458854,202472.716928,204847.144814,200861.402888,188772.369034,184786.627108,205175.08005611,201189.33813011,202708.18015085,198722.43822485,178097.91681028,174112.17488428002,204486.06165611,200500.31973011,201559.81615085,197574.07422485,172367.03361028,168381.29168428
France,2015,2105091.956547,1966146.172192,2087557.673487,1948611.889132,1912632.3258170001,1773686.541462,2100800.03157477,1961854.24721977,2080404.46519995,1941458.68084495,1876934.41017496,1737988.6258199601,2095063.84377477,1956118.05941977,2070844.15219995,1931898.36784495,1829223.89577496,1690278.11141996
Croatia,2015,38569.739356,25805.241979,37775.408056,25010.910678999997,29851.007705999997,17086.510328999997,38186.371657719996,25421.87428072,37136.4618922,24371.964515199998,26662.36208856,13897.86471156,37955.747557719995,25191.25018072,36752.0883922,23987.5910152,24744.15528856,11979.657911560003
Hungary,2015,95606.17570600001,65893.20120400001,93232.612906,63519.638404000005,69553.498306,39840.523804,94895.31596011,65182.34145811,92047.84666285,62334.87216085,63640.950578280004,33927.97607628,94104.26276011,64391.288258110006,90729.42466285,61016.45016085,57061.39697828,27348.42247628
Ireland,2015,255885.427206,250474.854168,253030.122726,247619.549688,224545.06136599998,219134.488328,255655.5502419,250244.9772039,252646.9944525,247236.4214145,222633.0688392,217222.49580119998,255172.0378419,249761.4648039,251841.1404525,246430.5674145,218611.47363919998,213200.9006012
Italy,2015,1528491.078521,1287729.466025,1511616.668381,1270855.0558850002,1343274.338651,1102512.726155,1524905.47041317,1284143.85791717,1505640.65486795,1264879.04237195,1313451.1855001599,1072689.57300416,1519082.4938131701,1278320.8813171699,1495935.69386795,1255174.08137195,1265018.8087001601,1024257.19620416
Lithuania,2015,35257.809536,32352.379004,34743.871075999996,31838.440543999997,29616.723105999998,26711.292574,34576.33806854,31670.90753654,33608.0852969,30702.6547649,23948.611217919995,21043.180685919997,34112.645468539995,31207.214936539996,32835.2642969,29929.833764899995,20091.866417919995,17186.435885919997
Latvia,2015,22339.99453,19072.189932999998,21881.324709999997,18613.520113,17305.54722,14037.742622999998,22240.507192959998,18972.70259596,21715.5124816,18447.7078846,16478.06524208,13210.26064508,21944.016592959997,18676.21199596,21221.361481599997,17953.5568846,14012.016442080001,10744.21184508
Malta,2015,9699.219022000001,9446.746196,9609.954322000001,9357.481496,8719.432672,8466.959846000002,9683.28111379,9430.808287790001,9583.391141650001,9330.91831565,8586.86975292,8334.39692692,9257.275113790001,9004.80228779,8873.381141650001,8620.908315650002,5043.581752920001,4791.108926920001
Netherlands,2015,659984.540719,622521.136233,651589.750399,614126.3459129999,567841.723159,530378.318673,658905.0891297699,621441.68464377,649790.66441695,612327.25993095,558863.42740096,521400.02291496,658562.31242977,621098.90794377,649219.36991695,611755.96543095,556012.39580096,518548.99131496
Norway,2015,344515.64452505886,340193.48420805886,342780.6997050588,338458.5393880588,325472.55971505883,321150.3993980588,342358.9449272088,338036.7846102088,339186.20037530886,334864.04005830886,307534.29639325885,303212.13607625884,342049.07312720886,337726.91281020886,338669.7473753088,334347.5870583088,304956.9499932588,300634.7896762588
Poland,2015,348683.64150699996,254239.71464,333782.122987,239338.19611999998,185121.73584699997,90677.80897999997,346237.44677623,251793.51990922997,329705.13176905,235261.20490204997,164775.60824503994,70331.68137804,346342.70087622997,251898.77400922996,329880.55526904995,235436.62840204997,165651.05504503998,71207.12817803997
Portugal,2015,166149.06878300002,145914.424527,163438.37198300002,143203.72772700002,136395.94438300002,116161.30012700002,165732.58802012002,145497.94376412002,162744.23737820002,142509.5931222,132931.88216476,112697.23790876001,165751.03253012002,145516.38827412002,162774.97822820002,142540.3339722,133085.29364476,112850.64938876001
Romania,2015,131421.045933,79912.393296,128615.36067299999,77106.708036,100625.310103,49116.65746599999,128140.10625987,76631.45362286999,123147.12788444999,71638.47524744998,73336.22456775999,21827.571930759994,128047.95615987,76539.30352286999,122993.54438444998,71484.89174744999,72569.76976776,21061.117130760016
Sweden,2015,452765.236732,448293.349682,452465.13413200004,447993.247082,449471.253432,444999.36638200004,449595.11013271,445123.22308271,447181.58979985,442709.70274985,423103.85124108003,418631.96419108,447840.61683271,443368.72978271,444257.43429985,439785.54724985,408510.92284108,404039.03579108004
Slovenia,2015,33222.404164,23631.089791,32478.125944,22886.811571,25053.064654,15461.750281,33314.0057041,23722.6913311,32630.7951775,23039.4808045,25814.9568288,16223.6424558,33065.7668041,23474.4524311,32217.0636775,22625.7493045,23750.239628799998,14158.925255799997
Slovakia,2015,70793.550126,57268.675738000005,69316.406346,55791.531958,54580.138636,41055.264248,70428.27712014,56903.40273214,68707.61800290001,55182.7436149,51541.994904720006,38017.12051672,70061.59822014,56536.72383214,68096.4865029,54571.6121149,48492.157704720004,34967.28331672
Belgium,2016,405098.500014,368754.497193,400199.152134,363855.149313,351322.324474,314978.32165299996,404920.83736674,368576.83454574,399903.0477219,363559.0449009,349844.62245552,313500.61963452003,398084.71996674,361740.71714574,388509.5187219,352165.5159009,292985.48725551995,256641.48443451998
Bulgaria,2016,36628.293376,15081.668403000003,34597.198575999995,13050.573602999997,14334.609976,-7212.014996999998,35928.45711622,14381.832143220003,33430.8048097,11884.179836699994,8513.749656560001,-13032.875316440004,36293.416116219996,14746.791143219998,34039.0698097,12492.4448367,11549.28165656,-9997.343316440005
Cyprus,2016,18081.138099,17751.33008,17716.958619,17387.1506,14083.834759,13754.02674,18075.33066576,17745.52264676,17707.2795636,17377.4715446,14035.53166348,13705.72364448,18107.19606576,17777.38804676,17760.388563599998,17430.580544599998,14300.57086348,13970.76284448
Czechia,2016,154262.140832,122421.766636,149021.770592,117181.396396,96742.838912,64902.464716,154490.72568374,122650.35148774,149402.7453449,117562.37114890001,98644.08434552001,66803.71014952,154555.14318374,122714.76898774001,149510.1078449,117669.7336489,99179.87434552,67339.50014952001
Germany,2016,2996507.755403,2810413.211408,2959344.794603,2773250.250608,2588600.019003,2402505.475008,2992049.7251543,2805955.1811593,2951914.7441885,2765820.2001935,2551520.5293154,2365425.9853204,2985278.3276543,2799183.7836593,2940629.0816885,2754534.5376935,2495199.6993154,2309105.1553204
