countries,Year,GrDP (Territorial & Low GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Low GHG with VSL) scenario [Million Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Million Euro],GrDP (Territorial & Central GHG with VSL) scenario [Million Euro],GrDP (Territorial & High GHG with VOLY) scenario [Million Euro],GrDP (Territorial & High GHG with VSL) scenario [Million Euro],GrDP (Residential & Low GHG with VOLY) scenario [Million Euro],GrDP (Residential & Low GHG with VSL) scenario [Million Euro],GrDP (Residential & Central GHG with VOLY) scenario [Million Euro],GrDP (Residential & Central GHG with VSL) scenario [Million Euro],GrDP (Residential & High GHG with VOLY) scenario [Million Euro],GrDP (Residential & High GHG with VSL) scenario [Million Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Low GHG with VSL) scenario [Million Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Million Euro],GrDP (Footprint & Central GHG with VSL) scenario [Million Euro],GrDP (Footprint & High GHG with VOLY) scenario [Million Euro],GrDP (Footprint & High GHG with VSL) scenario [Million Euro]
Luxembourg,2000,20759.950217999998,17139.754063,20381.099718,16760.903563,16601.614968,12981.418813,,,,,,,,,,,,
Austria,2001,204478.121657,177720.119772,202164.45043700002,175406.44855200002,179082.825647,152324.823762,,,,,,,,,,,,
Switzerland,2001,305571.34343158675,284149.0663515867,303272.02487158676,281849.74779158673,280333.58495158673,258911.30787158673,305220.88632913673,283798.60924913676,302687.9297008368,281265.65262083674,277418.67190898675,255996.39482898675,301303.21242913674,279880.9353491367,296158.47320083674,274736.1961208368,244833.57470898674,223411.29762898677
Luxembourg,2001,21526.090822000002,17694.247617,21125.247442,17293.404237000002,17126.357532,13294.514327000003,,,,,,,,,,,,
Austria,2002,209502.005661,182757.94030000002,206432.512101,179688.44674,175810.65968100002,149066.59432000003,,,,,,,,,,,,
Switzerland,2002,314866.0249315683,294589.6687455683,312706.3362115683,292429.98002556834,291160.8701715683,270884.5139855683,314418.3485078283,294141.9923218283,311960.2088386683,291683.8526526683,287437.3392820483,267160.9830960483,311007.5285078283,290731.1723218283,306275.5088386683,285999.1526526683,259067.9792820483,238791.6230960483
Luxembourg,2002,22668.085802999998,18970.267204,22234.130042999997,18536.311444,17904.904723,14207.086124,,,,,,,,,,,,
Austria,2003,214198.672732,186960.46838099998,210992.611552,183754.407201,179008.334542,151770.130191,,,,,,,,,,,,
Switzerland,2003,306897.4058804488,286850.9703804488,304692.1820204488,284645.7465204488,282692.4487504488,262646.0132504488,306493.1686553788,286446.7331553788,304018.4533119988,283972.0178119988,279330.2216720888,259283.7861720888,303298.8292553788,283252.3937553788,298694.55431199877,278648.1188119988,252761.4304720888,232714.99497208878
Luxembourg,2003,23749.676601,19892.895213,23295.931701,19439.150313,18769.286151,14912.504762999999,,,,,,,,,,,,
Austria,2004,225418.484935,198753.10448799998,222520.37153499998,195854.99108799998,193608.24023499998,166942.859788,,,,,,,,,,,,
Switzerland,2004,311832.65738826233,292059.1520742623,309606.47090826236,289832.96559426235,287397.61054826237,267624.10523426236,311444.23197312234,291670.72665912233,308959.09521636233,289185.5899023623,284166.89757154236,264393.39225754235,308040.62547312235,288267.12015912234,303286.41771636234,283512.91240236233,255857.53557154234,236084.03025754233
Luxembourg,2004,25467.727447,21241.264236000003,24958.205707,20731.742496000003,19875.119777,15648.656566000001,,,,,,,,,,,,
Austria,2005,236668.971421,209840.49553800002,233553.822181,206725.34629800002,202476.500001,175648.024118,,,,,,,,,,,,
Switzerland,2005,322963.3919405231,303251.4496715231,320722.13124052313,301010.18897152314,298362.8875905231,278650.9453215231,322565.1324427331,302853.1901737331,320058.36541087314,300346.4231418731,295050.38002160314,275338.43775260315,318615.49234273314,298903.5500737331,313475.6319108731,293763.6896418731,262199.4052216031,242487.46295260312
Luxembourg,2005,27513.033402,23220.994492,26991.062862,22699.023952,21783.785332,17491.746422,,,,,,,,,,,,
Austria,2006,250260.47571199998,224041.746877,246854.872952,220636.144117,212879.931132,186661.202297,,,,,,,,,,,,
Switzerland,2006,338746.2181096341,319357.4265436341,336478.2865696341,317089.49500363413,313852.9695396341,294464.1779736341,338398.2076367541,319009.4160707541,335898.2691148341,316509.4775488341,310958.4062413941,291569.61467539414,333853.7719367541,314464.9803707541,328324.2096148341,308935.4180488341,273160.2426413941,253771.4510753941
Luxembourg,2006,31537.082889,27524.879722,31018.823889,27006.620722,25848.573389,21836.370222,,,,,,,,,,,,
Austria,2007,267097.070807,241640.217954,263665.849727,238208.996874,229435.334667,203978.481814,,,,,,,,,,,,
Switzerland,2007,345610.5763249524,326729.0824249524,343378.7173249524,324497.2234249524,321113.26682495244,302231.77292495244,345329.6922260724,326448.1983260724,342910.57716015243,324029.08326015243,318777.0244787124,299895.5305787124,341289.74162607244,322408.24772607244,336177.32616015244,317295.83226015244,285174.8956787124,266293.4017787124
Luxembourg,2007,35211.946043,31593.870266,34714.516943,31096.441166,29752.069493000003,26133.993716000004,,,,,,,,,,,,
Austria,2008,277868.608521,253629.324686,274743.912681,250504.62884600004,243571.351801,219332.06796600003,277232.22307158005,252992.93923658004,273683.2702653,249443.98643030002,238278.24107884002,214038.95724384004,275328.82927158003,251089.54543658003,270510.9472653,246271.66343030002,222446.83867884002,198207.55484384001
Switzerland,2008,374077.0988554203,355194.5235684203,371838.2527354203,352955.6774484203,349503.0973954203,330620.5221084203,373712.02745838027,354829.4521713803,371229.8004070203,352347.2251200203,346466.6305375003,327584.0552505003,369812.9259583803,350930.3506713803,364731.2979070203,345848.7226200203,314036.0085375003,295153.4332505003
Luxembourg,2008,37696.01734,34323.742111,37203.9655,33831.690271,32295.16262,28922.887390999997,37796.09942161,34423.82419261,37370.76896935,33998.49374035,33127.59136228,29755.31613328,37500.86882161,34128.59359261,36878.71796935,33506.44274035,30672.02256228,27299.74733328
Austria,2009,272993.624372,250281.503587,269965.922492,247253.801707,239760.991832,217048.871047,272621.73757826,249909.61679326,269346.1111691,246633.9903841,236667.83818248,213955.71739747998,270858.98497826,248146.86419326,266408.1901691,243696.0693841,222006.21338248,199294.09259748
Switzerland,2009,387059.15543270187,369191.8261117019,384929.09225270187,367061.7629317019,363679.1762427019,345811.8469217019,386635.7945318019,368768.46521080186,384223.49075120187,366356.1614302019,360157.8887495019,342290.5594285019,382832.9444318019,364965.6151108019,377885.40725120186,360018.0779302019,328527.8339495019,310660.5046285019
Luxembourg,2009,36924.266316999994,33821.894708,36455.499697,33353.128088,31778.994606999997,28676.622998,36993.0992413,33890.7276323,36570.221237499994,33467.8496285,32351.5097234,29249.138114399997,37069.37334129999,33967.0017323,36697.344737499996,33594.973128499994,32985.916523399996,29883.544914399998
Austria,2010,281158.399658,258204.25900799996,278431.163678,255477.02302799997,251223.73806799998,228269.597418,280073.13336974,257118.99271973997,276622.38653089997,253668.24588089998,242197.07878152,219242.93813152,278234.04366974,255279.90301973998,273557.23703089997,250603.09638089998,226900.52318152,203946.38253151998
Switzerland,2010,440195.83222421975,422654.64758621977,437984.54776421975,420443.3631262198,415924.35279421974,398383.16815621976,439787.3445485398,422246.15991053975,437303.7349714198,419762.55033341976,412526.7727615798,394985.58812357974,436268.99614853977,418727.81151053973,431439.82097141974,413898.63633341977,383263.04956157977,365721.86492357973
Luxembourg,2010,40217.816645,37093.385905999996,39715.763345,36591.332605999996,34707.183995,31582.753255999996,40329.36457541,37204.93383641,39901.676562349996,36777.24582335,35634.97947968,32510.54874068,40355.69353541,37231.262796409996,39945.55816235,36821.12742335,35853.96955968,32729.538820679998
Austria,2011,295620.596105,273516.895995,292800.472085,270696.77197500004,264666.37769500003,242562.677585,294833.75336069,272730.05325069,291489.06751115003,269385.36740115,258121.84439312,236018.14428312,292738.99706069,270635.29695069004,287997.80701115,265894.10690115,240698.79199312002,218595.09188312
Switzerland,2011,504219.1400252608,487832.4091142608,502104.4950452608,485717.7641342608,481008.3939352608,464621.6630242608,503876.1966203308,487489.4657093308,501532.9227037108,485146.1917927108,478155.9757736208,461769.24486262084,499908.1479203308,483521.4170093308,494919.5082037108,478532.7772927108,445151.8881736208,428765.1572626208
Luxembourg,2011,42144.856186,39072.987956,41651.679166,38579.810936,36731.651276000004,33659.783046,42293.91959896,39222.05136896,41900.1181876,38828.2499576,37971.48029808,34899.61206808,42226.17569896,39154.30746896,41787.2116876,38715.3434576,37408.02309808,34336.154868080004
Austria,2012,303891.786117,282204.165938,300782.910837,279095.290658,269768.178877,248080.558698,303769.84326219,282082.22308319,300579.67274565,278892.05256665,268753.92402112,247066.30384212,301735.55436219,280047.93418319,297189.19124565,275501.57106665,251833.80682112,230146.18664212
Switzerland,2012,522495.4444820645,506146.68419106456,520389.5917820645,504040.8314910645,499381.20413206454,483032.4438410645,522047.5354383845,505698.77514738456,519643.07670926454,503294.3164182645,495655.7384354245,479306.9781444245,515274.43693838455,498925.67664738453,508354.57920926454,492005.81891826453,439320.7604354245,422972.0001444245
Luxembourg,2012,44419.972377,41468.996334999996,43939.661217,40988.685175,39147.985597,36197.009555,44557.40656641,41606.430524409996,44168.71819935,41217.742157349996,40291.08901368,37340.11297168,44484.35806640999,41533.38202441,44046.97069935,41095.99465735,39683.51101368,36732.53497168
Austria,2013,309211.298826,287731.20812100003,306103.878006,284623.78730100003,275103.656016,253623.565311,309188.27417379,287708.18346879,306065.50358565,284585.41288065,274912.14938492,253432.05867992,307478.91407379,285998.82336879004,303216.57008565,281736.47938065004,260694.61458492,239214.52387992002
Switzerland,2013,520182.45914094406,504049.53176194406,518008.90412094403,501875.97674194403,496325.10523094406,480192.17785194406,519776.45651475404,503643.52913575404,517332.233077294,501199.3056982941,492948.1944988241,476815.2671198241,513617.60171475407,497484.67433575407,507067.47507729405,490934.54769829405,441722.164098824,425589.236719824
Luxembourg,2013,47138.477387,44358.30214,46686.243647,43906.068400000004,42174.673717,39394.49847,47243.95074212,44463.775495120004,46862.0325722,44081.8573252,43051.94416276,40271.768915759996,47163.96594212,44383.79069512,46728.7245722,43948.5493252,42386.67376276,39606.49851576
Austria,2014,319107.35960799997,298356.529599,316207.243228,295456.413219,287275.12981799996,266524.299809,318986.39411629,298235.56410729,316005.63407514995,295254.80406615,286269.00414092,265518.17413192,317025.02141628996,296274.19140729,312736.67957514996,291985.84956615,269955.36454091995,249204.53453191998
Switzerland,2014,537058.7629171942,521725.7070511941,534984.2695171941,519651.2136511941,514288.72821719415,498955.67235119414,536740.0205200041,521406.96465400414,534453.0321885442,519119.9763225441,511637.6009770741,496304.5451110741,530531.8556200041,515198.7997540041,524106.0906885441,508773.03482254414,460001.43577707413,444668.3799110741
Luxembourg,2014,49875.195734,47201.223676,49439.956454,46765.984396,45097.926494,42423.954436,49946.287021820004,47272.314963820005,49558.4419337,46884.4698757,45689.22545936,43015.25340136,49851.32082182,47177.34876382,49400.164933700005,46726.192875700006,44899.34785936,42225.37580136
Austria,2015,330123.734159,309601.05729100003,327086.23661900003,306563.559751,296783.582589,276260.90572100005,330128.2063841,309605.5295161,327093.6903275,306571.01345950004,296820.7801438,276298.1032758,328696.62588410004,308173.9490161,324707.7228275,304185.0459595,284913.6661438,264390.9892758
Switzerland,2015,615095.2221938719,600559.4723248718,613118.1801338719,598582.4302648718,593394.8319638718,578859.0820948719,614611.1897962819,600075.4399272818,612311.4594712219,597775.7096022218,589368.9117045519,574833.1618355518,608082.3422962818,593546.5924272819,601430.0469712218,586894.2971022219,535065.4817045518,520529.73183555185
Luxembourg,2015,52355.204398,49911.290709,51937.528258000006,49493.614569000005,47770.711528,45326.797839000006,52336.83411964,49892.920430640006,51906.9111274,49462.9974384,47617.91746672,45174.003777720005,52232.76441964,49788.850730640006,51733.4616274,49289.54793840001,46752.321866720005,44308.408177720004
Austria,2016,343658.03854,323664.25358899997,340599.2407,320605.455749,310084.09082,290090.30586900003,343703.43618439,323709.65123339,340674.90344065,320681.11848965,310461.68392572,290467.89897472004,342121.08408439,322127.29913339,338037.64994065,318043.86498965,297300.53312572,277306.74817472
Switzerland,2016,611453.0546513494,597225.8156153494,609464.0976113494,595236.8585753494,589621.8833313494,575394.6442953494,610960.0322879493,596732.7932519494,608642.3936723494,594415.1546363494,585521.1893881494,571293.9503521494,603249.9977879494,589022.7587519494,595792.3361723494,581565.0971363494,521393.2833881494,507166.0443521494
Luxembourg,2016,54543.147681999995,52257.193171,54139.548682,51853.594171,50113.168182,47827.213671,54507.440784549995,52221.48627355,54080.037186249996,51794.08267525,49816.1774794,47530.2229684,54461.16854455,52175.21403355,54002.916786249996,51716.96227525,49431.3099594,47145.3554484
Austria,2017,355249.32443900005,335768.16698900005,351936.235079,332455.077629,318884.224559,299403.06710900005,355484.7413396,336003.5838896,352328.59658,332847.43913,320842.2952878,301361.1378378,354081.8447396,334600.6872896,349990.43558000005,330509.27813000005,309173.7584878,289692.6010378
Switzerland,2017,605697.3503636657,591886.7546746657,603736.6761236658,589926.0804346658,584176.6164436658,570366.0207546657,605212.5919931357,591401.9963041358,602928.7455061157,589118.1498171157,580144.6579332257,566334.0622442258,599536.2982931357,585725.7026041357,593468.2560061158,579657.6603171157,532932.3103332258,519121.7146442258
Luxembourg,2017,56533.953344,54426.425857,56118.980744,54011.453257,51979.135044,49871.607557,56514.44697089,54406.91948389,56086.47012215,53978.94263515,51816.89155972,49709.36407272,56486.019480890005,54378.491993890006,56039.09097215001,53931.56348515,51580.447039720006,49472.919552720006
Austria,2018,371347.85110699997,353008.52709299995,367829.29018699995,349489.966173,332727.45624699997,314388.132233,372097.91416717996,353758.59015318,369079.3952873,350740.0712733,338966.07598564,320626.75197164,370544.39716717997,352205.07315317995,366490.2002873,348150.8762733,326044.75998563995,307705.43597164
Switzerland,2018,604491.7876919807,591132.7290979808,602569.4128319807,589210.3542379807,583391.4350619807,570032.3764679807,604037.2148510207,590678.1562570208,601811.7914303808,588452.7328363807,579610.5434959007,566251.4849019008,598483.9034510207,585124.8448570208,592556.2724303807,579197.2138363807,533421.0962959008,520062.0377019007
Luxembourg,2018,58530.193885999994,56513.272567,58096.664846,56079.743527,53771.696566,51754.775247,58536.17169581,56519.25037681,58106.62786235,56089.706543349996,53821.41676188,51804.49544288,58534.89676481,56517.97544581,58104.50297735,56087.58165835,53810.81257387999,51793.89125488
Austria,2019,383616.785825,365881.138362,380167.46820500004,362431.820742,345756.41861500003,328020.771152,384055.38565478,366319.73819178,380898.46792130003,363162.8204583,349404.45529444003,331668.80783144,382720.10695478,364984.45949178,378673.00342130003,360937.3559583,338298.32769444,320562.68023144
Switzerland,2019,634959.4301915255,622113.0679835255,633076.8079115255,620230.4457035256,614295.4094515255,601449.0472435255,634447.1722384655,621600.8100304655,632223.0446564255,619376.6824484256,610034.7242546455,597188.3620466455,629099.9716384655,616253.6094304655,623311.0436564256,610464.6814484255,565559.5954546456,552713.2332466455
Luxembourg,2019,60901.532682,59028.404794,60465.723882,58592.595994,56118.012282,54244.884394,60880.91684109,59007.78895309,60431.36414715,58558.23625915,55946.54084332,54073.412955320004,60909.16730109,59036.03941309,60478.44824715,58605.32035915,56181.51292332,54308.38503532
