countries,Year,External costs per capita (Territorial & Low GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Low GHG with VSL) scenario [Euro],External costs per capita (Territorial & Central GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Central GHG with VSL) scenario [Euro],External costs per capita (Territorial & High GHG with VOLY) scenario [Euro],External costs per capita (Territorial & High GHG with VSL) scenario [Euro],External costs per capita (Residential & Low GHG with VOLY) scenario [Euro],External costs per capita (Residential & Low GHG with VSL) scenario [Euro],External costs per capita (Residential & Central GHG with VOLY) scenario [Euro],External costs per capita (Residential & Central GHG with VSL) scenario [Euro],External costs per capita (Residential & High GHG with VOLY) scenario [Euro],External costs per capita (Residential & High GHG with VSL) scenario [Euro],External costs per capita (Footprint & Low GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Low GHG with VSL) scenario [Euro],External costs per capita (Footprint & Central GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Central GHG with VSL) scenario [Euro],External costs per capita (Footprint & High GHG with VOLY) scenario [Euro],External costs per capita (Footprint & High GHG with VSL) scenario [Euro]
Latvia,2011,1123.5035908040327,2964.2838212575407,1298.584013342299,3139.364243795807,3045.2196572359558,4885.999887689464,1244.6871373201163,3085.4673677736246,1500.556590869105,3341.336821322613,4053.1589965125886,5893.939226966097,1416.5413457115933,3257.3215761651013,1786.9802715215667,3627.7605019750745,5482.5495551972535,7323.329785650762
Malta,2011,890.7404123964732,1748.5993869717029,1190.22251915111,2048.08149372634,4177.913060346178,5035.772034921408,924.586117897101,1782.4450924723305,1246.632028318823,2104.4910028940526,4459.423372764098,5317.282347339327,1768.9147627527477,2626.7737373279774,2653.846436411568,3511.7054109867977,11482.093371245986,12339.952345821217
Netherlands,2011,1989.5660152358946,4556.149216017797,2509.1036105202757,5075.686811302177,7692.109620619221,10258.692821401122,2038.1473918141064,4604.730592596008,2590.072571483962,5156.655772265864,8096.183292476093,10662.766493257996,2198.626471803004,4765.209672584905,2857.5377047987913,5424.120905580693,9430.961672066289,11997.54487284819
Norway,2011,975.3579291981958,1975.5374353466966,1223.9200325637394,2224.0995387122402,3703.6229209009466,4703.802427049448,1493.6764328295762,2493.855938978077,2087.784205282707,3087.9637114312077,8014.716506660365,9014.896012808866,1575.5764776438714,2575.7559837923723,2224.2842799731984,3224.4637861216993,8695.916879401486,9696.096385549987
Poland,2011,2317.3884616700257,5129.019920568993,2723.4231237243753,5535.054582623343,6774.102252314194,9585.73371121316,2394.362218320562,5205.99367721953,2851.712718141936,5663.344177040904,7414.328418740879,10225.959877639847,2381.0320325991956,5192.663491498163,2829.4957419396583,5641.127200838626,7303.455127979037,10115.086586878004
Portugal,2011,1404.672810906483,3594.0490824452854,1663.5488050805463,3852.925076619349,4246.145032674181,6435.5213042129835,1439.259583884792,3628.635855423594,1721.1934267110616,3910.569698249864,4533.819144430276,6723.195415969078,1506.3280802538914,3695.7043517926936,1832.9742539928936,4022.3505255316963,5091.65870153199,7281.034973070793
Romania,2011,1797.991039483572,4920.30975640994,1996.2806132701528,5118.599330196521,3974.4551708077092,7096.773887734077,1918.0544434376868,5040.3731603640545,2196.3862865270107,5318.705003453379,4973.077768775268,8095.396485701637,1928.9835812752465,5051.302298201615,2214.6015162562776,5336.9202331826455,5063.980439043225,8186.299155969593
Sweden,2011,363.93502995570105,921.849187675308,403.38547427293304,961.2996319925401,796.9506211519855,1354.8647788715925,729.1809920695189,1287.0951497891258,1012.1287444626295,1570.0429021822365,3834.86941714628,4392.783574865887,963.6780219891095,1521.5921797087165,1402.9571276619472,1960.8712853815541,5785.28915806478,6343.203315784387
Slovenia,2011,3036.5657273548927,8720.248685852865,3295.677945789388,8979.360904287361,5880.630791600189,11564.313750098161,3219.02317728268,8902.706135780652,3599.7736956690337,9283.456654167005,7398.213390999562,13081.896349497534,3373.76149653032,9057.444455028293,3857.6708944151005,9541.353852913073,8685.243220932314,14368.926179430287
Slovakia,2011,1892.4488187735212,4631.773396896325,2198.8074026146946,4938.131980737498,5255.09898903021,7994.423567153014,1957.9683410552466,4697.2929191780495,2308.00660641757,5047.331184540374,5800.055015627418,8539.37959375022,2087.80863987326,4827.133217996063,2524.4071044475922,5263.731682570396,6879.996548653432,9619.321126776234
Belgium,2012,2446.626827336388,6175.705919317176,2902.303940026846,6631.383032007634,7448.225611867363,11177.30470384815,2461.8416554589885,6190.920747439777,2927.6619868978464,6656.741078878634,7574.774341014071,11303.85343299486,3069.6635106617628,6798.742602642551,3940.6984122358026,7669.777504216591,12630.308501748257,16359.387593729045
Bulgaria,2012,2304.936630844096,6605.100565234528,2601.438738600048,6901.602672990481,5559.400242165382,9859.564176555814,2384.7051298295232,6684.869064219955,2734.386236909094,7034.5501712995265,6222.8715670600495,10523.035501450482,2346.7498004987974,6646.913734889229,2671.127354691217,6971.29128908165,5907.179621515597,10207.343555906029
Cyprus,2012,1136.289977738103,1600.044551635652,1545.9357943228104,2009.6903682203592,5632.6404883464365,6096.395062243985,1173.436983762388,1637.191557659937,1607.847471029952,2071.6020449275006,5941.609236865886,6405.363810763435,1238.1609838041509,1701.9155577016998,1715.72080443289,2179.4753783304386,6479.948538800548,6943.703112698096
Czechia,2012,2547.7267468441364,6243.825257664002,3058.821267828255,6754.91977864812,8157.597560503149,11853.696071323015,2530.3469415945733,6226.4454524144385,3029.8549257456493,6725.953436565514,8013.041720014717,11709.140230834582,2527.3791406113687,6223.477651431233,3024.9085907736417,6721.007101593506,7988.357153106795,11684.45566392666
Germany,2012,1810.6945422823203,4330.919585474038,2279.1121197367293,4799.3371629284475,6952.135094817616,9472.360138009335,1877.881171374205,4398.106214565923,2391.08983488987,4911.314878081588,7510.957216153291,10031.182259345009,1959.7568036265109,4479.981846818229,2527.5492219770463,5047.774265168764,8191.954538378819,10712.179581570537
Denmark,2012,1356.9707355018784,2669.602624918556,1781.5915877671528,3094.2234771838303,6017.690090127866,7330.321979544544,1788.5748087757477,3101.206698192425,2500.9317098902684,3813.563599306946,9607.539842437509,10920.171731854187,1935.1164189064236,3247.7483083231014,2745.1677267747286,4057.799616191406,10826.393869556148,12139.025758972826
Estonia,2012,1385.90860289296,2010.4536834344865,1905.7958213635955,2530.340901905122,7092.289738963505,7716.834819505032,1654.1340813542238,2278.67916189575,2352.838285465701,2977.383366007228,9323.244512196872,9947.789592738398,1646.44981530572,2270.9948958472464,2340.0311753848614,2964.576255926388,9259.330934269634,9883.87601481116
Greece,2012,1596.0697408159147,3535.179625660471,2010.4481750893842,3949.5580599339405,6144.366364627093,8083.476249471651,1669.2710944547764,3608.380979299333,2132.450431154154,4071.560315998711,6753.215718702706,8692.325603547262,1573.9960341692338,3513.1059190137908,1973.6586640115834,3912.7685488561397,5960.769185534067,7899.8790703786235
Spain,2012,1371.2633661054044,3259.2702362300456,1646.1879996118605,3534.1948697365015,4388.888510069125,6276.895380193766,1437.3863662547694,3325.39323637941,1756.392999860802,3644.399869985443,4938.863939882891,6826.870810007532,1460.3068857217743,3348.313755846415,1794.5938656391436,3682.6007357637845,5129.504451005281,7017.511321129922
Finland,2012,931.1786958504366,1774.7395325948523,1205.4412346214324,2049.002071365848,3941.5365618844617,4785.097398628877,1288.8751417991373,2132.435978543553,1801.6019778692666,2645.1628146136823,6916.662556759367,7760.223393503783,1482.7039971399302,2326.264833884346,2124.6500701039217,2968.2109068483373,8528.826369435172,9372.387206179586
France,2012,1591.8417963802035,4018.5279579480566,1872.799414473552,4299.485576041405,4675.686128309576,7102.372289877429,1672.3986720389637,4099.084833606817,2007.060873904819,4433.747035472671,5345.7147448998985,7772.400906467751,1791.2140759310216,4217.900237498874,2205.0865470582485,4631.772708626101,6333.95715187511,8760.643313442963
Croatia,2012,1803.319925893081,5258.334211026046,2008.922580159327,5463.936865292293,4060.0538215297343,7515.0681066627,1885.2070176221425,5340.221302755109,2145.40106637443,5600.415351507396,4741.1464574984375,8196.160742631404,1950.3067701001687,5405.321055233135,2253.9006538378067,5708.914938970773,5282.611065410909,8737.625350543874
Hungary,2012,1809.1392375596877,4981.430300168397,2049.303199732177,5221.5942623408855,4445.224631881533,7617.515694490242,1866.3514638410984,5038.6425264498075,2144.6569102011945,5316.947972809903,4921.085053650728,8093.376116259437,1961.1528442381514,5133.44390684686,2302.6592108629497,5474.950273471659,5709.591773143676,8881.882835752385
Ireland,2012,1648.2046169699126,2885.3229534348147,2246.9681896120246,3484.0865260769265,8220.347640494047,9457.465976958949,1693.7796025221348,2930.897938987037,2322.9264988657283,3560.04483533063,8599.415774293479,9836.53411075838,1810.7938576776742,3047.912194142576,2517.950257458294,3755.0685939231957,9572.677198126854,10809.795534591756
Italy,2012,2365.6313848756326,6794.882926932588,2695.8910682821306,7125.142610339086,5990.624576551717,10419.876118608672,2408.455196380179,6837.706738437135,2767.264087456374,7196.515629513329,6346.80992938318,10776.061471440134,2540.1525705028776,6969.404112559833,2986.759710994205,7416.011253051161,7442.19761256245,11871.449154619406
Lithuania,2012,626.5491475179624,1492.3649114524671,779.2913693747022,1645.107133309207,2303.0768683740835,3168.892632308588,888.4421032473587,1754.2578671818635,1215.7796289236962,2081.595392858201,4481.361135075729,5347.176899010235,1039.2490738540323,1905.0648377885373,1467.124579934819,2332.940343869324,5735.692128693142,6601.507892627647
Latvia,2012,1115.0934911896588,3000.3771342416153,1261.0937073463442,3146.3773503983007,2717.619673290418,4602.903316342375,1276.2777766573276,3161.5614197092837,1529.7341831257918,3415.0178261777482,4058.2635714659486,5943.547214517905,1454.7304273398104,3340.014070391767,1827.1552675965968,3712.4389106485532,5542.536412063108,7427.820055115065
Malta,2012,988.0852624621,1842.1393139917518,1302.3705867137992,2156.424638243451,4437.740845320037,5291.7948968496885,1023.0020135506028,1877.0560650802547,1360.565171861304,2214.6192233909555,4728.159536913298,5582.21358844295,1812.8519941515426,2666.9060456811944,2676.9818061962037,3531.0358577258553,11297.705407308416,12151.759458838069
Netherlands,2012,1899.996647350073,4335.6717706649015,2407.0984422439988,4842.773565558828,7466.042538923876,9901.717662238705,1951.3863740096738,4387.061497324503,2492.747986676667,4928.423109991495,7893.47455114024,10329.149674455068,2041.252705540853,4476.927828855682,2642.5252058952988,5078.200329210127,8640.934197526554,11076.609320841384
Norway,2012,995.3877091248103,1972.7101082246663,1267.1283080573937,2244.45070715725,3978.0642831229297,4955.386682222786,1460.6546618732775,2437.9770609731336,2042.5732293048393,3019.8956284046953,7847.903699633991,8825.226098733847,1510.5998269096704,2487.9222260095266,2125.815171032161,3103.1375701320167,8263.320627873196,9240.643026973052
Poland,2012,2296.8959051951524,5071.211212219739,2693.7297729296124,5468.045079954199,6652.620024851964,9426.935331876552,2374.54111698041,5148.856424004996,2823.138459238375,5597.453766262962,7298.430992716648,10072.746299741235,2372.282710881512,5146.598017906098,2819.3744490735444,5593.6897560981315,7279.6467896083495,10053.962096632937
Portugal,2012,1357.3202577819582,3443.1279170071175,1616.4887202133707,3702.29637943853,4202.002666850559,6287.810326075718,1382.8477849982517,3468.6554442234115,1659.0345989071936,3744.8422581323525,4414.3268614749695,6500.134520700129,1395.269228392819,3481.0768876179786,1679.7370045648058,3765.544663789965,4517.641723994863,6603.449383220022
Romania,2012,1710.1420092340782,4713.931088610885,1899.8730551598437,4903.662134536651,3792.6661085621236,6796.455187938931,1838.757244806876,4842.546324183683,2114.2317811145067,5118.020860491314,4862.418226659679,7866.207306036486,1844.3807232351162,4848.169802611923,2123.6042451615735,5127.393324538381,4909.19128533266,7912.980364709468
Sweden,2012,326.61249275666455,851.9872136608648,352.55248445747617,877.9272053616764,611.3347826155731,1136.7095035197733,685.6689495442038,1211.043670448404,950.9799124367081,1476.3546333409083,3597.7726136738356,4123.147334578036,890.2775827037322,1415.6523036079323,1291.9943010359223,1817.3690219401228,5299.596800588009,5824.971521492209
Slovenia,2012,2897.4465009905152,8338.691107645065,3144.20122101916,8585.44582767371,5605.873308923978,11047.117915578527,3070.3561829407595,8511.60078959531,3432.3840242695683,8873.628630924117,7044.042727049821,12485.287333704371,3166.3505317500008,8607.595138404551,3592.3746056183036,9033.619212272852,7842.471913971129,13283.716520625678
Slovakia,2012,1841.269223225411,4561.499144573547,2119.775426223678,4840.005347571814,4898.2063561349605,7618.436277483096,1919.3201671458512,4639.550088493987,2249.860332757745,4970.09025410588,5547.391984933541,8267.621906281676,2006.08222536518,4726.312146713315,2394.4637631232927,5114.693684471428,6269.031961233991,8989.261882582126
Belgium,2013,2393.096874350757,6040.673091623306,2844.0937235084225,6491.669940780971,7343.3241948670375,10990.900412139586,2408.3464817398567,6055.922699012406,2869.5097358235885,6517.085953096138,7470.162199182724,11117.738416455273,3014.9104044065825,6662.4866216791315,3880.449606934798,7528.025824207348,12515.233555966282,16162.80977323883
Bulgaria,2013,2137.6732891741317,5533.826860045751,2412.355076056839,5808.508646928459,5152.632902339087,8548.786473210706,2206.7951122279037,5602.948683099524,2527.5581144797925,5923.711685351412,5727.5509226593485,9123.704493530968,2168.771387501936,5564.9249583735555,2464.1852399365125,5860.338810808132,5411.290101129074,8807.443672000694
Cyprus,2013,988.6853367333505,1362.5918050810853,1361.7332949907493,1735.6397633384843,5083.330783320514,5457.237251668249,1018.8264644557318,1392.7329328034666,1411.9685078613848,1785.8749762091197,5334.028417074923,5707.934885422658,1012.3759852889208,1386.2824536366556,1401.217709250033,1775.1241775977678,5280.376812576368,5654.283280924103
Czechia,2013,2484.315353421531,6098.3725114526505,2975.551914417145,6589.609072448264,7876.22141577815,11490.27857380927,2467.582012572121,6081.63917060324,2947.663013001462,6561.720171032582,7737.042517284646,11351.099675315765,2480.676702869165,6094.733860900284,2969.487496829868,6583.544654860988,7845.957084199741,11460.01424223086
Germany,2013,1820.1547702959572,4325.382968733223,2298.6010914594062,4803.829289896672,7071.672724018577,9576.900922455843,1884.6824274038368,4389.910625841103,2406.1471866392058,4911.3753850764715,7608.378951392053,10113.607149829319,1959.2682346761412,4464.496433113407,2530.45686542638,5035.685063863646,8228.743443625188,10733.971642062454
Denmark,2013,1354.7613643097488,2634.6981097085154,1787.9941543504226,3067.930899749189,6110.00698832762,7389.943733726387,1751.9696114037913,3031.9063568025576,2450.00789950716,3729.9446449059265,9413.77082130029,10693.707566699057,1870.488991951634,3150.4257373504006,2647.5402004202315,3927.4769458189976,10399.551065856951,11679.487811255718
Estonia,2013,1571.6824994281058,2256.1120253845324,2181.343498660025,2865.773024616452,8263.43775290227,8947.867278858695,1825.4107000062115,2509.8402259626387,2604.223832956868,3288.6533589132955,10373.811992631276,11058.241518587702,1706.9338174134623,2391.363343369889,2406.762361968953,3091.19188792538,9388.385223129679,10072.814749086107
Greece,2013,1489.9870176301151,3301.0744454436112,1876.4126750163468,3687.500102829843,5731.468637988515,7542.556065802011,1541.0110670020715,3352.0984948155674,1961.452757302941,3772.540185116437,6155.8591438758995,7966.946571689395,1435.9530019934357,3247.0404298069316,1786.3559822885481,3597.443410102044,5282.042857137405,7093.1302849509
Spain,2013,1330.4541848989973,3197.6236298493254,1582.2952194503112,3449.4646644006393,4094.7093498550867,5961.878794805415,1395.914150859369,3263.0835958096973,1691.3951627175975,3558.564607667926,4639.170019112783,6506.339464063111,1427.868444109075,3295.037889059403,1744.652318133774,3611.8217630841023,4904.948585189702,6772.11803014003
Finland,2013,1002.2730692870072,1824.3491202898865,1331.1079357263768,2153.183986729256,4611.627198538184,5433.703249541063,1280.450538584039,2102.5265895869184,1794.7370512214297,2616.813102224309,6925.35726062778,7747.43331163066,1452.0664860317756,2274.142537034655,2080.763630300991,2902.8396813038703,8352.766093367687,9174.842144370567
France,2013,1572.2475859808674,3962.100123718852,1852.385028540244,4242.237566278229,4647.089515025454,7036.942052763438,1648.4544578823131,4038.306995620298,1979.3964817093201,4369.249019447305,5280.937147983509,7670.789685721494,1752.2668597978516,4142.1193975358365,2152.417151568551,4542.269689306536,6144.392681376242,8534.245219114227
Croatia,2013,1700.4708461007851,4971.0303931827675,1885.1618980136739,5155.721445095656,3727.6750111446363,6998.234558226619,1796.4868769632155,5067.046424045197,2045.1886161177247,5315.748163199707,4526.284537682947,7796.84408476493,1871.9291899796815,5142.488737061663,2170.925804478501,5441.485351560484,5153.772982454823,8424.332529536807
Hungary,2013,1800.0498403539966,4991.462535819178,2031.4311542126502,5222.843849677832,4339.73521389779,7531.147909362972,1856.56540159866,5047.978097063841,2125.6237562870892,5317.036451752271,4809.801151869278,8001.21384733446,1964.4826787497332,5155.895374214915,2305.485884872212,5496.8985803373935,5707.398822141697,8898.811517606879
Ireland,2013,1660.853883884672,2905.5447747061194,2262.195800709752,3506.886691531199,8261.297304274241,9505.988195095688,1700.813242979761,2945.5041338012084,2328.7947325349,3573.4856233563473,8593.657687858788,9838.348578680234,1826.854816773212,3071.5457075946592,2538.864022190651,3783.5549130120985,9642.003476236061,10886.694367057507
Italy,2013,2213.6471703626094,6424.733623296766,2505.8497946401376,6716.936247574295,5420.918832075482,9632.005285009638,2273.050372557517,6484.136825491675,2604.855131631651,6815.941584565809,5915.002609061703,10126.089061995859,2400.872490080837,6611.9589430149945,2817.891994170517,7028.978447104674,6978.157999255661,11189.244452189818
Lithuania,2013,628.75002834882,1522.044214737685,775.7448347103962,1669.0390210992612,2242.1930219842156,3135.4872083730806,879.2980672329701,1772.5922536218352,1193.324899517313,2086.619085906178,4326.1163930206385,5219.410579409503,1047.6228286233913,1940.9170150122563,1473.8661685013485,2367.1603548902135,5726.150916331444,6619.4451027203095
Latvia,2013,1082.3762247229874,2854.5108564228626,1254.934158338789,3027.0687900386642,2976.404972267859,4748.539603967734,1202.4371839907105,2974.5718156905855,1455.0357571183276,3227.170388818203,3975.0072366533664,5747.141868353242,1369.7004602127163,3141.8350919125915,1733.8078841550036,3505.9425158548784,5366.212899198301,7138.347530898176
Malta,2013,864.4114421231263,1581.7231372586145,1142.505163203624,1859.8168583391123,3916.821094935256,4634.132790070744,900.6442457557117,1617.9559408912,1202.8931692579329,1920.204864393421,4218.186001339616,4935.497696475104,1513.498173127673,2230.809868263161,2224.316381544535,2941.6280766800232,9315.574222655612,10032.8859177911
Netherlands,2013,1848.0913390237833,4184.980949994264,2351.765417777268,4688.6550287477485,7376.513965341792,9713.403576312272,1903.8682323974235,4240.757843367905,2444.726906733335,4781.616517703816,7840.43606260826,10177.32567357874,1996.0687023139737,4332.958313284455,2598.3943565942523,4935.283967564733,8607.30981239036,10944.199423360842
Norway,2013,949.1272873738633,1858.5321863350166,1214.9950138389636,2124.399912800117,3867.342094526513,4776.746993487666,1414.0524998301241,2323.4573987912777,1989.870367932732,2899.2752668938856,7734.3390997182705,8643.743998679423,1468.1003392370067,2377.50523819816,2079.950100277536,2989.3549992386893,8183.8798592294825,9093.284758190635
Poland,2013,2221.7559936562293,4890.873425167294,2611.696633710813,5280.814065221878,6501.818733302971,9170.936164814035,2302.6797573787453,4971.79718888981,2746.56957324834,5415.687004759405,7174.898926804534,9844.016358315599,2284.798449683396,4953.915881194461,2716.767393756091,5385.884825267156,7026.171859624169,9695.289291135234
Portugal,2013,1313.2198282129918,3295.4608207135325,1570.6692491262518,3552.9102416267924,4139.033710141868,6121.274702642409,1331.1760648400173,3313.4170573405577,1600.596310171294,3582.837302671834,4288.383995738079,6270.624988238619,1341.177572379287,3323.4185648798275,1617.2654894034101,3599.5064819039503,4371.571137810734,6353.812130311275
Romania,2013,1562.2739338026422,4330.795910494637,1727.488882558576,4496.01085925057,3375.704680861819,6144.226657553813,1692.5928658770192,4461.1148425690135,1944.6871026825377,4713.209079374532,4459.6272270042555,7228.149203696249,1693.662288497535,4462.1842651895295,1946.4694737167306,4714.991450408725,4468.52210721299,7237.044083904983
Sweden,2013,324.34896592081975,839.8248532083815,350.7969556586705,866.2728429462322,614.6471389958008,1130.1230262833626,669.915439782551,1185.3913270701128,926.7410787615556,1442.2169660491174,3488.882572385438,4004.3584596729997,860.5558644922039,1376.0317517797657,1244.4751199443108,1759.9510072318726,5074.526739811758,5590.002627099319
Slovenia,2013,2868.6242359097755,8172.439702140206,3135.348035599015,8439.163501829446,5796.235465832144,11100.050932062573,2998.406244190243,8302.221710420672,3351.6513827331273,8655.466848963557,6875.6921696252375,12179.507635855667,3088.4560348228424,8392.271501053272,3501.7343671207936,8805.549833351224,7624.677729807497,12928.493196037927
Slovakia,2013,1742.7065072754008,4277.6887841361295,2012.4162342011475,4547.398511061877,4703.091843293717,7238.074120154446,1829.5964818264683,4364.5787586871975,2157.2328584529264,4692.215135313656,5425.795758607357,7960.778035468086,1919.085740048303,4454.068016909032,2306.3816221559846,4841.363899016714,6170.1191127064285,8705.101389567157
Belgium,2014,2194.260934777709,5492.6590497672805,2622.387324208199,5920.785439197771,6893.457733050468,10191.85584804004,2208.5718212030583,5506.96993619263,2646.238801583781,5944.636916573352,7012.487963000992,10310.886077990563,2857.4472992530077,6155.84541424258,3727.697931667031,7026.096046656602,12409.48400265454,15707.882117644112
Bulgaria,2014,1892.793481961727,5353.41377306772,2179.3625879265664,5639.98287903256,5038.2305736234175,8498.850864729411,1974.3125590348561,5434.932850140849,2315.2277163817816,5775.848007487775,5716.2622622951585,9176.882553401152,1919.657666193235,5380.277957299228,2224.1362283124126,5684.756519418406,5261.672359929928,8722.292651035921
Cyprus,2014,1067.405266899767,1477.021041958042,1462.0163158508158,1871.632090909091,5398.731304195804,5808.347079254079,1091.619316899767,1501.2350919580422,1502.373065850816,1911.9888409090909,5600.130704195805,6009.74647925408,1101.2301210955711,1510.8458961538463,1518.391072843823,1928.006847902098,5680.068186713288,6089.683961771562
Czechia,2014,2412.1014692241624,5897.2481777029625,2895.0453416097666,6380.192050088566,7712.985401837579,11198.13211031638,2397.9350695020817,5883.081777980881,2871.434675406298,6356.581383885098,7595.156934307888,11080.303642786688,2388.66763067568,5873.81433915448,2855.988944028962,6341.135652507763,7518.075379624804,11003.222088103603
Germany,2014,1756.5411949116192,4176.869851155285,2216.436733291969,4636.765389535635,6804.442223324509,9224.770879568174,1804.416832658344,4224.74548890201,2296.229462869844,4716.55811911351,7202.645940455998,9622.974596699663,1891.318456645221,4311.647112888887,2441.0655028479723,4861.394159091637,7925.446749489704,10345.775405733371
Denmark,2014,1278.158949644008,2482.678713257932,1683.4599367184771,2887.979700332401,5726.819783961395,6931.339547575319,1642.570819285137,2847.0905828990612,2290.813052787026,3495.33281640095,8757.801048913008,9962.320812526934,1792.479255666415,2996.999019280339,2540.6604467558222,3745.180210369746,10004.658519766812,11209.178283380736
Estonia,2014,1635.2724858054185,2275.7222535926294,2298.5753108900235,2939.0250786772344,8915.810637329298,9556.260405116509,1768.0802485144234,2408.530016301634,2519.921582071698,3160.371349858909,10020.433933512131,10660.883701299343,1695.7782829705302,2336.228050757741,2399.4183061652093,3039.86807395242,9419.065204226417,10059.514972013627
Greece,2014,1489.4738166419522,3291.300356728182,1870.8890608207869,3672.7156009070172,5675.960187271542,7477.786727357772,1534.720816734477,3336.5473568207067,1946.3007276416615,3748.1272677278916,6052.300315025241,7854.126855111471,1424.5994610630535,3226.4260011492834,1762.7651348559557,3564.591674942186,5136.370309123242,6938.196849209472
Spain,2014,1295.2210274556144,3081.8922451505678,1547.8811719480302,3334.5523896429836,4068.466899146179,5855.138116841133,1364.9866483156388,3151.657866010592,1664.1572067147374,3450.828424409691,4648.739682172413,6435.410899867366,1401.3380020755417,3188.009219770495,1724.7427963145753,3511.414014009529,4951.0906245563665,6737.761842251321
Finland,2014,941.3989103456626,1733.5724799909012,1232.7492122019273,2024.9227818471659,4139.315318815616,4931.4888884608545,1221.56720208135,2013.7407717265885,1699.6963650947396,2491.8699347399784,6469.603967537841,7261.7775371830785,1381.3835017693125,2173.557071414551,1966.056864574677,2758.230434219916,7798.869698275814,8591.043267921052
France,2014,1413.0274003196205,3527.2501756642914,1673.2442534516983,3787.4670287963695,4269.217145412189,6383.43992075686,1482.7367498702504,3596.9595252149215,1789.4265027027484,3903.6492780474196,4849.021894055525,6963.2446694001965,1585.1647680149224,3699.3875433595936,1960.1398662772017,4074.3626416218726,5700.96287036994,7815.1856457146105
Croatia,2014,1569.8980973714617,4533.995927530529,1749.4084544419115,4713.50628460098,3540.237969025685,6504.335799184752,1664.0796139689824,4628.1774441280495,1906.3776487711127,4870.4754789301805,4323.588995963793,7287.686826122861,1685.558729229405,4649.6565593884725,1942.1761742051503,4906.274004364218,4502.240684796515,7466.3385149555825
Hungary,2014,1690.1406140200347,4630.994181950348,1919.291706441951,4860.145274372264,4205.346652270115,7146.200220200428,1756.305563928234,4697.159131858547,2029.5666229556161,4970.4201908859295,4755.670997538311,7696.524565468625,1846.1855167294111,4787.039084659724,2179.3665442909114,5120.220112221225,5503.24393829731,8444.097506227623
Ireland,2014,1591.8212489316174,2742.880990165275,2180.887601199866,3331.9473424335233,8057.525734542629,9208.585475776286,1642.5190529689175,2793.578794202575,2265.3839412620323,3416.4436824956897,8479.202707805252,9630.26244903891,1782.3202152311028,2933.37995646476,2498.3858783656747,3649.4456195993316,9641.993327255808,10793.053068489466
Italy,2014,2028.0897272393506,5841.843469424541,2299.9822680537814,6113.736010238971,5012.434044273937,8826.187786459126,2085.479070406386,5899.2328125915765,2395.6311733321745,6209.384915517364,5489.767628710869,9303.52137089606,2211.818998426657,6025.572740611847,2606.197720032625,6419.951462217815,6540.594966530261,10354.348708715454
Lithuania,2014,657.969786021406,1580.9043714361815,816.4051100197318,1739.3396954345073,2396.986080383982,3319.9206657987575,899.6390584044965,1822.573643819272,1219.1872306582159,2142.1218160729914,4407.060663379845,5329.99524879462,1079.375369808172,2002.3099552229478,1518.7477496643419,2441.6823350791174,5902.010301086608,6824.944886501383
Latvia,2014,1204.9750877855654,2970.4665730353922,1459.6718603544998,3225.1633456043264,4000.5753771731547,5766.066862422981,1210.1817201773897,2975.6732054272165,1468.3495810075403,3233.841066257367,4043.881335479758,5809.372820729584,1358.1577557672667,3123.6492410170936,1714.976306990669,3480.467792240496,5274.666139433656,7040.157624683482
Malta,2014,868.3452135884347,1604.8782904541897,1142.4967747494318,1879.0298516151868,3877.4849682365216,4614.018045102276,906.4225653433436,1642.9556422090989,1205.95902767428,1942.492104540035,4194.191830451954,4930.724907317709,1676.2148918085622,2412.7479686743172,2488.946238449644,3225.479315315399,10596.908958511867,11333.442035377622
Netherlands,2014,1755.4994950767082,3977.109362849494,2236.988246027506,4458.598113800292,7040.411737655702,9262.021605428488,1819.1713869052937,4040.7812546780797,2343.108065741815,4564.717933514601,7570.000171277587,9791.610039050373,1868.783643251952,4090.3935110247376,2425.7951596529124,4647.405027425699,7982.648144700588,10204.258012473374
Norway,2014,935.1035005753107,1801.1352898138705,1231.3795484401217,2097.411337678682,4187.085835472403,5053.117624710963,1336.0731823501826,2202.104971588743,1899.6623513982418,2765.694140636802,7522.135252139592,8388.167041378152,1379.24047196298,2245.27226120154,1971.6078340862375,2837.6396233247974,7881.177470506351,8747.20925974491
Poland,2014,2140.238231714066,4657.266511583399,2524.782145500262,5041.810425369595,6361.065475891118,8878.09375576045,2211.18939215536,4728.217672024693,2643.0340795690845,5160.062359438418,6951.198937339339,9468.227217208672,2197.843807911998,4714.872087781331,2620.7914391634813,5137.819719032815,6840.197569981852,9357.225849851186
Portugal,2014,1265.9539470472753,3202.943010851993,1503.862195787769,3440.851259592487,3877.280201079838,5814.269264884557,1314.7201834348123,3251.70924723953,1585.1392564336638,3522.128320238382,4282.891437065066,6219.880500869785,1320.8858729070928,3257.8749367118107,1595.4154055541314,3532.4044693588494,4334.174314580542,6271.16337838526
Romania,2014,1500.935028084738,4212.923300188181,1642.0272454768465,4354.015517580289,3049.590080888597,5761.57835299204,1667.687012700108,4379.675284803551,1919.9472198357964,4631.935491939239,4436.54309578469,7148.531367888134,1675.5831296253416,4387.571401728785,1933.107414711186,4645.095686814629,4502.218734972348,7214.207007075792
