countries,Year,External costs per capita (Territorial & Low GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Low GHG with VSL) scenario [Euro],External costs per capita (Territorial & Central GHG with VOLY) scenario [Euro],External costs per capita (Territorial & Central GHG with VSL) scenario [Euro],External costs per capita (Territorial & High GHG with VOLY) scenario [Euro],External costs per capita (Territorial & High GHG with VSL) scenario [Euro],External costs per capita (Residential & Low GHG with VOLY) scenario [Euro],External costs per capita (Residential & Low GHG with VSL) scenario [Euro],External costs per capita (Residential & Central GHG with VOLY) scenario [Euro],External costs per capita (Residential & Central GHG with VSL) scenario [Euro],External costs per capita (Residential & High GHG with VOLY) scenario [Euro],External costs per capita (Residential & High GHG with VSL) scenario [Euro],External costs per capita (Footprint & Low GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Low GHG with VSL) scenario [Euro],External costs per capita (Footprint & Central GHG with VOLY) scenario [Euro],External costs per capita (Footprint & Central GHG with VSL) scenario [Euro],External costs per capita (Footprint & High GHG with VOLY) scenario [Euro],External costs per capita (Footprint & High GHG with VSL) scenario [Euro]
Sweden,2014,304.53588002899784,785.415519493069,329.81257237012363,810.6922118341948,581.9776697732597,1062.8573092373308,638.7107095652152,1119.5903490292865,886.7706215971526,1367.6502610612238,3361.4635535348143,3842.3431929988856,832.5927591202945,1313.4723985843657,1209.9073708556182,1690.7870103196892,4974.069806977061,5454.949446441132
Slovenia,2014,2714.083764133939,7349.590763602666,3069.3705669586648,7704.877566427392,6613.779385614858,11249.286385083584,2660.975650101767,7296.482649570494,2980.8570435717106,7616.3640430404375,6172.054754617107,10807.561754085833,2783.672336555746,7419.179336024473,3185.3515209950097,7820.858520463737,7192.57957528195,11828.086574750676
Slovakia,2014,1505.2813918668733,3572.4947998956413,1776.370757737933,3843.584165766701,4480.8099077373145,6548.023315766082,1566.533454482308,3633.746862511076,1878.4575287636574,3945.6709367924254,4990.271507903785,7057.484915932554,1635.6596223985862,3702.8730304273545,1993.6678086241213,4060.8812166528896,5565.22566644553,7632.439074474298
Belgium,2015,2277.375906736812,5635.055968022138,2718.9095295709617,6076.589590856288,7123.733052606886,10481.413113892213,2288.0014549889947,5645.6815162743205,2736.6187766579333,6094.298837943259,7212.110628545677,10569.790689831003,2889.1588442277016,6246.838905513027,3738.5477587224445,7096.227820007771,12212.213358086667,15569.893419371994
Bulgaria,2015,1902.9383631219248,5330.654544765362,2210.871599614451,5638.587781257888,5282.8722208137015,8710.588402457139,1982.2787869661456,5409.994968609582,2343.1056393548192,5770.821820998257,5942.783047708491,9370.499229351928,1915.803455407641,5343.5196370510785,2232.3134200906443,5660.0296017340825,5389.87711538061,8817.593297024046
Cyprus,2015,1013.8322164607654,1367.3836469077035,1416.2454404208697,1769.7968708678077,5430.796412784767,5784.347843231705,1026.127769418943,1379.679199865881,1436.7380286844989,1790.2894591314368,5533.06418659564,5886.615617042578,1005.2859001567872,1358.8373306037251,1402.0015799142393,1755.5530103611773,5359.712766065964,5713.264196512902
Czechia,2015,2257.7121587736133,5409.780138020691,2745.3274051018784,5897.395384348956,7609.869981567192,10761.93796081427,2235.986320885534,5388.054300132611,2709.117675288413,5861.185654535491,7429.166187069515,10581.234166316593,2232.7255671094176,5384.793546356495,2703.683085661553,5855.751064908631,7402.0449969316605,10554.112976178738
Germany,2015,1739.7669923657907,4120.569065093687,2197.791035385716,4578.593108113612,6767.126131227355,9147.92820395525,1797.0523614628853,4177.854434190781,2293.266650547541,4674.068723275436,7243.594915463507,9624.396988191404,1871.0556320300702,4251.857704757966,2416.6054348261823,4797.407507554078,7859.114181768346,10239.916254496242
Denmark,2015,1221.6988032082888,2403.5925437941664,1596.5071248287238,2778.4008654146014,5335.666333375444,6517.560073961321,1626.5929205569537,2808.486661142831,2271.3306537431654,3453.2243943290428,8703.357087196086,9885.250827781963,1782.164004966681,2964.0577455525586,2530.6157944260444,3712.5095350119213,9997.313408318263,11179.20714890414
Estonia,2015,1395.0085879212393,1941.8879881661305,1944.0546076798466,2490.9340079247377,7421.442280985953,7968.321681230844,1550.040865363116,2096.920265608007,2202.4417367496408,2749.321136994532,8710.917096534258,9257.79649677915,1653.8789634260424,2200.7583636709337,2375.505233521185,2922.3846337660757,9574.586356613203,10121.465756858093
Greece,2015,1332.5740298091234,3059.280319852113,1687.3261438689824,3414.0324339119716,5226.400805561383,6953.107095604373,1409.2042890102043,3135.9105790531935,1815.0432425374502,3541.74953258044,5863.769945583071,7590.47623562606,1298.7119413275977,3025.4182313705874,1630.889329733106,3357.595619776095,4944.754228349962,6671.460518392952
Spain,2015,1356.9025039739338,3246.8084015426193,1618.27686517624,3508.1827627449256,4225.7972781230565,6115.703175691742,1431.0449698217842,3320.9508673904697,1741.847641589324,3631.7535391580095,4842.474295651208,6732.380193219893,1445.8272546505011,3335.7331522191866,1766.4847829705188,3656.3906805392044,4965.425363115456,6855.331260684142
Finland,2015,900.3588330832916,1628.7802230839002,1194.8374106068018,1923.2588006074104,4132.611791138964,4861.033181139573,1134.905019267134,1863.3264092677427,1585.7477209132066,2314.169110913815,6083.4403873347355,6811.861777335344,1260.827808545086,1989.2491985456945,1795.6190363764595,2524.040426377068,7130.798190218016,7859.219580218625
France,2015,1404.493493115886,3495.2194324148613,1668.332951007531,3759.0588903065063,4300.445638069418,6391.171577368393,1469.0743575920624,3559.8002968910373,1775.9677251344915,3866.693664433467,4837.594415617298,6928.320354916273,1555.3871354990863,3646.1130747980615,1919.8223549795314,4010.548294278506,5555.497520748734,7646.2234600477095
Croatia,2015,1607.2077553489491,4628.164620350289,1795.2011030654276,4816.157968066767,3670.6585481417246,6691.615413143064,1697.9388860572794,4718.895751058619,1946.419654245978,4967.376519247317,4425.311127366568,7446.267992367908,1752.520389547196,4773.477254548535,2037.3888267291723,5058.345691730512,4879.290616711271,7900.24748171261
Hungary,2015,1743.6660234095011,4758.506513321247,1984.5006538941275,4999.341143805874,4387.11280087171,7401.953290783456,1815.7937312703648,4830.634221182111,2104.7135003289004,5119.553990240647,4987.0321487938145,8001.87263870556,1896.0583044746975,4910.898794386444,2238.4877890027883,5253.328278914535,5654.6295513187415,8669.470041230488
Ireland,2015,1629.324611389493,2786.0164634760317,2239.741919139769,3396.4337712263077,8329.381251219902,9486.073103306442,1678.4685393042241,2835.160391390763,2321.6484656643206,3478.3403177508594,8738.13392149481,9894.82577358135,1781.8355670727915,2938.5274191593303,2493.9268452785996,3650.6186973651384,9597.885073093687,10754.576925180225
Italy,2015,2086.7282572794893,6046.909010061449,2364.2879295137286,6324.468682295689,5133.2760882315,9093.45684101346,2145.7063313521708,6105.887084134131,2462.584719634864,6422.765472416825,5623.823878931263,9584.004631713224,2241.485885310769,6201.66663809273,2622.217309565862,6582.398062347822,6420.4665182059525,10380.647270987914
Lithuania,2015,714.7220838117224,1709.3026904125682,890.6523701057968,1885.2329767066426,2645.7664167062044,3640.34702330705,948.0019017328813,1942.582508333727,1279.4520666410615,2274.032673241907,4586.062045129811,5580.642651730656,1106.7321354469404,2101.3127420477863,1544.0024561644934,2538.583062765339,5906.2944652277,6900.8750718285455
Latvia,2015,1123.8658503919246,2769.206557487654,1354.8062581063555,3000.146965202085,3658.711754114605,5304.0524612103345,1173.9577578525912,2819.2984649483205,1438.2927705407997,3083.633477636529,4075.3492066445933,5720.6899137403225,1323.2408740765804,2968.58158117231,1687.097964247448,3332.4386713431777,5317.005601904439,6962.346309000168
Malta,2015,676.568267260417,1250.7733931329046,879.5851586682465,1453.7902845407343,2904.9203372368324,3479.1254631093198,712.8162418835046,1287.0213677559923,939.9984497067259,1514.2035755792137,3206.4114277526714,3780.616553625159,1681.6921115283235,2255.8972374008113,2554.7915657814237,3128.996691653911,11264.998026068306,11839.203151940794
Netherlands,2015,1776.4597379426186,3993.1340089768923,2273.171554937936,4489.84582597221,7228.4632530578865,9445.13752409216,1840.3298692748467,4057.0041403091204,2379.6217738249825,4596.296044859257,7759.700535884672,9976.374806918946,1860.6116429690655,4077.285914003339,2413.424729982014,4630.099001016288,7928.393383754047,10145.067654788321
Norway,2015,1014.5676266611025,1851.2548084384916,1350.4196047276253,2187.1067865050145,4700.942909724604,5537.630091501993,1432.0632251857846,2268.7504069631736,2046.2456022687625,2882.9327840461515,8173.445983167992,9010.13316494538,1492.0484511003667,2328.7356328777555,2146.220978793066,2982.908160570455,8672.370719346422,9509.05790112381
Poland,2015,2135.2360862529413,4620.235456793304,2527.323384724162,5012.322755264525,6438.860957568006,8923.860328108369,2199.600122860007,4684.59949340037,2634.5967790692716,5119.596149609634,6974.206277918836,9459.2056484592,2196.830687270833,4681.830057811197,2629.981053087315,5114.980423627678,6951.171607304122,9436.170977844484
Portugal,2015,1307.408572118153,3257.7691909316613,1568.6850354637409,3519.0456542772495,4175.228800744726,6125.589419558234,1347.5519849767063,3297.9126037902147,1635.5907235613295,3585.951342374838,4509.120044203169,6459.480663016677,1345.7741703790196,3296.134789192528,1632.627699231852,3582.9883180453603,4494.333141835109,6444.693760648617
Romania,2015,1452.733475009646,4044.931536653034,1593.930953883887,4186.1290155272745,3002.543897891196,5594.741959534584,1617.848363977781,4210.046425621169,1869.1224354974452,4461.320497140833,4375.880434705524,6968.07849634891,1622.4858626963683,4214.683924339756,1876.851600028424,4469.049661671812,4414.452646269646,7006.650707913033
Sweden,2015,280.0209152123833,738.8004559185543,310.8090213191168,769.5885620252878,617.9570322410541,1076.736572947225,605.2503337869607,1064.0298744931317,852.8580522767458,1311.6375929829169,3323.039815305793,3781.819356011964,785.2471944737829,1244.0267351799541,1152.8528200881162,1611.6323607942873,4820.15656133587,5278.936102042041
Slovenia,2015,2729.2970079607385,7378.788141689701,3090.0937507574386,7739.584884486401,6689.4707800864235,11338.961913815385,2684.8921921067404,7334.383325835703,3016.085724334109,7665.576858063071,6320.135486316663,10969.626620045627,2805.2286256455795,7454.719759374542,3216.646446898841,7866.137580627804,7321.028997020662,11970.520130749625
Slovakia,2015,1721.4257694902135,4216.169123588981,1993.8937068984121,4488.63706099718,4712.085749137345,7206.829103236113,1788.8025434001759,4283.545897498943,2106.188330081682,4600.93168418045,5272.489392451952,7767.23274655072,1856.4386428285654,4351.181996927333,2218.9151624623314,4713.6585165610995,5835.049965475382,8329.79331957415
Belgium,2016,2209.047964582101,5422.170313241389,2642.192443593325,5855.314792252613,6963.324269919584,10176.446618578873,2224.754870209547,5437.8772188688345,2668.370619639068,5881.492968298357,7093.96583418596,10307.088182845248,2829.1264278550034,6042.248776514291,3675.6565490481626,6888.778897707451,12120.802281903725,15333.924630563013
Bulgaria,2016,1694.7403813142807,4706.660362823367,1978.6593254702686,4990.579306979355,4811.088792169291,7823.008773678378,1792.567805203512,4804.487786712599,2141.7050319523205,5153.625013461407,5624.764508327342,8636.684489836429,1741.5515877722896,4753.471569281376,2056.678002900283,5068.59798440937,5200.4391442962215,8212.35912580531
Cyprus,2016,1099.4235670779506,1488.2018674578785,1528.7190090048673,1917.497309384795,5811.452108228154,6200.230408608082,1106.2693800798993,1495.047680459827,1540.1286973414483,1928.9069977213762,5868.391886212617,6257.170186592544,1068.706387856455,1457.4846882363827,1477.5237103023746,1866.3020106823024,5555.963188989048,5944.7414893689765
Czechia,2016,2196.0113645806555,5212.957343026611,2692.54805173812,5709.494030184076,7646.092621237591,10663.038599683547,2174.352443584768,5191.2984220307235,2656.449850078308,5673.395828524263,7465.945405335288,10482.891383781243,2168.248742781184,5185.194721227139,2646.2770154056675,5663.222993851623,7415.178116111827,10432.124094557783
Germany,2016,1682.1550836984818,3946.7488775876814,2134.3930084841154,4398.986802373315,6646.0046867026995,8910.598480591898,1736.405076296049,4000.9988701852485,2224.809662813394,4489.403456702594,7097.226847355478,9361.820641244678,1818.8065504352846,4083.400344324484,2362.145453045453,4626.739246934653,7782.597838608803,10047.191632498003
Denmark,2016,1245.29355323605,2415.838332500183,1640.0179801098639,2810.5627593739964,5577.864048208148,6748.408827472281,1646.305068897443,2816.8498481615757,2308.3705062121853,3478.915285476318,8913.2614165664,10083.806195830533,1785.0954602785125,2955.640239542645,2539.6878251806343,3710.232604444767,10067.644989323233,11238.189768587365
Estonia,2016,1488.0453225973142,2003.672669201729,2108.904188932052,2624.5315355364664,8302.710498319077,8818.337844923492,1589.9090299891182,2105.536376593533,2278.677034585058,2794.304381189473,9149.957842339796,9665.585188944211,1546.883848066483,2062.511194670898,2206.9683980473333,2722.595744651748,8792.097599046769,9307.724945651184
Greece,2016,1279.3198637431067,2934.4373356091037,1622.844037342119,3277.961509208116,5049.906626341788,6705.024098207785,1363.2258098204818,3018.343281686479,1762.6872808044104,3417.804752670407,5747.791003239319,7402.908475105316,1279.744769647807,2934.862241513804,1623.5522138499528,3278.6696857159495,5053.440764342788,6708.558236208784
Spain,2016,1250.7983345815003,2960.8745934628605,1501.1897090701723,3211.2659679515327,3999.1417545643044,5709.218013445665,1326.0599882272002,3036.13624710856,1626.6257984796719,3336.702057361032,4625.127572188854,6335.203831070214,1345.1193468215906,3055.1956057029506,1658.3913961369894,3368.46765501835,4783.653030973944,6493.729289855304
Finland,2016,975.5594311454724,1699.098828970417,1315.9712578554002,2039.5106556803446,4711.9844814615835,5435.523879286528,1176.1977056819117,1899.737103506856,1650.3683820827991,2373.9077799077436,6380.785368082126,7104.324765907071,1289.38238567436,2012.9217834993044,1839.009515403546,2562.54891322849,7322.194452463757,8045.733850288702
France,2016,1390.302990118714,3434.3918881834948,1658.9095973820856,3702.9984954468664,4338.580274604769,6382.66917266955,1446.853575043701,3490.942473108482,1753.1605722570644,3797.249470321845,4808.93752064752,6853.0264187123,1537.223698175876,3581.3125962406566,1903.7774441440222,3947.866342208803,5560.587433683385,7604.6763317481655
Croatia,2016,1625.7459610864041,4678.408875527988,1817.4263109303074,4870.089225371892,3729.665991515913,6782.328905957497,1717.5371199443334,4770.200034385918,1970.411575693523,5023.074490135107,4493.1353128104365,7545.798227252021,1784.8657016099337,4837.528616051519,2082.6258784695237,5135.288792911108,5053.138119044955,8105.801033486539
Hungary,2016,1717.5106558832042,4645.009497903715,1965.886871298822,4893.385713319332,4443.735306040343,7371.234148060854,1780.060766944866,4707.559608965376,2070.1370564015915,4997.635898422102,4963.99337264845,7891.4922146689605,1865.901241753586,4793.400083774097,2213.204514416125,5140.703356436636,5677.968115501931,8605.466957522442
Ireland,2016,1630.1993561117545,2781.6095155900425,2243.737436541081,3395.1475960193693,8364.510191300315,9515.920350778602,1730.6124506155575,2882.0226100938453,2411.0925940474194,3562.5027535257072,9199.69212018909,10351.102279667377,1845.5331727216678,2996.943332199956,2602.6271308909363,3754.0372903692246,10155.540665960547,11306.950825438835
Italy,2016,2014.6716799291908,5829.076764917209,2291.462292446664,6105.867377434683,5052.778164942407,8867.183249930426,2072.6322207699063,5887.0373057579245,2388.0631938478564,6202.468278835875,5534.862663363596,9349.267748351615,2158.3170503694923,5972.7221353575105,2530.8712431804997,6345.276328168518,6247.542833366502,10061.94791835452
Lithuania,2016,710.6400041127788,1637.544804362592,901.4135942570653,1828.3183945068786,2804.607267363162,3731.512067612975,933.5691941134643,1860.4739943632774,1272.9622442582079,2199.867044508021,4658.811958797435,5585.716759047248,1113.847866032117,2040.7526662819303,1573.4266974559625,2500.3314977057757,6158.272658565278,7085.177458815091
Latvia,2016,1058.594232885736,2673.0932666381236,1252.7007573045018,2867.1997910568894,3189.144417577428,4803.643451329815,1165.4983008465904,2779.9973345989783,1430.874203905926,3045.3732376583134,4078.314760616916,5692.813794369304,1319.5749007926531,2934.073934545041,1687.668537149364,3302.167570901752,5359.840766517502,6974.33980026989
Malta,2016,625.774425807311,1192.8900747088796,797.6441903577812,1364.7598392593497,2512.2496986112806,3079.3653475128494,657.828610126217,1224.9442590277856,851.067830889291,1418.1834797908593,2778.8591046923393,3345.974753593908,1751.452046290643,2318.5676951922114,2673.773557830001,3240.8892067315696,11875.028637234549,12442.144286136117
