countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Spain,2009,1069323000000.0,46239273.0,998876307187.0,902012116712.0,985093792147.0,888229601672.0,847596796867.0,750732606392.0,995803924374.55,898939733899.55,979973154126.25,883108963651.25,822042374744.4,725178184269.4,992713975974.55,895849785499.55,974823240126.25,877959049651.25,796341851544.4,699477661069.4,21602.33590149655,19507.489157798827,21304.266443527344,19209.419699829625,18330.668755691724,16235.822011994003,21535.89059184711,19441.043848149387,21193.52426077828,19098.677517080556,17778.012529401145,15683.165785703422,21469.065397601516,19374.218653903794,21082.148937035625,18987.302193337902,17222.19662805685,15127.349884359126,23125.860996992753
Spain,2010,1072709000000.0,46486619.0,1005326026733.0,913167120858.0,992284715093.0,900125809218.0,862182106113.0,770023200238.0,1002067152916.34,909908247041.34,986853258731.9,894694352856.9,835076552463.3201,742917646588.3201,999216213916.34,907057308041.34,982101693731.9,889942787856.9,811363980463.3201,719205074588.3201,21626.137765213683,19643.655324944153,21345.598721494458,19363.116281224928,18546.887785343133,16564.4053450736,21556.034284109584,19573.55184384005,21228.759586320957,19246.277146051427,17963.804863143952,15981.32242287442,21494.706119977018,19512.223679707487,21126.54597943335,19144.063539163817,17453.710291628653,15471.22785135912,23075.65108144346
Spain,2011,1063763000000.0,46667174.0,996049879449.0,901109606395.0,982984884009.0,888044610955.0,852646000929.0,757705727875.0,992808830587.11,897868557533.11,977583135905.85,882642862851.85,825688705633.28,730748432579.28,990465476287.11,895525203233.11,973677545405.85,878737272351.85,806197949233.28,711257676179.28,21343.69395174861,19309.281646130963,21063.732807326196,19029.320501708546,18270.787104635907,16236.374799018256,21274.243659731997,19239.83135411435,20947.982320631843,18913.570015014193,17693.13705675171,15658.724751134063,21224.02947063197,19189.61716501432,20864.292005465126,18829.879699847475,17275.482531538764,15241.070225921116,22794.673617905384
Spain,2012,1031104000000.0,46818219.0,966903891419.0,878510772300.0,954032409719.0,865639290600.0,825624056569.0,737230937450.0,963808130317.07,875415011198.0701,948872807882.45,860479688763.45,799875186451.36,711482067332.36,962735032417.07,874341913298.0701,947084311382.45,858691192263.45,790949737251.36,702556618132.36,20652.299725860994,18764.292855736352,20377.375092354538,18489.368222229896,17634.674581897274,15746.667711772632,20586.17672571163,18698.16985558699,20267.170092105596,18379.163221980954,17084.699152083507,15196.692281958867,20563.256206244623,18675.249336119985,20228.969226327255,18340.962356202614,16894.058640961117,15006.051770836477,22023.5630919664
Spain,2013,1020677000000.0,46727890.0,958507683198.0,871258794763.0,946739683038.0,859490794603.0,829339871918.0,742090983483.0,955448877109.2,868199988674.2,941641672890.0,854392784455.0,803898373655.6,716649485220.6,953955720409.2,866706831974.2,939153078390.0,851904189955.0,791479102055.6,704230213620.6,20512.539367773723,18645.369922823393,20260.698333222408,18393.528888272078,17748.28420281763,15881.114757867304,20447.07940181335,18579.90995686302,20151.59838995512,18284.42894500479,17203.823533559935,15336.654088609606,20415.125108563643,18547.955663613313,20098.341234538944,18231.171789588618,16938.044967483016,15070.875522532688,21842.99355267272
Spain,2014,1032608000000.0,46512199.0,972364421822.0,889262414597.0,960612642902.0,877510635677.0,843374657962.0,760272650737.0,969119469381.2,886017462156.2,955204388834.0,872102381609.0,816384894803.6,733282887578.6,967428687981.2,884326680756.2,952386419834.0,869284412609.0,802321887603.6,719219880378.6,20905.57838002886,19118.907162333908,20652.918235536446,18866.24701784149,18132.332508338295,16345.661290643342,20835.812759168835,19049.14154147388,20536.642200769737,18749.970983074785,17552.05972531206,15765.388507617108,20799.461405408932,19012.790187713978,20476.0566111699,18689.385393474946,17249.708782928108,15463.037565233155,22200.799407484476
Spain,2015,1078092000000.0,46449565.0,1015064468943.0,927279162110.0,1002923743563.0,915138436730.0,881805554653.0,794020247820.0,1011620583656.34,923835276823.34,997183934751.9,909398627918.9,853161175443.3201,765375868610.3201,1010933952956.34,923148646123.34,996039550251.9,908254243418.9,847450151843.3201,759664845010.3201,21853.045748501627,19963.13985093294,21591.67138729932,19701.765489730635,18984.150974352506,17094.24507678382,21778.903282653777,19888.99738508509,21468.10061088624,19578.194713317553,18367.473956824357,16477.56805925567,21764.12099782506,19874.215100256373,21443.463469505044,19553.55757193636,18244.522889360105,16354.616991791421,23209.948252475562
Spain,2016,1114420000000.0,46440099.0,1056332801513.0,976916690753.0,1044704601293.0,965288490533.0,928699461003.0,849283350243.0,1052837642866.79,973421532106.79,1038879336882.65,959463226122.65,899628617659.9199,820212506899.9199,1051952524366.79,972536413606.79,1037404139382.65,957988028622.65,892266679659.9199,812850568899.9199,22746.135866613895,21036.05960773253,22495.74449212522,20785.66823324386,19997.79244663109,18287.716187749727,22670.874212968196,20960.797954086833,22370.308402715724,20660.23214383436,19371.80662900654,17661.730370125177,22651.814854373803,20941.738595492443,22338.542805058405,20628.466546177046,19213.28117022145,17503.20491134009,23996.934201195392
Spain,2017,1162492000000.0,46528024.0,1103686317424.0,1024263953622.0,1091531649304.0,1012109285502.0,970274364964.0,890852001162.0,1100128572168.67,1020706208366.6699,1085602073878.45,1006179710076.45,940682959983.1599,861260596181.1599,1098867967368.67,1019445603566.6699,1083501065878.45,1004078702076.45,930197929583.1599,850775565781.1599,23720.893830006622,22013.914745702503,23459.660554336027,21752.681470031912,20853.54763752701,19146.568553222893,23644.429262000678,21937.450177696563,23332.21960765946,21625.240523355344,20217.556627445858,18510.57754314174,23617.335809676122,21910.356725372003,23287.063853785192,21580.084769481076,19992.207912873324,18285.228828569205,24984.77046865347
Spain,2018,1203859000000.0,46658447.0,1144307375677.0,1062713232710.0,1132431216697.0,1050837073730.0,1013952392587.0,932358249620.0,1140699033540.37,1059104890573.37,1126417313135.95,1044823170168.95,983940150053.76,902346007086.76,1138919894640.37,1057325751673.37,1123452081635.95,1041857938668.95,969142232853.76,887548089886.76,24525.19209816392,22776.43815941838,24270.658144644207,22521.904205898667,21731.378941673735,19982.625002928195,24447.85685945291,22699.10292070737,24141.766080125853,22393.012141380314,21088.14616255359,19339.39222380805,24409.725738200632,22660.971799455092,24078.21421137206,22329.46027262652,20770.992074677495,19022.238135931955,25801.523141136695
Spain,2019,1245513000000.0,46937060.0,1190779926319.0,1117763417844.0,1179667365559.0,1106650857084.0,1068806342739.0,995789834264.0,1187171862470.38,1114155353995.38,1173653925811.3,1100637417336.3,1038796414855.24,965779906380.24,1185212795570.38,1112196287095.38,1170388814311.3,1097372305836.3,1022501953655.24,949485445180.24,25369.71694262487,23814.090994280425,25132.962430092553,23577.336481748112,22771.054316972557,21215.428368628116,25292.846685974364,23737.220737629923,25004.84533567505,23449.21938733061,22131.68900768902,20576.06305934458,25251.10851788288,23695.48256953844,24935.281722189247,23379.655773844806,21784.533450864627,20228.907502520182,26535.8120001551
Spain,2020,1119010000000.0,47332614.0,1068485382744.0,998236535312.0,1058903099544.0,988654252112.0,963308417144.0,893059569712.0,1065396960329.37,995148112897.37,1053755728852.95,983506881420.95,937620586266.76,867371738834.76,1063046342129.37,992797494697.37,1049838031852.95,979589184420.95,918069412666.76,847820565234.76,22573.97790757975,21089.824773083525,22371.53222815879,20887.379093662563,20351.89556917351,18867.742434677282,22508.72855510093,21024.575420604702,22262.783307360754,20778.630172864527,19809.18666919093,18325.033534694703,22459.066852495616,20974.91371799939,22180.01380301857,20695.860668522342,19396.127428473737,17911.97429397751,23641.41562095007
Spain,2021,1222290000000.0,47398695.0,1169806406659.0,1098859256571.0,1159544721799.0,1088597571711.0,1057172199029.0,986225048941.0,1166593057463.23,1095645907375.23,1154189139806.05,1083241989718.05,1030445294607.04,959498144519.04,1163952431363.23,1093005281275.23,1149788096306.05,1078840946218.05,1008481991807.04,937534841719.04,24680.139540951495,23183.323012817124,24463.642338655103,22966.82581052073,22303.825010983954,20807.008482849582,24612.345497343966,23115.528969209594,24350.65226597589,22853.835737841517,21739.95074351815,20243.13421538378,24556.634552137562,23059.81802400319,24257.800690631884,22760.984162497512,21276.57716751569,19779.76063938132,25787.4188308349
Finland,1990,111394900000.0,4974383.0,91470432947.0,80669956016.0,89561648447.0,78761171516.0,70519250697.0,59718773766.0,,,,,,,,,,,,,18388.297191229547,16217.077779495467,18004.574325499263,15833.354913765184,14176.481926904302,12005.262515170223,,,,,,,,,,,,,22393.711943772727
Finland,1991,103292100000.0,4998478.0,88096753520.0,78270439892.0,86796443180.0,76970129552.0,73824299550.0,63997985922.0,,,,,,,,,,,,,17624.71566744917,15658.854533720065,17364.57441245115,15398.713278722043,14769.355701875651,12803.494568146543,,,,,,,,,,,,,20664.710337826833
Finland,1992,86806900000.0,5029002.0,74447275284.0,65722702433.0,72952915284.0,64228342433.0,58044895284.0,49320322433.0,,,,,,,,,,,,,14803.588323090744,13068.736586901337,14506.43990278787,12771.588166598462,11542.030662147281,9807.178925957875,,,,,,,,,,,,,17261.2578002554
Finland,1993,76101500000.0,5054982.0,65851668459.0,57562362577.0,64292510439.0,56003204557.0,48738053049.0,40448747167.0,,,,,,,,,,,,,13027.082679819632,11387.253718608692,12718.642804069332,11078.813842858392,9641.587853131821,8001.758891920881,,,,,,,,,,,,,15054.751925921793
Finland,1994,87157100000.0,5077912.0,77276427633.0,69189507564.0,75198324753.0,67111404684.0,54466774593.0,46379854524.0,,,,,,,,,,,,,15218.150222571798,13625.582240101838,14808.906643714976,13216.338661245016,10726.214749881447,9133.646767411487,,,,,,,,,,,,,17163.96424357098
Finland,1995,102643600000.0,5098754.0,93526301235.0,86145486027.0,91550326815.0,84169511607.0,71837629625.0,64456814417.0,,,,,,,,,,,,,18342.971878031378,16895.39954800722,17955.431231826442,16507.858901802283,14089.251928020061,12641.679597995902,,,,,,,,,,,,,20131.114385985282
Finland,1996,104142200000.0,5116826.0,95794823473.0,88382903938.0,93835274413.0,86423354878.0,74286439743.0,66874520208.0,,,,,,,,,,,,,18721.53234700574,17272.99383211389,18338.570514807423,16890.031999915573,14518.070331686089,13069.531816794239,,,,,,,,,,,,,20352.89063962699
Finland,1997,112033400000.0,5132320.0,103984527208.0,96760705991.0,101887762468.0,94663941251.0,80970038038.0,73746216821.0,,,,,,,,,,,,,20260.72559933909,18853.209852659227,19852.18428858684,18444.668541906973,15776.498355129845,14368.98260844998,,,,,,,,,,,,,21828.99741247623
Finland,1998,119733400000.0,5147349.0,111900385333.0,105125455226.0,109875181873.0,103100251766.0,89671366403.0,82896436296.0,,,,,,,,,,,,,21739.420686842877,20423.22275524741,21345.974767399686,20029.776835804216,17420.883332954498,16104.68540135903,,,,,,,,,,,,,23261.177744116438
Finland,1999,126916000000.0,5159646.0,119348057500.0,112605686407.0,117361976620.0,110619605527.0,97548455460.0,90806084367.0,,,,,,,,,,,,,23131.055405739076,21824.304692027323,22746.129602689798,21439.37888897804,18906.03647226961,17599.285758557853,,,,,,,,,,,,,24597.81155528887
Finland,2000,136442000000.0,5171302.0,129475354015.0,123200416741.0,127552019035.0,121277081761.0,108364462925.0,102089525651.0,,,,,,,,,,,,,25037.283456854773,23823.868097628027,24665.3587500788,23451.94339085205,20954.967032480406,19741.55167325366,,,,,,,,,,,,,26384.457917947937
Finland,2001,144628000000.0,5181115.0,137095515725.0,130551146050.0,134978659025.0,128434289350.0,113860493375.0,107316123700.0,,,,,,,,,,,,,26460.620103008714,25197.50016164474,26052.048453855976,24788.928512492002,21976.05985873697,20712.939917372998,,,,,,,,,,,,,27914.454707143155
Finland,2002,148486000000.0,5194901.0,141024992469.0,134539638036.0,138856211169.0,132370856736.0,117220035819.0,110734681386.0,,,,,,,,,,,,,27146.810395231787,25898.402690638377,26729.327694406496,25480.919989813086,22564.440750458958,21316.03304586555,,,,,,,,,,,,,28583.02785750874
Finland,2003,151749000000.0,5206295.0,143960466981.0,137231222313.0,141494195481.0,134764950813.0,116890201231.0,110160956563.0,,,,,,,,,,,,,27651.23124621252,26358.710429009498,27177.521727255178,25885.000910052157,22451.7053357522,21159.18451854918,,,,,,,,,,,,,29147.215054083565
Finland,2004,158758000000.0,5219732.0,151263072100.0,144919747433.0,149017709680.0,142674385013.0,126617546490.0,120274221823.0,,,,,,,,,,,,,28979.087834394562,27763.829145442716,28548.91969166233,27333.661002710483,24257.48036297649,23042.221674024644,,,,,,,,,,,,,30414.9714966209
Finland,2005,164687000000.0,5236611.0,158566340524.0,152767618741.0,156829849684.0,151031127901.0,139506286304.0,133707564521.0,,,,,,,,,,,,,30280.33598905857,29172.99351450776,29948.73013939741,28841.387664846596,26640.567020158647,25533.224545607838,,,,,,,,,,,,,31449.15671605166
Finland,2006,172897000000.0,5255580.0,166018579452.0,159896105525.0,163966868532.0,157844394605.0,143498609592.0,137376135665.0,,,,,,,,,,,,,31589.01195529323,30424.064617986976,31198.624801068578,30033.677463762324,27304.048191065496,26139.100853759242,,,,,,,,,,,,,32897.79624703648
Finland,2007,187072000000.0,5276955.0,179895283473.0,174048971396.0,177508864473.0,171662552396.0,153701493973.0,147855181896.0,,,,,,,,,,,,,34090.73669815263,32982.84169487896,33638.502597236475,32530.607593962806,29126.92906666818,28019.034063394516,,,,,,,,,,,,,35450.7476376054
Finland,2008,194265000000.0,5300484.0,188059507769.0,182721321519.0,186124177169.0,180785990919.0,166816950469.0,161478764219.0,186216144467.15,180877958217.15,183051904999.25,177713718749.25,151484849355.2,146146663105.2,184700780267.15,179362594017.15,180526297999.25,175188111749.25,138880867755.2,133542681505.2,35479.68596245173,34472.57297993919,35114.562588812645,34107.449606300106,31472.022266079854,30464.90928356731,35131.913324736,34124.80034222346,34534.9415259531,33527.82854344056,28579.437152380804,27572.324169868265,34846.021658993785,33838.90867648124,34058.45541638273,33051.34243387019,26201.544567477238,25194.431584964692,36650.42664028417
Finland,2009,181747000000.0,5326314.0,176822574669.0,171838935251.0,175553503089.0,170569863671.0,162893003279.0,157909363861.0,174207091738.59,169223452320.59,171194364871.65,166210725453.65,141138827794.32,136155188376.32,173332166638.59,168348527220.59,169736156371.65,164752516953.65,133861672994.32,128878033576.32,33197.92536996504,32262.26152851672,32959.6608628406,32023.99702139228,30582.688756051557,29647.024914603233,32706.876038211416,31771.21219676309,32141.24530991789,31205.581468469565,26498.40542527534,25562.741583827017,32542.61138915017,31606.947547701842,31867.470894815815,30931.807053367487,25132.140725146885,24196.47688369856,34122.4719383799
Finland,2010,188143000000.0,5351427.0,181742746630.0,176463501340.0,179659573930.0,174380328640.0,158877446280.0,153598200990.0,179829148503.28,174549903213.28,176470243718.8,171190998428.8,142961169797.44,137681924507.44,178660952103.28,173381706813.28,174523249718.8,169244004428.8,133244742597.44,127965497307.44,33961.54831785989,32975.03662854786,33572.27407381246,32585.762384500435,29688.800067720254,28702.288378408226,33603.96180369834,32617.450114386313,32976.296550209874,31989.78486089785,26714.588426122602,25728.076736810573,33385.66556234066,32399.153873028634,32612.469481280412,31625.957791968383,24898.91810117937,23912.40641186734,35157.53835378862
Finland,2011,197998000000.0,5375276.0,192295156963.0,187461714977.0,190506760423.0,185673318437.0,172665375893.0,167831933907.0,190460589483.01,185627147497.01,187449147956.35,182615705970.35,157406433678.47998,152572991692.47998,189574255083.01,184740813097.01,185971923956.35,181138481970.35,150034382478.47998,145200940492.47998,35774.00620228617,34874.80735445026,35441.29834877316,34542.09950093726,32122.14142920289,31222.942581366984,35432.708847510345,34533.50999967444,34872.46942414678,33973.270576310875,29283.414224400753,28384.215376564847,35267.8178912134,34368.6190433775,34597.65116365188,33698.45231581597,27911.940238692856,27012.74139085695,36834.94577766798
Finland,2012,201037000000.0,5401267.0,196007455239.0,191451157929.0,194526090039.0,189969792729.0,179747708639.0,175191411329.0,194075441229.48,189519143919.48,191306066689.8,186749769379.8,163678258782.04,159121961472.04,193028519829.48,188472222519.48,189561197689.8,185004900379.8,154970531582.04,150414234272.04,36289.16238338153,35445.60154663711,36014.89984461053,35171.33900786612,33278.804517347504,32435.24368060309,35931.46593743283,35087.90510068841,35418.7391013627,34575.178264618284,30303.6785224726,29460.117685728183,35737.637082092035,34894.07624534762,35095.691009128044,34252.13017238362,28691.514709796797,27847.95387305238,37220.34107923196
Finland,2013,204321000000.0,5426674.0,198881990794.0,194420852062.0,197097511174.0,192636372442.0,179295202584.0,174834063852.0,197372412353.98,192911273621.98,194581547107.3,190120408375.3,166739343813.04,162278205081.04,196441108553.98,191979969821.98,193029374107.3,188568235375.3,158993261413.04,154532122681.04,36648.96597695015,35826.889925947275,36320.13111051078,35498.055059507904,33039.61184769898,32217.5357966961,36370.788507653124,35548.712456650246,35856.50199501573,35034.42594401285,30725.88178560938,29903.805734606503,36199.172560205385,35377.09650920251,35570.47541593617,34748.39936493329,29298.472952869477,28476.396901866596,37651.23904623716
Finland,2014,206897000000.0,5451270.0,201765180362.0,197446828347.0,200176951202.0,195858599187.0,184332474582.0,180014122567.0,200237907358.31,195919555343.31,197631496195.85,193313144180.85,171629441979.88,167311089964.88,199366705558.31,195048353543.31,196179493195.85,191861141180.85,164383255579.88,160064903564.88,37012.50907806805,36220.33550842281,36721.158776211785,35928.98520656654,33814.592669598096,33022.41909995286,36732.34078633236,35940.16721668712,36254.21162331897,35462.038053673736,31484.30402087587,30692.13045123063,36572.5244866444,35780.35091699916,35987.851123839035,35195.6775541938,30155.038290137894,29362.864720492656,37953.90798841371
Finland,2015,211385000000.0,5471753.0,206458458854.0,202472716928.0,204847144814.0,200861402888.0,188772369034.0,184786627108.0,205175080056.11,201189338130.11,202708180150.85,198722438224.85,178097916810.28,174112174884.28,204486061656.11,200500319730.11,201559816150.85,197574074224.85,172367033610.28,168381291684.28,37731.68468203883,37003.26329203822,37437.20610451532,36708.78471451471,34499.43172398316,33771.010333982544,37497.13849585498,36768.717105854375,37046.29579420891,36317.874404208305,32548.603127787384,31820.181737786774,37371.21570657703,36642.79431657642,36836.42447874566,36108.003088745056,31501.245324904103,30772.823934903496,38632.04351512212
Finland,2016,217518000000.0,5487308.0,212164804929.0,208194521403.0,210296860389.0,206326576863.0,191661889859.0,187691606333.0,211063840920.03,207093557394.03,208461920374.05,204491636848.05,182504665403.44,178534381877.44,210442761720.03,206472478194.03,207426788374.05,203456504848.05,177338863803.44,173368580277.44,38664.6430142066,37941.10361638166,38324.231187496676,37600.69178967173,34928.21796389049,34204.678566065544,38464.00473967016,37740.465341845214,37989.83406326927,37266.29466544433,33259.41707726995,32535.877679445002,38350.82005967772,37627.28066185277,37801.19292994853,37077.65353212358,32318.007992888317,31594.468595063372,39640.20244535207
Finland,2017,226301000000.0,5503297.0,221064717364.0,217267295837.0,219214163764.0,215416742237.0,200752688564.0,196955267037.0,220128918181.36,216331496654.36,217654498459.6,213857076932.6,192969215997.28,189171794470.28,219446867581.36,215649446054.36,216517747459.6,212720325932.6,187296287197.28,183498865670.28,40169.50518280223,39479.47854477053,39833.242466107135,39143.21582807542,36478.621554315534,35788.59491628382,39999.461810140354,39309.43517210864,39549.83684500401,38859.810206972295,35064.292549953236,34374.265911921524,39875.52690348349,39185.50026545178,39343.278667242565,38653.25202921085,34033.46888188662,33343.44224385491,41120.98620154428
Finland,2018,233462000000.0,5513130.0,227650530777.0,223911435259.0,225373958157.0,221634862639.0,202662436067.0,198923340549.0,227281489551.51,223542394033.51,224758889447.85,221019793929.85,199592950318.48,195853854800.48,226516770351.51,222777674833.51,223484357447.85,219745261929.85,193232428718.48,189493333200.48,41292.42930549434,40614.212844427755,40879.49280299938,40201.276341932804,36759.95959953783,36081.74313847125,41225.49070156336,40547.27424049678,40767.92846311442,40089.71200204784,36203.20041763572,35524.983956569136,41086.78198255982,40408.565521493234,40536.747264775186,39858.5308037086,35049.496151638,34371.27969057142,42346.54361497008
Finland,2019,239858000000.0,5517919.0,234718989076.0,231189015164.0,232784337196.0,229254363284.0,213483881536.0,209953907624.0,234024893614.99,230494919702.99,231627511427.65,228097537515.65,207710770082.52,204180796170.52,233344638514.99,229814664602.99,230493752927.65,226963779015.65,202052775282.52,198522801370.52,42537.592356103814,41897.863155294595,42186.97976465403,41547.25056384481,38689.20176900023,38049.47256819101,42411.80300308685,41772.073802277635,41977.33084295909,41337.60164214987,37642.95381692264,37003.224616113424,42288.521907441915,41648.792706632696,41771.86235021753,41132.13314940832,36617.568196002874,35977.838995193655,43468.92370112718
Finland,2020,238038000000.0,5525292.0,233581374369.0,230478892598.0,231955585449.0,228853103678.0,215736405509.0,212633923738.0,232910102869.29,229807621098.29,230836799616.15,227734317845.15,210153131447.91998,207050649676.91998,232257643369.29,229155161598.29,229749367116.15,226646885345.15,204726325447.91998,201623843676.91998,42274.93757234912,41713.43208612323,41980.692685382055,41419.18719915617,39045.249646353535,38483.744160127644,42153.446889194274,41591.94140296839,41778.208213457314,41216.70272723143,38034.75571027196,37473.250224046074,42035.3609129237,41473.85542669781,41581.39825300636,41019.89276678047,37052.580288592886,36491.074802367,43081.52401719221
Finland,2021,250664000000.0,5533793.0,245551699935.0,242413462520.0,243521308215.0,240383070800.0,223265733675.0,220127496260.0,245494074587.22,242355837172.22,243425265968.7,240287028553.7,222786437131.56,219648199716.56,244627805687.22,241489568272.22,241981484468.7,238843247053.7,215581279931.56,212443042516.56,44373.12706402281,43806.0228346091,44006.21928124164,43439.115051827925,40345.87735301989,39778.77312360618,44362.71370960569,43795.609480191975,43988.86369054643,43421.75946113272,40259.264690883814,39692.1604614701,44206.17209339417,43639.067863980454,43727.960996860566,43160.85676744685,38957.23601001338,38390.13178059967,45296.95996940977
France,1990,999521700000.0,,663493284055.0,315553222871.0,641562196135.0,293622134951.0,422773485695.0,74833424511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,1991,1026930100000.0,58313439.0,725615698360.0,356338309902.0,702601613560.0,333324225102.0,473008719960.0,103731331502.0,,,,,,,,,,,,,12443.370015615097,6110.740783132341,12048.708249911311,5716.079017428556,8111.487301580687,1778.8580690979313,,,,,,,,,,,,,17610.521993052065
France,1992,1083285899999.9999,58604851.0,816069350092.9999,464121752413.9999,793370259412.9999,441422661733.9999,566919807152.9999,214972209473.99988,,,,,,,,,,,,,13924.945395612385,7919.510833906905,13537.620962691295,7532.186400985814,9673.598643788035,3668.1640820825546,,,,,,,,,,,,,18484.577326201204
France,1993,1129359600000.0,58885929.0,882891398547.0,553742570227.0,861252003147.0,532103174827.0,645373272847.0,316224444527.0,,,,,,,,,,,,,14993.249041668341,9403.64836949418,14625.769139975699,9036.168467801535,10959.719644518133,5370.11897234397,,,,,,,,,,,,,19178.768496630153
France,1994,1175736500000.0,59104320.0,945541846479.0,636498924850.0,924165524379.0,615122602750.0,710911263429.0,401868341800.0,,,,,,,,,,,,,15997.846629129648,10769.076183432953,15636.175568537123,10407.405122840428,12028.076178340263,6799.30573264357,,,,,,,,,,,,,19892.564536737755
France,1995,1224717200000.0,59315139.0,1002862990870.0,699620136504.0,981372232630.0,678129378264.0,766976334950.0,463733480584.0,,,,,,,,,,,,,16907.369817847008,11794.967495633788,16545.054924848107,11432.652602634886,12930.53253993049,7818.130217717267,,,,,,,,,,,,,20647.632638945684
France,1996,1265105400000.0,59522297.0,1047144129169.0,741323972060.0,1025190171829.0,719370014720.0,806173311699.0,500353154590.0,,,,,,,,,,,,,17592.468401698276,12454.559205939247,17223.63254611965,12085.723350360622,13544.05579641861,8406.146600659582,,,,,,,,,,,,,21254.310800539166
France,1997,1282409500000.0,59726386.0,1081009648542.0,799051046657.0,1059446802762.0,777488200877.0,844331746052.0,562373144167.0,,,,,,,,,,,,,18099.364802383992,13378.526647451932,17738.337671427165,13017.499516495105,14136.662245929296,9415.824090997236,,,,,,,,,,,,,21471.406289340863
France,1998,1343327300000.0,59934884.0,1144258274239.0,859901596860.0,1122201990199.0,837845312820.0,902164299419.0,617807622040.0,,,,,,,,,,,,,19091.690812966284,14347.263888255795,18723.68669636534,13979.259771654852,15052.407533132124,10307.980608421632,,,,,,,,,,,,,22413.112537266275
France,1999,1400999000000.0,60158533.0,1216680033322.0,946322624400.0,1195030360942.0,924672952020.0,979049105532.0,708691696610.0,,,,,,,,,,,,,20224.562878253695,15730.480402505826,19864.68587826103,15370.603402513156,16274.484378334158,11780.401902586289,,,,,,,,,,,,,23288.45020206859
France,2000,1478585000000.0,60545022.0,1318100700246.0,1064225118082.0,1296008027826.0,1042132445662.0,1075607319636.0,821731737472.0,,,,,,,,,,,,,21770.587518260378,17577.41731569608,21405.69092246758,17212.52071990328,17765.412978725155,13572.242776160854,,,,,,,,,,,,,24421.24804248977
France,2001,1538200000000.0,60979315.0,1382927321216.0,1136381645152.0,1361182059356.0,1114636383292.0,1144247185086.0,897701509022.0,,,,,,,,,,,,,22678.629978313136,18635.526574085,22322.029353002734,18278.9259487746,18764.51359097753,14721.410186749392,,,,,,,,,,,,,25224.947180859606
France,2002,1587829000000.0,61424036.0,1439202049843.0,1204068235774.0,1418141418223.0,1183007604154.0,1208036545633.0,972902731564.0,,,,,,,,,,,,,23430.600520014672,19602.558121937804,23087.72771334987,19259.685315273,19667.163284955746,15839.120886878876,,,,,,,,,,,,,25850.28766263422
France,2003,1630666000000.0,61864088.0,1485149328050.0,1251782313410.0,1464105324230.0,1230738309590.0,1254166333740.0,1020799319100.0,,,,,,,,,,,,,24006.64708821053,20234.393714977257,23666.481985962517,19894.228612729246,20272.930132583544,16500.67675935027,,,,,,,,,,,,,26358.846508817845
France,2004,1704019000000.0,62292241.0,1562281443002.0,1335216506238.0,1541340546242.0,1314275609478.0,1332430171422.0,1105365234658.0,,,,,,,,,,,,,25079.87219470881,21434.716182999422,24743.70036297137,21098.544351261982,21389.986136828822,17744.830125119435,,,,,,,,,,,,,27355.236746098122
