countries,Year,External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro]
Lithuania,1990,6603150615.0,15041215129.0,8401632615.0,16839697129.0,26343631615.0,34781696129.0,,,,,,,,,,,,
Lithuania,1991,6985713025.0,16031849962.0,8853362305.0,17899499242.0,27485387265.0,36531524202.0,,,,,,,,,,,,
Lithuania,1992,3958511531.0,9118441532.0,5036321831.0,10196251832.0,15788762681.0,20948692682.0,,,,,,,,,,,,
Lithuania,1993,3201541656.0,7607476709.0,3981960456.0,8387895509.0,11767567056.0,16173502109.0,,,,,,,,,,,,
Lithuania,1994,3023000588.0,7214988201.0,3765461468.0,7957449081.0,11172392628.0,15364380241.0,,,,,,,,,,,,
Lithuania,1995,2846774261.0,6606963143.0,3599407541.0,7359596423.0,11107820501.0,14868009383.0,,,,,,,,,,,,
Lithuania,1996,3250961310.0,6999292639.0,4277374950.0,8025706279.0,14517072930.0,18265404259.0,,,,,,,,,,,,
Lithuania,1997,3110497593.0,6787067457.0,4066890933.0,7743460797.0,13608053063.0,17284622927.0,,,,,,,,,,,,
Lithuania,1998,2796936224.0,6717617335.0,3472026164.0,7392707275.0,10206851994.0,14127533105.0,,,,,,,,,,,,
Lithuania,1999,2392003769.0,5762848509.0,2977678649.0,6348523389.0,8820482809.0,12191327549.0,,,,,,,,,,,,
Lithuania,2000,1823499277.0,4449644796.0,2245557277.0,4871702796.0,6456088277.0,9082233796.0,,,,,,,,,,,,
Lithuania,2001,2025429713.0,4689072715.0,2571104213.0,5234747215.0,8014856963.0,10678499965.0,,,,,,,,,,,,
Lithuania,2002,2116774005.0,4809560484.0,2717563845.0,5410350324.0,8711157725.0,11403944204.0,,,,,,,,,,,,
Lithuania,2003,2061021900.0,4491226204.0,2700870060.0,5131074364.0,9084117180.0,11514321484.0,,,,,,,,,,,,
Lithuania,2004,2161419858.0,4628561635.0,2857814718.0,5324956495.0,9805182487.999998,12272324264.999998,,,,,,,,,,,,
Lithuania,2005,2526408150.0,5632671939.0,3296062350.0,6402326139.0,10974279250.0,14080543039.0,,,,,,,,,,,,
Lithuania,2006,2624737618.0,5775339656.0,3425611678.0,6576213716.0,11415283848.0,14565885886.0,,,,,,,,,,,,
Lithuania,2007,2561884595.0,5540302463.0,3370123775.0,6348541643.0,11433271785.0,14411689653.0,,,,,,,,,,,,
Lithuania,2008,2450933233.0,5414328770.0,3191084113.0,6154479650.0,10574970273.0,13538365810.0,3040993307.59,6004388844.59,4174517570.65,7137913107.65,15482771528.32,18446167065.32,3522710207.59,6486105744.59,4977379070.65,7940774607.65,19489432728.32,22452828265.32
Lithuania,2009,2015434207.0,4761684587.0,2544530467.0,5290780847.0,7822895537.0,10569145917.0,2609733607.0299997,5355983987.03,3535029467.0499997,6281279847.049999,12765957213.439999,15512207593.439999,3138795007.0299997,5885045387.03,4416798467.049999,7163048847.049999,17166404413.439999,19912654793.44
Lithuania,2010,1826698960.0,4448523851.0,2263859740.0,4885684631.0,6625058950.0,9246883841.0,2617892833.96,5239717724.96,3582516196.6000004,6204341087.6,13205782600.080002,15827607491.080002,3049972033.96,5671796924.96,4302648196.6,6924473087.6,16799584200.080002,19421409091.08
Lithuania,2011,1904590023.0,4695217579.0,2348628303.0,5139255859.0,6778438763.0,9569066319.0,2722725254.13,5513352810.13,3712187021.55,6502814577.55,13583246082.240002,16373873638.240002,3330442154.13,6121069710.13,4725048521.55,7515676077.55,18637907282.24,21428534838.24
Lithuania,2012,1881928708.0,4482528435.0,2340711508.0,4941311235.0,6917616108.0,9518215835.0,2668561127.4399996,5269160854.44,3651765540.4,6252365267.4,13460400041.119999,16060999768.119999,3121531127.4399996,5722130854.44,4406715540.4,7007315267.4,17227960041.12,19828559768.12
Lithuania,2013,1868585353.0,4523370812.0,2305439953.0,4960225412.0,6663584653.0,9318370112.0,2613190322.5,5267975781.5,3546448235.5,6201233694.5,12856806939.0,15511592398.0,3113435522.5,5768220981.5,4380190235.5,7034975694.5,17017576539.0,19672361998.0
Lithuania,2014,1936715642.0,4653347752.0,2403065582.0,5119697692.0,7055461412.0,9772093522.0,2648062378.52,5364694488.52,3588643476.2,6305275586.2,12972059664.96,15688691774.96,3177111178.52,5893743288.52,4470391476.2,7187023586.2,17372402064.96,20089034174.96
Lithuania,2015,2087890464.0,4993320996.0,2601828924.0,5507259456.0,7728976894.0,10634407426.0,2769361931.46,5674792463.46,3737614703.1000004,6643045235.1,13397088782.080002,16302519314.080002,3233054531.46,6138485063.46,4510435703.1,7415866235.1,17253833582.08,20159264114.08
Lithuania,2016,2052724869.0,4730143145.0,2603785449.0,5281203725.0,8101270759.0,10778689035.0,2696668764.21,5374087040.21,3677025274.3500004,6354443550.35,13457248554.080002,16134666830.080002,3217414164.21,5894832440.21,4544934274.35,7222352550.35,17788527754.08,20465946030.08
Lithuania,2017,2071401077.0,4685958408.0,2652234617.0,5266791948.0,8446740647.0,11061297978.0,2721292986.8,5335850317.8,3735387800.0,6349945131.0,13852190817.400002,16466748148.400002,3286094286.8,5900651617.8,4676723300.0,7291280631.0,18549903217.4,21164460548.4
Lithuania,2018,2200292454.0,5039582746.0,2807967774.0,5647258066.0,8870252514.0,11709542806.0,2862505797.33,5701796089.33,3911656679.55,6750946971.55,14378185718.84,17217476010.84,3462813897.33,6302104189.33,4912170179.549999,7751460471.549999,19371224518.839996,22210514810.839996
Lithuania,2019,2111339625.0,4739260913.0,2716292925.0,5344214213.0,8751422275.0,11379343563.0,2809212259.2,5437133547.2,3879413982.0,6507335270.0,14555950216.599998,17183871504.6,3319726459.2,5947647747.2,4730270982.0,7358192270.0,18802131816.6,21430053104.6
Lithuania,2020,2017636373.0,4625884836.0,2587468433.0,5195716896.0,8272221603.0,10880470066.0,2866898998.1899996,5475147461.19,4002906141.65,6611154604.65,15335929787.119999,17944178250.12,3276972298.1899996,5885220761.19,4686361641.65,7294610104.65,18746698187.12,21354946650.12
Lithuania,2021,2043925035.0,4536150869.0,2640361995.0,5132587829.0,8590530715.0,11082756549.0,2746989444.3900003,5239215278.39,3812136010.65,6304361844.65,14438241040.720001,16930466874.720001,3276718644.3900003,5768944478.39,4695018010.65,7187243844.65,18844242640.72,21336468474.72
Latvia,1990,11574546957.0,18759099088.0,12148814217.0,19333366348.0,17877813787.0,25062365918.0,,,,,,,,,,,,
Latvia,1991,9212119627.0,16255048462.0,9689258947.0,16732187782.0,14449291687.0,21492220522.0,,,,,,,,,,,,
Latvia,1992,7183180130.0,13344675325.0,7443526370.0,13605021565.0,10040790050.0,16202285245.0,,,,,,,,,,,,
Latvia,1993,7373378378.0,13368842658.0,7493626898.0,13489091178.0,8693249038.0,14688713318.0,,,,,,,,,,,,
Latvia,1994,7216632512.0,12966330811.0,7133282672.0,12882980971.0,6301768792.0,12051467091.0,,,,,,,,,,,,
Latvia,1995,6406828164.0,11943329537.0,6313739364.0,11850240737.0,5385067764.0,10921569137.0,,,,,,,,,,,,
Latvia,1996,6385693073.0,12193208058.0,6287647433.0,12095162418.0,5309525453.0,11117040438.0,,,,,,,,,,,,
Latvia,1997,7648600705.0,13109230983.0,7601289805.0,13061920083.0,7129307255.0,12589937533.0,,,,,,,,,,,,
Latvia,1998,7361222432.0,12680818523.0,7332564572.0,12652160663.0,7046668302.0,12366264393.0,,,,,,,,,,,,
Latvia,1999,7347071768.0,12474365120.0,7439819108.0,12567112460.0,8365084238.0,13492377590.0,,,,,,,,,,,,
Latvia,2000,6956877301.0,11542280331.0,6887217781.0,11472620811.0,6192281141.0,10777684171.0,,,,,,,,,,,,
Latvia,2001,7040832259.0,11747238298.0,6974554999.0,11680961038.0,6313360429.0,11019766468.0,,,,,,,,,,,,
Latvia,2002,7147628289.0,11770629081.0,7152097509.0,11775098301.0,7196683299.0,11819684091.0,,,,,,,,,,,,
Latvia,2003,7679037874.0,12465206967.0,7708801594.0,12494970687.0,8005730134.0,12791899227.0,,,,,,,,,,,,
Latvia,2004,8145773897.0,13365074721.0,8329019477.0,13548320301.0,10157112287.0,15376413111.0,,,,,,,,,,,,
Latvia,2005,7982573105.0,12646484022.0,8195815505.0,12859726422.0,10323162305.0,14987073222.0,,,,,,,,,,,,
Latvia,2006,7946405314.0,12568196636.0,8146347154.0,12768138476.0,10141005034.0,14762796356.0,,,,,,,,,,,,
Latvia,2007,8097650978.0,12716135863.0,8334292838.0,12952777723.0,10695077108.0,15313561993.0,,,,,,,,,,,,
Latvia,2008,7626295813.0,12028431619.0,7827359893.0,12229495699.0,9833213453.0,14235349259.0,8171566963.690001,12573702769.69,8736145144.15,13138280950.15,14368484611.12,18770620417.120003,8677727863.69,13079863669.69,9579746644.15,13981882450.15,18578457811.120003,22980593617.120003
Latvia,2009,6903938688.0,11350582506.0,7197805968.0,11644449786.0,10129481928.0,14576125746.0,7237021193.07,11683665011.07,7752943476.45,12199587294.45,12899882446.36,17346526264.36,7524628793.07,11971272611.07,8232289476.45,12678933294.45,15292047246.36,19738691064.36
Latvia,2010,7753447114.0,11473073828.0,8166946354.0,11886573068.0,12292093534.0,16011720248.0,7988736165.55,11708362879.55,8559094773.25,12278721487.25,14249100883.4,17968727597.4,8291344065.55,12010970779.55,9063441273.25,12783067987.25,16766030083.400002,20485656797.4
Latvia,2011,2330826167.0,6149718037.0,2694048887.0,6512940757.0,6317627927.0,10136519797.0,2582234158.52,6401126028.52,3113062206.2,6931954076.2,8408703919.959999,12227595789.96,2938763758.52,6757655628.52,3707278206.2,7526170076.2,11374124719.96,15193016589.96
Latvia,2012,2280157667.0,6135210169.0,2578700807.0,6433753309.0,5557024037.0,9412076539.0,2609749389.32,6464801891.32,3128020344.2,6983072846.2,8298390108.360001,12153442610.36,2974651689.3199997,6829704191.32,3736190844.2,7591243346.2,11333450508.36,15188503010.36
Latvia,2013,2190540063.0,5777030434.0,2539767123.0,6126257494.0,6023722793.0,9610213164.0,2433522433.89,6020012804.889999,2944737741.1499996,6531228112.15,8044719020.719999,11631209391.72,2772034033.8900003,6358524404.89,3508923741.15,7095414112.15,10860275820.720001,14446766191.720001
Latvia,2014,2411719079.0,5945293791.0,2921486519.0,6455061231.0,8007023599.0,11540598311.0,2422139987.12,5955714699.12,2938854699.2,6472429411.2,8093699088.76,11627273800.76,2718309287.12,6251883999.12,3432470199.2000003,6966044911.200001,10557075488.76,14090650200.76
Latvia,2015,2232105470.0,5499910067.0,2690775290.0,5958579887.0,7266552780.0,10534357377.0,2331592807.04,5599397404.04,2856587518.4,6124392115.4,8094034757.92,11361839354.92,2628083407.04,5895888004.04,3350738518.3999996,6618543115.4,10560083557.919998,13827888154.919998
Latvia,2016,2084326525.0,5263205699.0,2466513925.0,5645393099.0,6279288225.0,9458167399.0,2294816037.94,5473695211.940001,2817329779.9,5996208953.9,8030026396.120001,11208905570.12,2598186237.94,5777065411.940001,3322946779.9000006,6501825953.900001,10553295996.12,13732175170.12
Latvia,2017,2067904584.0,5432160117.0,2390698524.0,5754954057.0,5610952354.0,8975207887.0,2384564712.75,5748820245.75,2918465405.25,6282720938.25,8244760409.0,11609015942.0,2828790312.75,6193045845.75,3658841405.25,7023096938.25,11939589209.0,15303844742.0
Latvia,2018,2295047680.0,5762943594.0,2743180540.0,6211076454.0,7213839310.0,10681735224.0,2456320145.83,5924216059.83,3011967983.05,6479863897.05,8555216644.84,12023112558.84,2973896645.83,6441792559.83,3874595483.05,7342491397.05,12860138644.84,16328034558.84
Latvia,2019,2162866939.0,5583933132.0,2534635819.0,5955702012.0,6243472979.0,9664539172.0,2433574244.05,5854640437.05,2985814660.75,6406880853.75,8495070246.4,11916136439.4,2919203444.05,6340269637.05,3795196660.75,7216262853.75,12534271846.400002,15955338039.400002
Latvia,2020,2227281280.0,5407461330.0,2701786360.0,5881966410.0,7435539420.0,10615719470.0,2251546108.63,5431726158.63,2742227741.05,5922407791.05,7637361169.24,10817541219.24,2678471908.63,5858651958.63,3453770741.05,6633950791.05,11188299569.240002,14368479619.240002
Latvia,2021,2421735657.0,5813353505.0,2973303597.0,6364921445.0,8475850427.0,11867468275.0,2349072182.76,5740690030.76,2852197806.6,6243815654.6,7871474863.48,11263092711.48,2857274282.76,6248892130.76,3699201306.6,7090819154.6,12098425663.48,15490043511.48
Malta,1990,382678491.0,803889944.0,492652551.0,913864004.0,1589774721.0,2010986174.0,,,,,,,,,,,,
Malta,1991,365260039.0,770060192.0,469077319.0,873877472.0,1504778279.0,1909578432.0,,,,,,,,,,,,
Malta,1992,372555676.0,786680762.0,477894616.0,892019702.0,1528775946.0,1942901032.0,,,,,,,,,,,,
Malta,1993,484790362.0,981106770.0,615449842.0,1111766250.0,1918933702.0,2415250110.0,,,,,,,,,,,,
Malta,1994,454759330.0,919533374.0,576122950.0,1040896994.0,1786869540.0,2251643584.0,,,,,,,,,,,,
Malta,1995,428792843.0,867117516.0,541649363.0,979974036.0,1667527503.0,2105852176.0,444843717.14,883168390.14,568400819.9,1006725492.9,1801030011.7199998,2239354684.72,525143517.14,963468190.14,702233819.8999999,1140558492.8999999,2468920411.72,2907245084.72
Malta,1996,431432184.0,864187299.0,548098524.0,980853639.0,1711984154.0,2144739269.0,447295102.67999995,880050217.68,574536721.8,1007291836.8,1843923350.6399999,2276678465.64,530618902.67999995,963374017.68,713409721.8,1146164836.8,2536965750.64,2969720865.64
Malta,1997,437506311.0,878394419.0,555493971.0,996382079.0,1732561341.0,2173449449.0,454188590.66999996,895076698.67,583297770.45,1024185878.45,1871315540.1599998,2312203648.16,521705690.66999996,962593798.67,695826270.45,1136714378.45,2432886340.16,2873774448.16
Malta,1998,439248740.0,886580157.0,556161200.0,1003492617.0,1722502170.0,2169833587.0,455258243.92999995,902589660.93,582843706.55,1030175123.55,1855660583.6399999,2302992000.64,596245943.93,1043577360.93,817823206.55,1265154623.55,3028320183.64,3475651600.64
Malta,1999,442999946.0,890784925.0,562290866.0,1010075845.0,1752359806.0,2200144785.0,459455065.94,907240044.94,589716065.9,1037501044.9,1889224613.12,2337009592.12,561773365.94,1009558344.94,760246565.9,1208031544.9,2740253013.12,3188037992.12
Malta,2000,425044812.0,849441348.0,540325152.0,964721688.0,1690383782.0,2114780318.0,440840880.12,865237416.12,566651932.2,991048468.2,1821766951.7600002,2246163487.76,575591580.12,999988116.12,791236432.2,1215632968.2,2942550551.76,3366947087.76
Malta,2001,461849124.0,923320554.0,588839484.0,1050310914.0,1855719504.0,2317190934.0,475063049.55,936534479.55,610862693.25,1072334123.25,1965625805.4,2427097235.4,606235349.55,1067706779.55,829483193.25,1290954623.25,3056646205.3999996,3518117635.3999996
Malta,2002,457282764.0,904829586.0,586142964.0,1033689786.0,1871676864.0,2319223686.0,467971962.03,915518784.03,603958294.05,1051505116.05,1960583844.44,2408130666.44,613955562.03,1061502384.03,847264294.0500001,1294811116.0500002,3174796644.44,3622343466.44
Malta,2003,468421343.0,911378238.0,606615623.0,1049572518.0,1985268083.0,2428224978.0,479119327.64,922076222.64,624445597.4,1067402492.4,2074248145.7199998,2517205040.72,573600427.64,1016557322.64,781914097.3999999,1224870992.3999999,2860090945.72,3303047840.72
Malta,2004,483369715.0,967635691.0,616752475.0,1101018451.0,1947404295.0,2431670271.0,495724704.85,979990680.85,637344124.75,1121610100.75,2050166432.8000002,2534432408.8,587383404.85,1071649380.85,790108624.75,1274374600.75,2812534032.8,3296800008.8
Malta,2005,463997435.0,934824744.0,589878575.0,1060705884.0,1845692805.0,2316520114.0,476001933.16999996,946829242.17,609886071.95,1080713380.95,1945539742.1599998,2416367051.16,516309333.16999996,987136642.17,677065071.95,1147892380.95,2280794942.16,2751622251.16
Malta,2006,470839603.0,948183314.0,598962703.0,1076306414.0,1877143153.0,2354486864.0,482721869.2,960065580.2,618766480.0,1096110191.0,1975973430.6,2453317141.6,557628869.2,1034972580.2,743611480.0,1220955191.0,2599009430.6000004,3076353141.6000004
Malta,2007,481152419.0,967567410.0,612964379.0,1099379370.0,1927945599.0,2414360590.0,493623718.82000005,980038709.82,633749878.7,1120164869.7,2031675140.3600001,2518090131.36,619869418.8199999,1106284409.82,844159378.6999999,1330574369.6999998,3081718740.3599997,3568133731.3599997
Malta,2008,444068201.0,872788752.0,571408001.0,1000128552.0,1841774101.0,2270494652.0,456072752.72,884793303.72,591415587.2,1020136138.2,1941621483.56,2370342034.56,659291852.72,1088012403.72,930114087.2,1358834638.2,3631888283.5600004,4060608834.5600004
Malta,2009,384295980.0,713588366.0,505956960.0,835249346.0,1719670070.0,2048962456.0,395709744.17999995,725002130.18,524979900.3,854272286.3,1814603600.6399999,2143895986.6399999,528885444.17999995,858177830.18,746939400.3,1076231786.3,2922287200.64,3251579586.64
Malta,2010,409904188.0,780132633.0,534792448.0,905020893.0,1780701518.0,2150929963.0,422388501.1,792616946.1,555599636.5,925828081.5,1884539296.8000002,2254767741.8,630534201.1,1000762646.1,902509136.5,1272737581.5,3615782896.8,3986011341.8
Malta,2011,369647473.0,725649511.0,493929253.0,849931291.0,1733787963.0,2089790001.0,383693068.48,739695106.48,517338578.8,873340616.8,1850611646.04,2206613684.04,734080168.48,1090082206.48,1101317078.8000002,1457319116.8000002,4764942446.040001,5120944484.040001
Malta,2012,412571049.0,769177902.0,543799629.0,900406482.0,1852960939.0,2209567792.0,427150398.75,783757251.75,568098545.25,924705398.25,1974224102.0,2330830955.0,756949098.75,1113555951.75,1117763045.25,1474369898.25,4717311702.0,5073918555.0
Malta,2013,365221614.0,668292261.0,482718714.0,785789361.0,1654892164.0,1957962811.0,380530299.63,683600946.63,508233190.04999995,811303837.05,1782221549.2399998,2085292196.2399998,639466599.63,942537246.63,939793690.05,1242864337.05,3935913949.24,4238984596.24
Malta,2014,372888275.0,689173255.0,490615535.0,806900515.0,1665085105.0,1981370085.0,389239603.7,705524583.7,517867749.5,834152729.5,1801086632.6,2117371612.6,719806903.7,1036091883.7,1068813249.5,1385098229.5,4550567032.6,4866852012.6
Malta,2015,297480978.0,549953804.0,386745678.0,639218504.0,1277267328.0,1529740154.0,313418886.21000004,565891712.21,413308858.35,665781684.35,1409830247.08,1662303073.08,739424886.21,991897712.21,1123318858.35,1375791684.35,4953118247.08,5205591073.08
Malta,2016,281858188.0,537295583.0,359270908.0,614708303.0,1131554948.0,1386992343.0,296295873.43,551733268.4300001,383333717.05,638771112.05,1251639823.64,1507077218.64,788880273.43,1044317668.43,1204307717.05,1459745112.05,5348691023.639999,5604128418.639999
Malta,2017,294563261.0,550450587.0,379799741.0,635687067.0,1230135101.0,1486022427.0,309401712.11,565289038.11,404530492.85,660417818.85,1353553329.2800002,1609440655.2800002,764979912.11,1020867238.11,1163827492.85,1419714818.85,5142806929.280001,5398694255.280001
Malta,2018,279537212.0,505896363.0,365142032.0,591501183.0,1219152022.0,1445511173.0,298216735.31,524575886.31,396274570.85,622633721.85,1374518215.88,1600877366.88,851615035.31,1077974186.31,1318605070.85,1544964221.85,5977386615.879999,6203745766.879999
Malta,2019,293870541.0,533505813.0,384407421.0,624042693.0,1287620581.0,1527255853.0,314571608.31,554206880.31,418909199.85,658544471.85,1459800886.88,1699436158.88,827983808.31,1067619080.31,1274596199.85,1514231471.85,5730086486.879999,5969721758.879999
Malta,2020,265426961.0,516106071.0,354472841.0,605151951.0,1242811501.0,1493490611.0,271968005.92999995,522647115.92999995,365374582.54999995,616053692.55,1297216382.6399999,1547895492.6399999,703108505.93,953787615.93,1083942082.55,1334621192.55,4883210382.639999,5133889492.639999
Malta,2021,258822564.0,495724983.0,348461484.0,585363903.0,1242716424.0,1479618843.0,264681872.07000002,501584291.07000005,358226997.45000005,595129416.45,1291450986.3600001,1528353405.3600001,808378172.07,1045280591.07,1264387497.45,1501289916.45,5813623386.360001,6050525805.360001
Netherlands,1990,74107079732.0,181640706274.0,83722364852.0,191255991394.0,179646280692.0,287179907234.0,,,,,,,,,,,,
Netherlands,1991,72003371437.0,177939333084.0,81952641817.0,187888603464.0,181208458227.0,287144419874.0,,,,,,,,,,,,
Netherlands,1992,67149017447.0,165408197823.0,77111689187.0,175370869563.0,176501200117.0,274760380493.0,,,,,,,,,,,,
Netherlands,1993,64674742407.0,159792343501.0,74652006627.0,169769607721.0,174187094917.0,269304696011.0,,,,,,,,,,,,
Netherlands,1994,60176237764.0,147226383104.0,70182152284.0,157232297624.0,170003061424.0,257053206764.0,,,,,,,,,,,,
Netherlands,1995,56603386295.0,137795379242.0,66601170035.0,147793162982.0,166340964965.0,247532957912.0,57155187643.28,138347180590.28,67520838948.8,148712831895.8,170930550782.44,252122543729.44,60053792443.28,141245785390.28,72351846948.8,153543839895.8,195039581182.44,276231574129.44
Netherlands,1996,54652445882.0,133606901616.0,65081021522.0,144035477256.0,169118478502.0,248072934236.0,55329177947.66,134283633681.66,66208908298.1,145163364032.1,174747170603.68,253701626337.68,57508209347.66,136462665081.66,69840627298.1,148795083032.1,192871177803.68,271825633537.68
Netherlands,1997,50126053911.0,123889709210.0,60198570771.0,133962226070.0,160683917541.0,234447572840.0,50956633115.7,124720288414.7,61582869445.5,135346524744.5,167592227116.6,241355882415.6,53227625615.7,126991280914.7,65367856945.5,139131512244.5,186481117116.59998,260244772415.59998
Netherlands,1998,47811973854.0,117325546413.0,57894002034.0,127407574593.0,158474235544.0,227987808103.0,48680259797.91,118193832356.91,59341145273.85,128854717832.85,165696169426.68,235209741985.68,51214554497.91,120728127056.91,63564969773.85,133078542332.85,186775065026.68,256288637585.68
Netherlands,1999,46139539946.0,114283691298.0,55691755766.0,123835907118.0,150986480256.0,219130631608.0,47103186208.46,115247337560.45999,57297832870.1,125441984222.1,159001569804.08,227145721156.08,45599955808.46,113744107160.45999,54792448870.1,122936600222.1,146498510604.08,214642661956.08
Netherlands,2000,43676729108.0,107065903551.0,53155333208.0,116544507651.0,147715693158.0,211104867601.0,44616132628.37,108005307071.37,54721005741.95,118110180184.95,155529144660.76,218918319103.76,41974605628.37,105363780071.37,50318460741.95,113707635184.95,133558348660.76001,196947523103.76
Netherlands,2001,43097441166.0,104730803256.0,52624669926.0,114258032016.0,147670118746.0,209303480836.0,44024256015.03,105657618105.03,54169361341.05,115802723431.05,155378864474.44,217012226564.44,40887649815.03,102521011905.03,48941684341.05,110575046431.05,129290266874.44,190923628964.44
Netherlands,2002,41996957346.0,100790493370.0,51423616686.0,110217152710.0,145465765816.0,204259301840.0,42888252633.75,101681788657.75,52909108832.25,111702644856.25,152879079003.0,211672615027.0,40071050133.75,98864586157.75,48213771332.25,107007307356.25,129447109003.0,188240645027.0
Netherlands,2003,41353318709.0,98870349790.0,50823936929.0,108340968010.0,145304628219.0,202821659300.0,42232781017.97,99749812098.97,52289707443.95,109806738524.95,152619521074.56,210136552155.56,42413181517.97,99930212598.97,52590374943.95,110107406024.95,154119995074.56,211637026155.56
Netherlands,2004,41121211437.0,97769147795.0,50645792097.0,107293728455.0,145664822967.0,202312759325.0,42023364942.33,98671301300.33,52149381272.55,108797317630.55,153168448947.84,209816385305.84,42575326842.33,99223263200.33,53069317772.55,109717254130.55,157759370147.84,214407306505.84
Netherlands,2005,40061251216.0,95431259198.0,49337569456.0,104707577438.0,141879887136.0,197249895118.0,40957770760.48,96327778742.48,50831768696.8,106201776678.8,149336652871.04,204706660853.04,43375490260.48,98745498242.48001,54861301196.8,110231309178.8,169445938871.04,224815946853.04
Netherlands,2006,39563574507.0,94554929622.0,48623271447.0,103614626562.0,139004533777.0,193995888892.0,40334110752.15,95325465867.15,49907498522.25,104898853637.25,145413438419.2,200404793534.2,43981237452.15,98972592567.15,55986043022.25,110977398137.25,175748270019.2,230739625134.2
Netherlands,2007,38742772002.0,91684163975.0,47727150762.0,100668542735.0,137357024582.0,190298416555.0,39645183273.09,92586575246.09,49231169547.15,102172561520.15,144862794519.32,197804186492.32,41318866473.09,94260258446.09,52020641547.15,104962033520.15,158783588119.32,211724980092.32
Netherlands,2008,37134409931.0,86947808098.0,46112699111.0,95926097278.0,135681822121.0,185495220288.0,38056581444.41,87869979611.41,47649651633.35,97463049800.35,143351947089.68,193165345256.68,40948842144.41,90762240311.41,52470086133.35,102283484300.35,167408210689.68,217221608856.68
Netherlands,2009,34852572247.0,80189051102.0,43591752487.0,88928231342.0,130775479167.0,176111958022.0,35703789687.22,81040268542.22,45010448220.7,90346927075.7,137855446447.56,183191925302.56,37188876087.22,82525354942.22,47485592220.7,92822071075.7,150207593647.56,195544072502.56
Netherlands,2010,35595638673.0,79992960896.0,44826829173.0,89224151396.0,136918943923.0,181316266146.0,36411816586.74,80809138809.74,46187125695.899994,90584447918.9,143707471332.52,188104793555.52,38935546186.740005,83332868409.74,50393341695.9,94790663918.9,164698492132.52002,209095814355.52002
Netherlands,2011,33137811647.0,75886305556.0,41791125407.0,84539619316.0,128118231727.0,170866725636.0,33946973290.43,76695467199.43,43139728146.05,85888222055.05,134848401586.64001,177596895495.64,36619880590.43,79368374499.43,47594573646.05,90343067555.05,157080201986.64,199828695895.64
Netherlands,2012,31787605109.0,72537297537.0,40271594609.0,81021287037.0,124909489859.0,165659182287.0,32647373119.64,73397065547.64,41704541293.4,82454233721.4,132060576169.72,172810268597.72,34150868119.64,74900560547.64,44210366293.4,84960058721.4,144565836169.72,185315528597.72
Netherlands,2013,31010187230.0,70222201724.0,39461624210.0,78673638704.0,123774769320.0,162986783814.0,31946099795.629997,71158114289.63,41021478486.05,80233492980.05,131559184945.23999,170771199439.24,33493184495.629997,72705198989.63,43599952986.05,82811967480.05,144427000545.24,183639015039.24
Netherlands,2014,29543808342.0,66931922852.0,37646921682.0,75035036192.0,118485123812.0,155873238322.0,30615361010.760002,68003475520.76,39432842796.600006,76820957306.6,127397720612.48001,164785835122.48,31450300010.760002,68838414520.76,40824407796.600006,78212522306.6,134342292612.48001,171730407122.48
Netherlands,2015,30023459281.0,67486863767.0,38418249601.0,75881654087.0,122166276841.0,159629681327.0,31102910870.230003,68566315356.23,40217335583.05,77680740069.05,131144572599.04001,168607977085.04,31445687570.230003,68909092056.23,40788630083.05,78252034569.05,133995604199.04001,171459008685.04
Netherlands,2016,29561899915.0,65892321979.0,37971081955.0,74301504019.0,121862683735.0,158193105799.0,30617032937.230003,66947455001.23,39729636992.05,76060059056.05,130638710777.04001,166969132841.04,30923446037.230003,67253868101.23,40240325492.05,76570747556.05,133187289577.04001,169517711641.04
Netherlands,2017,29055895891.0,64744013602.0,37310441071.0,72998558782.0,119659356081.0,155347473792.0,30135372735.04,65823490446.04,39109569144.4,74797686855.4,128637861894.92001,164325979605.92,30554644035.04,66242761746.04,39808354644.4,75496472355.4,132125134294.92001,167813252005.92
Netherlands,2018,28298735550.0,63229237710.0,36336782070.0,71267284230.0,116525865210.0,151456367370.0,29353684093.739998,64284186253.74,38095029642.899994,73025531802.9,125300357859.51999,160230860019.52,30085441693.739998,65015943853.74,39314625642.899994,74245127802.9,131386722659.51999,166317224819.52
