countries,Year,External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro]
Netherlands,2019,27118393223.0,60300510116.0,34911236603.0,68093353496.0,112654126513.0,145836243406.0,28308077831.84,61490194724.84,36894044284.4,70076161177.4,122549281037.32,155731397930.32,29244100331.84,62426217224.84,38454081784.4,71636198677.4,130334611037.32,163516727930.32
Netherlands,2020,25025055975.0,56161093892.0,32120094555.0,63256132472.0,102901550865.0,134037588782.0,25860688729.11,56996726646.11,33512815811.85,64648853728.85,109851893137.28,140987931054.28,26814659929.11,57950697846.11,35102767811.85,66238805728.85,117786510737.28,148922548654.28
Netherlands,2021,24741819920.0,55290317572.0,31964511200.0,62513008852.0,104019455160.0,134567952812.0,25565549253.14,56114046905.14,33337393421.9,63885891073.9,110870791200.72,141419288852.72,27095334153.14,57643831805.14,35887034921.9,66435532573.9,123594716400.72,154143214052.72
Norway,1990,12324176580.588234,18271543988.588234,14066193780.588234,20013561188.588234,31444889180.588234,37392256588.588234,,,,,,,,,,,,
Norway,1991,10469415903.588234,16047263536.588234,12037672383.588234,17615520016.588234,27682897743.588234,33260745376.588234,,,,,,,,,,,,
Norway,1992,9660436025.117647,15153040496.117647,11188936565.117647,16681541036.117647,26437549095.117645,31930153566.117645,,,,,,,,,,,,
Norway,1993,8729932592.470589,14495856501.470589,10276426772.470589,16042350681.470589,25704547282.47059,31470471191.47059,,,,,,,,,,,,
Norway,1994,7076322735.529411,13047034196.529411,8791891695.529411,14762603156.529411,25906734415.52941,31877445876.52941,,,,,,,,,,,,
Norway,1995,6618191824.529411,12746155842.529411,8171652124.529411,14299616142.529411,23669267974.52941,29797231992.52941,,,,,,,,,,,,
Norway,1996,6536645894.764706,12819810698.764706,8243510774.764706,14526675578.764706,25271519934.764706,31554684738.764706,,,,,,,,,,,,
Norway,1997,6772990510.823529,13368371146.823528,8524605970.823529,15119986606.823528,25999055440.82353,32594436076.82353,,,,,,,,,,,,
Norway,1998,6512177146.941176,12840146963.941177,8161349986.941176,14489319803.941177,24613812366.941177,30941782183.941177,,,,,,,,,,,,
Norway,1999,6332386243.823529,12454784369.823528,7954557703.823529,14076955829.823528,24137649173.82353,30260047299.82353,,,,,,,,,,,,
Norway,2000,6038099038.529411,12011562246.529411,7566212758.529411,13539675966.529411,22810966298.52941,28784429506.52941,,,,,,,,,,,,
Norway,2001,5909018270.588236,11809883350.588236,7409423330.588235,13310288410.588234,22377750000.588234,28278615080.588234,,,,,,,,,,,,
Norway,2002,5748875759.470589,11563321698.470589,7152464099.470589,12966910038.470589,21154928729.470592,26969374668.470592,,,,,,,,,,,,
Norway,2003,5562828882.411764,11165882018.411764,6926101842.411764,12529154978.411764,20526372562.411766,26129425698.411766,,,,,,,,,,,,
Norway,2004,5515670954.529411,10961653835.529411,6907728194.529411,12353711075.529411,20795156374.52941,26241139255.52941,,,,,,,,,,,,
Norway,2005,5575167754.117647,11017532572.117647,7031022154.117647,12473386972.117647,21554902954.117645,26997267772.117645,,,,,,,,,,,,
Norway,2006,5334797489.0,10627905889.0,6707201249.0,12000309649.0,20398562569.0,25691670969.0,,,,,,,,,,,,
Norway,2007,5404793873.941176,10739417423.941177,6842960813.941176,12177584363.941177,21190388143.941177,26525011693.941177,,,,,,,,,,,,
Norway,2008,5102082253.823529,10262554464.823528,6421705033.823529,11582177244.823528,19586513243.823532,24746985454.823532,7246727242.0435295,12407199453.04353,9996113347.52353,15156585558.52353,37424512828.38353,42584985039.38353,7639840942.0435295,12800313153.04353,10651302847.52353,15811775058.52353,40694220428.38353,45854692639.38353
Norway,2009,4488675613.823529,9319996621.82353,5564455633.823529,10395776641.823528,16296642023.82353,21127963031.823532,6762853622.51353,11594174630.51353,9354752314.97353,14186073322.97353,35212027365.94353,40043348373.94353,7288916222.513529,12120237230.513529,10231523314.97353,15062844322.97353,39587532165.94353,44418853173.94353
Norway,2010,5046134952.764706,10158770090.764706,6364877412.764706,11477512550.764706,19520903382.764706,24633538520.764706,7163724016.4247055,12276359154.424706,9894192518.864706,15006827656.864706,37133866388.44471,42246501526.44471,7776581716.4247055,12889216854.424706,10915622018.864704,16028257156.864704,42231285988.4447,47343921126.4447
Norway,2011,4799058495.823529,9720246720.823528,6022059855.823529,10943248080.823528,18222954375.823532,23144142600.823532,7349343620.8335285,12270531845.833529,10272535064.173529,15193723289.173529,39434849701.30353,44356037926.30353,7752316820.8335285,12673505045.833529,10944157064.173529,15865345289.173529,42786563301.30353,47707751526.30353
Norway,2012,4962873717.294118,9835676147.294117,6317737017.294118,11190539447.294117,19834111367.29412,24706913797.29412,7282634258.994119,12155436688.994118,10184004586.794119,15056807016.794119,39128627618.89413,44001430048.89413,7531654358.994119,12404456788.994118,10599038086.794119,15471840516.794119,41199842418.89413,46072644848.89413
Norway,2013,4794302938.529411,9387957169.529411,6137273938.529411,10730928169.529411,19535008438.52941,24128662669.52941,7142768041.079411,11736422272.07941,10051382442.779411,14645036673.779411,39068273735.929405,43661927966.929405,7415778541.079411,12009432772.07941,10506399942.779411,15100054173.779411,41339027735.929405,45932681966.929405
Norway,2014,4777496150.235294,9202101059.235294,6291187070.235294,10715791979.235294,21392056010.235294,25816660919.235294,6826072708.725295,11250677617.725296,9705481334.385296,14130086243.385296,38431010242.755295,42855615151.755295,7046616808.725295,11471221717.725296,10073054834.385296,14497659743.385296,40265377042.755295,44689981951.755295
Norway,2015,5241055474.941176,9563215791.941177,6976000294.941176,11298160611.941177,24284140284.941177,28606300601.941177,7397755072.791177,11719915389.791176,10570499624.691177,14892659941.691177,42222403606.74118,46544563923.74118,7707626872.791177,12029787189.791176,11086952624.691177,15409112941.691177,44799750006.74118,49121910323.74118
Norway,2016,4921275468.235294,9085026156.235294,6619993188.235294,10783743876.235294,23566724728.235294,27730475416.235294,6571849552.555294,10735600240.555294,9370949995.435295,13534700683.435295,37295309175.59529,41459059863.59529,6868239352.555294,11031990040.555294,9864932995.435295,14028683683.435295,39760519575.59529,43924270263.59529
Norway,2017,4906282912.941176,9025652300.941177,6608622292.941176,10727991680.941177,23591484202.941177,27710853590.941177,6667650014.421176,10787019402.421177,9544234128.741177,13663603516.741177,38241585173.98117,42360954561.98117,7047124214.421176,11166493602.421177,10176691128.741177,14296060516.741177,41397846773.98117,45517216161.98117
Norway,2018,5017794726.882353,9094189621.882353,6685980126.882353,10762375021.882353,23328115426.882355,27404510321.882355,7013609567.832354,11090004462.832354,10012338195.132355,14088733090.132355,39928226167.48236,44004621062.48236,7350029567.832354,11426424462.832354,10573038195.132355,14649433090.132355,42726386167.48236,46802781062.48236
Norway,2019,4490846167.294117,8369363727.294117,5999894407.294117,9878411967.294117,21054447087.294117,24932964647.294117,6702647635.324118,10581165195.324118,9686230187.344118,13564747747.344118,39451018027.73412,43329535587.73412,7099969735.324118,10978487295.324118,10348433687.344118,14226951247.344118,42755728827.73412,46634246387.73412
Norway,2020,4077870620.352941,7898275256.3529415,5351517680.3529415,9171922316.352942,18057663350.352943,21878067986.352943,6278412507.252941,10098817143.252941,9019087491.852942,12839492127.852942,36360583171.55294,40180987807.55294,6645878907.252941,10466283543.252941,9631531491.852942,13451936127.852942,39416970371.55294,43237375007.55294
Norway,2021,4266688403.117647,8040949429.117647,5680473083.117647,9454734109.117647,19784658343.117645,23558919369.117645,6222865740.707647,9997126766.707647,8940768645.767647,12715029671.767647,36055085722.437645,39829346748.437645,6456765840.707647,10231026866.707647,9330602145.767647,13104863171.767647,38000540522.43765,41774801548.43765
Poland,1990,148416990632.0,347325420622.0,167163463412.0,366071893402.0,354181846622.0,553090276612.0,,,,,,,,,,,,
Poland,1991,145215798061.0,339654456031.0,163782908161.0,358221566131.0,349011935111.0,543450593081.0,,,,,,,,,,,,
Poland,1992,138274924366.0,318188230112.0,157216946626.0,337130252372.0,346186168696.0,526099474442.0,,,,,,,,,,,,
Poland,1993,144133105032.0,334900099138.0,162756023052.0,353523017158.0,348541800442.0,539308794548.0,,,,,,,,,,,,
Poland,1994,138641606837.0,317498536974.0,157028215217.0,335885145354.0,340456522627.0,519313452764.0,,,,,,,,,,,,
Poland,1995,134713287089.0,307627456868.0,152748625949.0,325662795728.0,332672601719.0,505586771498.0,,,,,,,,,,,,
Poland,1996,134744791391.0,308046947681.0,152622989351.0,325925145641.0,330979297571.0,504281453861.0,,,,,,,,,,,,
Poland,1997,125699445421.0,284143834466.0,143146765801.0,301591154846.0,317204557211.0,475648946256.0,,,,,,,,,,,,
Poland,1998,112797866075.0,255562351415.0,128719052195.0,271483537535.0,287551837535.0,430316322875.0,,,,,,,,,,,,
Poland,1999,107597702893.0,242613862190.0,123138218233.0,258154377530.0,278173359363.0,413189518660.0,,,,,,,,,,,,
Poland,2000,97299937542.0,217280893374.0,112415967702.0,232396923534.0,263216363822.0,383197319654.0,,,,,,,,,,,,
Poland,2001,93177494518.0,212459691019.0,108557752558.0,227839949059.0,261994136338.0,381276332839.0,,,,,,,,,,,,
Poland,2002,90637212832.0,207736254280.0,105224697352.0,222323738800.0,250752221492.0,367851262940.0,,,,,,,,,,,,
Poland,2003,90661182350.0,204842790004.0,105721039610.0,219902647264.0,255961044180.0,370142651834.0,,,,,,,,,,,,
Poland,2004,90844284079.0,205237465702.0,105657240139.0,220050421762.0,253434111309.0,367827292932.0,,,,,,,,,,,,
Poland,2005,91407050008.0,208393546869.0,106243764208.0,223230261069.0,254257651108.0,371244147969.0,,,,,,,,,,,,
Poland,2006,96597664039.0,219874550458.0,112301329219.0,235578215638.0,268964084229.0,392240970648.0,,,,,,,,,,,,
Poland,2007,94635959643.0,212235068145.0,110599246983.0,228198355485.0,269852042113.0,387451150615.0,,,,,,,,,,,,
Poland,2008,90518964017.0,201421393874.0,106216674017.0,217119103874.0,262820019017.0,373722448874.0,93200997452.27,204103427309.27002,110686729742.45001,221589159599.45,285127725684.96,396030155541.96,93174860642.27,204077290499.27002,110643168392.45001,221545598249.45,284910333804.96,395812763661.96
Poland,2009,85732773210.0,191612683484.0,100673739390.0,206553649664.0,249727663900.0,355607574174.0,88412277505.23,194292187779.22998,105139579882.04999,211019490156.05,272014334546.03998,377894244820.04,88053505105.23,193933415379.22998,104541625882.04999,210421536156.05,269030259346.03998,374910169620.04
Poland,2010,91208748516.0,203603581619.0,106952134776.0,219346967879.0,264011154846.0,376405987949.0,93818034295.8,206212867398.8,111300944409.0,223695777512.0,285713785776.4,398108618879.4,93536260495.8,205931093598.8,110831321409.0,223226154512.0,283370143376.4,395764976479.4
Poland,2011,88206103513.0,195224438853.0,103660886353.0,210679221693.0,257840743733.0,364859079073.0,91135933905.79,198154269245.78998,108543937007.65,215562272347.65,282209491761.92,389227827101.92,90628550805.79,197646886145.78998,107698298507.65,214716633847.65,277989352961.92,385007688301.92
Poland,2012,87428567981.0,193029528770.0,102533569781.0,208134530570.0,253223944881.0,358824905670.0,90384039172.19,195984999961.19,107459355099.65,213060315888.65,277805959233.12,383406920022.12,90298075672.19,195899036461.19,107316082599.65,212917043388.65,277090961233.12,382691922022.12
Poland,2013,84565665270.0,186159040926.0,99407794530.0,201001170186.0,247475703100.0,349069078756.0,87645828859.02,189239204515.02002,104541400511.70001,206134776167.7,273094841522.96002,374688217178.96,86965220959.02,188558596615.02002,103407054011.70001,205000429667.7,267433912322.96002,369027287978.96
Poland,2014,81367268899.0,177059287591.0,95986804039.0,191678822731.0,241834071269.0,337526089961.0,84064679899.69,179756698591.69,100482489040.15,196174507732.15,264269680227.12,359961698919.12,83557309399.69,179249328091.69,99636871540.15,195328890232.15,260049646227.12,355741664919.12
Poland,2015,81150958493.0,175594885360.0,96052477013.0,190496403880.0,244712864153.0,339156791020.0,83597153223.77,178041080090.77002,100129468230.95001,194573395097.95,265058991754.96002,359502918621.96,83491899123.77,177935825990.77002,99954044730.95001,194397971597.95,264183544954.96002,358627471821.96
Poland,2016,80137402758.0,172940406151.0,95192891598.0,187995894991.0,245389315978.0,338192319371.0,83241520501.86,176044523894.86,100366421171.1,193169424564.1,271207692133.28003,364010695526.28,82332071401.86,175135074794.86,98850672671.1,191653676064.1,263643385333.28003,356446388726.28
Poland,2017,81661418546.0,174543569344.0,97291915946.0,190174066744.0,253224735246.0,346106886044.0,85057572290.27,177939723088.27002,102952172186.45001,195834322984.45,281472109245.96,374354260043.96,84135504290.27,177017655088.27002,101415392186.45001,194297542984.45,273802845245.96002,366684996043.96
Poland,2018,86279123136.0,187945117481.0,101934462276.0,203600456621.0,258115107506.0,359781101851.0,89642766912.78,191308761257.78,107540535237.3,209206529582.3,286092081141.44,387758075486.44,89382123312.78,191048117657.78,107106129237.3,208772123582.3,283924188341.44,385590182686.44
Poland,2019,79807776646.0,170327836506.0,95287974526.0,185808034386.0,249721377186.0,340241437046.0,82126940604.79,172647000464.78998,99153247790.65,189673307650.65,269010931382.91998,359530991242.92,81797198604.79,172317258464.78998,98603677790.65,189123737650.65,266268315382.91998,356788375242.92
Poland,2020,76293814784.0,163335534570.0,91117172984.0,178158892770.0,238997817884.0,326039537670.0,78584625887.63,165626345673.63,94935191490.04999,181976911276.05,258051548333.24,345093268119.24,77836538687.63,164878258473.63,93688379490.04999,180730099276.05,251829362733.24,338871082519.24
Poland,2021,77150870995.0,161815517796.0,93104271955.0,177768918756.0,252258438675.0,336923085476.0,79736420673.67,164401067474.66998,97413521419.45,182078168220.45,273763645526.15997,358428292327.16,78884528373.67,163549175174.66998,95993700919.45,180658347720.45,266678065126.15997,351342711927.16
Portugal,1990,37434856970.0,72105968421.0,40235812190.0,74906923641.0,68178674979.99999,102849786431.0,,,,,,,,,,,,
Portugal,1991,38931324481.0,73979439389.0,41419491841.0,76467606749.0,66241923361.0,101290038269.0,,,,,,,,,,,,
Portugal,1992,42175435058.0,79454423422.0,44546659298.0,81825647662.0,68202443978.0,105481432342.0,,,,,,,,,,,,
Portugal,1993,42432422379.0,77267955893.0,44706021819.0,79541555333.0,67387882899.0,102223416413.0,,,,,,,,,,,,
Portugal,1994,42991866392.0,77215111951.0,45342121712.0,79565367271.0,68788716452.0,103011962011.0,,,,,,,,,,,,
Portugal,1995,44767503431.0,80564312788.0,47257400771.0,83054210128.0,72097090901.0,107893900258.0,45472267287.44,81269076644.44,48432007198.4,84228816555.4,77958936310.12,113755745667.12,46045359387.44,81842168744.44,49387160698.4,85183970055.4,82725607110.12,118522416467.12
Portugal,1996,28602474307.0,62439720280.0,31043148067.0,64880394040.0,55391774387.0,89229020360.0,29243963502.34,63081209475.34,32112296725.9,65949542698.9,60727335313.32001,94564581286.32,29812021902.34,63649267875.34,33059060725.9,66896306698.9,65452138513.32001,99289384486.32
Portugal,1997,29344039399.0,64126359794.0,31876057279.0,66658377674.0,57135949939.0,91918270334.0,30044380922.56,64826701317.56,33043293151.6,67825613546.6,62961012769.880005,97743333164.88,31062668822.56,65844989217.56,34740439651.6,69522760046.6,71430581969.88,106212902364.88
Portugal,1998,34082808055.0,78682481898.0,36834921475.0,81434595318.0,64290529165.0,108890203008.0,34759393054.09,79359066897.09,37962563140.15,82562236983.15,69917998046.32,114517671889.32,36131054254.09,80730728097.09,40248665140.15,84848338983.15,81326735646.32,125926409489.32
Portugal,1999,32642235631.0,72266717941.0,35714197531.0,75338679841.0,66360674581.0,105985156891.0,33355610386.03,72980092696.03,36903155456.05,76527637766.05,72294140797.44,111918623107.44,35315565586.03,74940047896.03,40169747456.05,79794229766.05,88595990397.44,128220472707.44
Portugal,2000,21526512248.0,57314504849.0,24909180488.0,60697173089.0,58655323168.0,94443315769.0,21725014413.89,57513007014.89,25240017431.15,61028010032.15,60306357055.72,96094349656.72,24579216813.89,60367209414.89,29997021431.15,65785014032.15,84046072255.72,119834064856.72
Portugal,2001,20680973534.0,55710600556.0,23779492454.0,58809119476.0,54690907394.0,89720534416.0,21298167565.58,56327794587.58,24808149173.3,59837776195.3,59824394259.84,94854021281.84,24336481165.58,59366108187.58,29872005173.3,64901632195.3,85095447059.84,120125074081.84
Portugal,2002,21383067197.0,57386497886.0,24686547797.0,60689978486.0,57642699497.0,93646130186.0,21965260406.15,57968691095.15,25656869812.25,61660300501.25,62485068411.2,98488499100.2,24765931706.15,60769362395.15,30324655312.25,66328086001.25,85779540811.2,121782971500.2
Portugal,2003,19777610117.0,51197302379.0,23407271117.0,54826963379.0,59617460617.0,91037152879.0,19569264059.36,50988956321.36,23060027687.6,54479719949.6,57884550550.28,89304242812.28,22570602959.36,53990295221.36,28062259187.6,59481951449.6,82848067750.28,114267760012.28
Portugal,2004,19275173450.0,50404041221.0,22649040590.0,53777908361.0,56307381820.0,87436249591.0,19675068696.17,50803936467.17,23315532666.95,54444400437.95,59633494661.16,90762362432.16,22415247396.17,53544115167.17,27882497166.95,59011364937.95,82424822261.16,113553690032.16
Portugal,2005,19451480516.0,49566633000.0,23238407576.0,53353560060.0,61017513246.0,91132665730.0,19372705950.41,49487858434.41,23107116633.35,53222269117.35,60362308922.67999,90477461406.68,23089718550.41,53204871034.41,29302137633.35,59417290117.35,91278413722.68,121393566206.68
Portugal,2006,18410110842.0,47607734320.0,21765886482.0,50963509960.0,55243743462.0,84441366940.0,18689819536.65,47887443014.65,22232067639.75,51429691117.75,57570209430.2,86767832908.2,21830029336.65,51027652814.65,27465750639.75,56663374117.75,83688779830.2,112886403308.2
Portugal,2007,17475120037.0,44983369199.0,20667806737.0,48176055899.0,52518657387.0,80026906549.0,17863083413.29,45371332575.29,21314412364.15,48822661526.15,55745527373.92,83253776535.92,21211804313.29,48720053475.29,26895613864.149998,54403863026.149994,83598380573.92,111106629735.92
Portugal,2008,16069308151.0,41558843103.0,18908728231.0,44398263183.0,47235323791.0,72724858743.0,16848332663.98,42337867615.979996,20207102419.3,45696637371.3,53714829264.03999,79204364216.04,20312589263.98,45802124215.979996,25980863419.299995,51470398371.299995,82528646064.04,108018181016.04
