countries,Year,GHG [t],GDP [MIO_EURO],Population,As [t],Pb [t],NOx [t],SOx [t],NH3 [t],PM2.5 [t],PM10 [t],NMVOC [t],Cd [t],Hg [t],Cr [t],Ni [t]
Finland,2002,51637650.0,148486.0,5194901.0,4.0,31.0,242541.0,90387.0,37776.0,26856.0,44064.0,168003.0,1.0,1.0,39.0,38.0
France,2002,501443610.0,1587829.0,61424036.0,15.0,229.0,1732176.0,516302.0,649254.0,352047.0,452132.0,1965015.0,12.0,10.0,61.0,157.0
Croatia,2002,19684210.0,28761.2,4305494.0,1.0,68.0,90762.0,63116.0,40420.0,38399.0,53109.0,104533.0,1.0,1.0,4.0,13.0
Hungary,2002,73414880.0,71756.1,10174853.0,3.0,23.0,181372.0,272414.0,86167.0,37777.0,60529.0,177091.0,2.0,2.0,13.0,8.0
Ireland,2002,78275290.0,135997.6,3899702.0,2.0,15.0,172697.0,106728.0,121237.0,18483.0,39371.0,124189.0,0.0,0.0,5.0,25.0
Iceland,2002,13777850.0,9911.1,286575.0,0.0,1.0,29581.0,41244.0,4477.0,1503.0,3170.0,7832.0,0.0,0.0,0.0,1.0
Italy,2002,531633100.0,1350258.9,56987507.0,36.0,295.0,1418972.0,623456.0,444760.0,181425.0,401652.0,1466289.0,8.0,14.0,58.0,115.0
Lithuania,2002,14304520.0,15153.3,3454637.0,0.0,3.0,64349.0,37997.0,35998.0,7793.0,9616.0,59301.0,0.0,0.0,1.0,10.0
Latvia,2002,106410.0,10168.7,2320956.0,15.0,155.0,45466.0,13016.0,15158.0,27722.0,32569.0,55146.0,1.0,0.0,3.0,7.0
Malta,2002,3068100.0,4740.9,394641.0,0.0,1.0,8438.0,11218.0,2019.0,780.0,1258.0,4564.0,0.0,0.0,0.0,6.0
Netherlands,2002,224444270.0,501137.0,16105285.0,1.0,36.0,465563.0,72023.0,159972.0,31622.0,46580.0,294741.0,4.0,1.0,5.0,12.0
Norway,2002,33418770.000000004,208313.8,4524066.0,2.0,11.0,207220.0,22846.0,30545.0,41868.0,51782.0,380876.0,1.0,1.0,7.0,0.0
Poland,2002,347321060.0,210560.0,38242197.0,18.0,271.0,807910.0,1210558.0,330016.0,311162.0,422765.0,807023.0,9.0,10.0,40.0,112.0
Portugal,2002,78654300.0,142554.3,10394669.0,4.0,32.0,303597.0,276533.0,68274.0,63029.0,95108.0,216257.0,3.0,2.0,13.0,124.0
Romania,2002,116089230.0,48695.7,21833483.0,6.0,58.0,335854.0,509055.0,176038.0,89889.0,123656.0,299427.0,3.0,3.0,17.0,34.0
Sweden,2002,21644820.0,283627.1,8909128.0,1.0,14.0,204502.0,41332.0,58604.0,31702.0,50530.0,207793.0,1.0,1.0,9.0,19.0
Slovenia,2002,12952960.0,24972.4,1994026.0,1.0,6.0,58526.0,62771.0,22753.0,14050.0,17967.0,51381.0,1.0,0.0,2.0,3.0
Slovakia,2002,40749960.0,26340.7,5378951.0,2.0,38.0,104997.0,99306.0,35624.0,32459.0,42800.0,132747.0,1.0,1.0,3.0,2.0
Belgium,2003,145730320.0,281200.2,10355844.0,3.0,87.0,334273.0,151996.0,86298.0,36771.0,50440.0,203055.0,2.0,4.0,21.0,36.0
Bulgaria,2003,48376220.0,18798.3,7805506.0,12.0,158.0,186255.0,1007389.0,43087.0,39979.0,66309.0,122856.0,5.0,3.0,14.0,29.0
Cyprus,2003,8756580.0,12871.3,713720.0,0.0,16.0,22478.0,46996.0,7243.0,2143.0,4036.0,14703.0,0.0,0.0,1.0,11.0
Czechia,2003,142957050.0,88659.5,10192649.0,3.0,82.0,304816.0,218363.0,77790.0,47608.0,64762.0,292172.0,2.0,3.0,12.0,14.0
Germany,2003,1046729509.9999999,2211570.0,82536680.0,8.0,271.0,1707899.0,531577.0,621878.0,146332.0,266613.0,1542804.0,15.0,16.0,79.0,172.0
Denmark,2003,83596920.0,193353.4,5383507.0,1.0,22.0,221750.0,35374.0,96986.0,20808.0,31371.0,162695.0,1.0,1.0,2.0,8.0
Estonia,2003,14969930.0,8744.4,1375190.0,4.0,17.0,48793.0,99626.0,8872.0,9947.0,20798.0,32833.0,1.0,0.0,6.0,5.0
Greece,2003,128857290.0,178904.9,10915770.0,3.0,65.0,461246.0,532390.0,74715.0,68071.0,127924.0,334992.0,9.0,3.0,7.0,53.0
Spain,2003,364050480.0,802266.0,41827838.0,10.0,151.0,1332005.0,1221980.0,571841.0,187589.0,303020.0,779755.0,14.0,8.0,33.0,177.0
European Union - 27 countries (from 2020),2003,4255387840.0000005,8767565.2,431190184.0,154.0,2092.0,11060021.0,7656619.0,3908173.0,1884515.0,2773271.0,9721820.0,94.0,83.0,429.0,1144.0
Finland,2003,58720750.0,151749.0,5206295.0,4.0,25.0,249025.0,101105.0,38980.0,27148.0,45039.0,163833.0,1.0,1.0,29.0,35.0
France,2003,501047710.0,1630666.0,61864088.0,13.0,178.0,1682068.0,497879.0,632870.0,361789.0,463382.0,1940595.0,9.0,7.0,53.0,150.0
Croatia,2003,21970060.0,31025.7,4305384.0,1.0,33.0,90069.0,63759.0,40870.0,43671.0,60567.0,108259.0,1.0,1.0,4.0,16.0
Hungary,2003,73933250.0,75427.8,10142362.0,3.0,24.0,185165.0,246112.0,87223.0,46372.0,72166.0,181475.0,2.0,2.0,13.0,7.0
Ireland,2003,79242350.0,145576.4,3964191.0,2.0,15.0,171703.0,82713.0,121258.0,18301.0,40812.0,122493.0,0.0,0.0,4.0,20.0
Iceland,2003,13740420.0,10118.1,288471.0,0.0,1.0,29057.0,37989.0,4435.0,1662.0,4173.0,7570.0,0.0,0.0,0.0,1.0
Italy,2003,559110080.0,1394693.2,57130506.0,37.0,301.0,1398488.0,525818.0,444176.0,184915.0,270376.0,1446410.0,8.0,15.0,60.0,117.0
Lithuania,2003,15234480.0,16650.2,3431497.0,0.0,3.0,61521.0,24955.0,37187.0,7659.0,9444.0,59001.0,0.0,0.0,1.0,9.0
Latvia,2003,708660.0,10499.6,2299390.0,16.0,168.0,47217.0,11366.0,15302.0,29019.0,34231.0,54611.0,1.0,0.0,3.0,7.0
Malta,2003,3290340.0,4823.5,397296.0,0.0,1.0,8747.0,11687.0,1847.0,788.0,1220.0,4484.0,0.0,0.0,0.0,6.0
Netherlands,2003,225490910.0,512810.0,16192572.0,1.0,32.0,461475.0,67347.0,156913.0,31071.0,44745.0,288102.0,4.0,1.0,5.0,13.0
Norway,2003,32458880.0,202928.2,4552252.0,2.0,11.0,208991.0,22914.0,31651.0,38591.0,48146.0,333934.0,1.0,1.0,5.0,0.0
Poland,2003,358568030.0,192552.1,38218531.0,18.0,289.0,817524.0,1168716.0,315928.0,303604.0,413443.0,773746.0,10.0,10.0,42.0,112.0
Portugal,2003,86420500.0,146067.9,10444592.0,4.0,32.0,279136.0,184645.0,64592.0,60055.0,84169.0,205607.0,2.0,2.0,11.0,91.0
Romania,2003,121375880.0,51108.5,21627509.0,7.0,62.0,341395.0,587861.0,179040.0,105903.0,144041.0,314893.0,3.0,3.0,18.0,32.0
Sweden,2003,24764660.0,296305.5,8940788.0,1.0,14.0,200384.0,41065.0,58612.0,32180.0,51270.0,207956.0,1.0,1.0,7.0,19.0
Slovenia,2003,12928290.0,26247.5,1995033.0,1.0,6.0,55260.0,59839.0,21513.0,14563.0,18586.0,50876.0,1.0,0.0,2.0,3.0
Slovakia,2003,41419370.0,30119.1,5374873.0,2.0,15.0,102824.0,102083.0,33990.0,32081.0,41886.0,132208.0,1.0,1.0,3.0,2.0
Belgium,2004,146818300.0,296819.7,10396421.0,3.0,96.0,345253.0,154695.0,81329.0,36591.0,49886.0,190816.0,3.0,4.0,22.0,38.0
Bulgaria,2004,46705850.0,21093.2,7745147.0,11.0,42.0,183982.0,966234.0,44331.0,39603.0,67161.0,111458.0,6.0,3.0,14.0,26.0
Cyprus,2004,8960200.0,13937.9,722893.0,0.0,7.0,22300.0,40321.0,7090.0,2145.0,4044.0,15000.0,0.0,0.0,1.0,11.0
Czechia,2004,143947300.0,96554.1,10195347.0,3.0,61.0,304732.0,215077.0,74424.0,47270.0,64757.0,282324.0,2.0,3.0,12.0,12.0
Germany,2004,1022360500.0,2262520.0,82531671.0,7.0,253.0,1663793.0,491741.0,605125.0,141255.0,258859.0,1538352.0,14.0,15.0,79.0,164.0
Denmark,2004,77364230.0,202422.2,5397640.0,1.0,24.0,206505.0,28847.0,96386.0,20641.0,31951.0,158291.0,1.0,1.0,2.0,7.0
Estonia,2004,14634350.0,9777.5,1366250.0,3.0,13.0,45281.0,88510.0,9235.0,9230.0,19709.0,32787.0,1.0,0.0,5.0,4.0
Greece,2004,129520900.00000001,193715.8,10940369.0,3.0,67.0,464734.0,528480.0,77338.0,68686.0,132120.0,344804.0,9.0,3.0,7.0,55.0
Spain,2004,378957540.0,859437.0,42547451.0,9.0,147.0,1346155.0,1253123.0,543719.0,172823.0,289988.0,760977.0,13.0,7.0,31.0,171.0
European Union - 27 countries (from 2020),2004,4218831640.0000005,9167938.8,432762039.0,143.0,1947.0,10924637.0,7313458.0,3841099.0,1846130.0,2776569.0,9462379.0,91.0,79.0,430.0,1102.0
Finland,2004,53461010.0,158758.0,5219732.0,4.0,26.0,237454.0,83529.0,39298.0,26570.0,43835.0,158771.0,2.0,1.0,26.0,31.0
France,2004,498592780.0,1704019.0,62292241.0,13.0,166.0,1635871.0,476194.0,627118.0,353222.0,454400.0,1847827.0,7.0,7.0,55.0,146.0
Croatia,2004,21658120.0,33818.0,4305725.0,1.0,21.0,88166.0,52213.0,42896.0,42225.0,57832.0,112803.0,1.0,1.0,3.0,13.0
Hungary,2004,73724840.0,83883.3,10116742.0,3.0,23.0,182899.0,151225.0,84742.0,42928.0,74016.0,176554.0,1.0,2.0,13.0,5.0
Ireland,2004,76961430.0,156260.3,4028851.0,2.0,15.0,173738.0,73335.0,118697.0,18483.0,41719.0,121809.0,0.0,0.0,4.0,21.0
Iceland,2004,13845860.0,11136.3,290570.0,0.0,1.0,30003.0,33061.0,4441.0,1626.0,3353.0,7647.0,0.0,0.0,0.0,1.0
Italy,2004,558433110.0,1452319.0,57495900.0,29.0,315.0,1349289.0,489206.0,439202.0,165352.0,278613.0,1343375.0,8.0,13.0,62.0,115.0
Lithuania,2004,16580829.999999998,18219.4,3398929.0,0.0,3.0,61965.0,25938.0,38063.0,7662.0,9481.0,58255.0,0.0,0.0,1.0,8.0
Latvia,2004,4362990.0,11724.0,2276520.0,17.0,170.0,46800.0,9304.0,14910.0,30261.0,42746.0,54002.0,1.0,0.0,3.0,7.0
Malta,2004,3175780.0,4910.4,399867.0,0.0,1.0,8600.0,12150.0,1907.0,860.0,1641.0,4293.0,0.0,0.0,0.0,6.0
Netherlands,2004,226775730.0,529286.0,16258032.0,1.0,34.0,449767.0,69757.0,156508.0,30053.0,43754.0,269947.0,4.0,1.0,5.0,13.0
Norway,2004,33144219.999999996,213642.4,4577457.0,2.0,11.0,207582.0,24523.0,31720.0,36554.0,45713.0,297308.0,1.0,1.0,4.0,0.0
Poland,2004,352689430.0,206126.0,38190608.0,18.0,303.0,831525.0,1147950.0,305992.0,310787.0,419390.0,802003.0,10.0,10.0,43.0,111.0
Portugal,2004,80330170.0,152248.4,10473050.0,4.0,32.0,281732.0,188062.0,65889.0,60180.0,79851.0,197646.0,2.0,2.0,11.0,89.0
Romania,2004,119850230.0,60402.0,21521142.0,7.0,66.0,343716.0,558257.0,187943.0,118920.0,161230.0,324103.0,4.0,3.0,18.0,27.0
Sweden,2004,26515550.0,310182.0,8975670.0,1.0,13.0,196684.0,36302.0,58871.0,30905.0,50183.0,205281.0,1.0,1.0,8.0,17.0
Slovenia,2004,13201210.0,27692.0,1996433.0,1.0,6.0,53939.0,50499.0,20104.0,14263.0,18364.0,48789.0,1.0,0.0,2.0,2.0
Slovakia,2004,42115090.0,34757.7,5371875.0,2.0,16.0,102511.0,93301.0,31125.0,29668.0,39162.0,132570.0,1.0,1.0,3.0,2.0
Belgium,2005,143653110.0,310037.6,10445852.0,3.0,81.0,328784.0,140252.0,79800.0,34124.0,45767.0,184344.0,2.0,2.0,20.0,29.0
Bulgaria,2005,45983470.0,24039.9,7688573.0,11.0,43.0,187060.0,955378.0,43289.0,39489.0,68874.0,112380.0,6.0,2.0,14.0,25.0
Cyprus,2005,9091320.0,15039.3,733067.0,0.0,1.0,22060.0,37843.0,6662.0,2084.0,3888.0,15572.0,0.0,0.0,1.0,12.0
Czechia,2005,141805920.0,110321.7,10198855.0,2.0,39.0,301504.0,208468.0,74438.0,43708.0,61063.0,274664.0,2.0,3.0,12.0,12.0
Germany,2005,992819450.0,2288310.0,82500849.0,7.0,230.0,1616365.0,473115.0,611944.0,135215.0,248767.0,1490211.0,12.0,14.0,76.0,173.0
Denmark,2005,72988140.0,212832.4,5411405.0,1.0,20.0,198545.0,26443.0,93094.0,21080.0,32648.0,153600.0,1.0,1.0,2.0,7.0
Estonia,2005,16386820.0,11343.3,1358850.0,2.0,9.0,42141.0,76546.0,9884.0,8495.0,17907.0,31278.0,1.0,0.0,4.0,3.0
Greece,2005,133219259.99999999,199242.3,10969912.0,3.0,73.0,482850.0,549480.0,75151.0,67872.0,123342.0,338044.0,9.0,3.0,10.0,56.0
Spain,2005,394377960.0,927357.0,43296338.0,9.0,144.0,1322001.0,1207277.0,508701.0,166694.0,284556.0,728915.0,11.0,7.0,32.0,174.0
European Union - 27 countries (from 2020),2005,4199772420.0,9560869.1,434416272.0,138.0,1844.0,10721194.0,7014548.0,3798725.0,1843813.0,2752276.0,9266610.0,87.0,77.0,433.0,1105.0
Finland,2005,41345020.0,164687.0,5236611.0,3.0,21.0,208471.0,69551.0,39576.0,25891.0,42180.0,147654.0,1.0,1.0,20.0,26.0
France,2005,499702050.0,1765905.0,62772870.0,13.0,162.0,1586784.0,457653.0,626559.0,335001.0,430985.0,1783235.0,6.0,7.0,59.0,146.0
Croatia,2005,21907760.0,36845.2,4310861.0,1.0,14.0,86094.0,58690.0,40636.0,43640.0,57134.0,113543.0,1.0,1.0,4.0,14.0
Hungary,2005,70956850.0,91090.4,10097549.0,3.0,14.0,179364.0,42750.0,80016.0,40432.0,71450.0,173563.0,1.0,1.0,13.0,4.0
Ireland,2005,79222490.0,170306.8,4111672.0,2.0,11.0,175125.0,72856.0,120292.0,19116.0,42626.0,122988.0,0.0,0.0,5.0,21.0
Iceland,2005,13694780.0,13568.0,293577.0,0.0,1.0,26713.0,40355.0,4366.0,1522.0,2921.0,7442.0,0.0,0.0,0.0,1.0
Italy,2005,558639990.0,1493635.3,57874753.0,28.0,329.0,1290238.0,411021.0,421177.0,186211.0,290496.0,1334814.0,9.0,13.0,62.0,114.0
Lithuania,2005,18325100.0,20979.9,3355220.0,0.0,3.0,63533.0,27733.0,38952.0,9338.0,26734.0,59352.0,0.0,0.0,1.0,11.0
Latvia,2005,5077200.0,13791.9,2249724.0,17.0,170.0,46424.0,8755.0,15055.0,27298.0,35744.0,50371.0,1.0,0.0,3.0,6.0
Malta,2005,2997170.0,5152.1,402668.0,0.0,1.0,9694.0,12235.0,1719.0,786.0,1612.0,4087.0,0.0,0.0,0.0,5.0
Netherlands,2005,220864720.0,550883.0,16305526.0,2.0,30.0,440130.0,68186.0,154108.0,28745.0,42545.0,273417.0,4.0,1.0,4.0,11.0
Norway,2005,34663200.0,249342.9,4606363.0,2.0,10.0,207976.0,22930.0,31829.0,37136.0,46543.0,249069.0,1.0,1.0,4.0,0.0
Poland,2005,353255100.0,246216.8,38173835.0,17.0,281.0,858488.0,1128980.0,322878.0,322079.0,434771.0,796828.0,10.0,10.0,43.0,106.0
Portugal,2005,90164930.0,158552.7,10494672.0,4.0,31.0,283297.0,189369.0,61529.0,57916.0,74201.0,186690.0,2.0,2.0,12.0,104.0
Romania,2005,117832730.0,79223.9,21382354.0,7.0,72.0,333052.0,603238.0,193811.0,119878.0,157768.0,325591.0,4.0,4.0,20.0,25.0
Sweden,2005,23155750.0,315774.8,9011392.0,1.0,12.0,193303.0,34328.0,57405.0,31323.0,50577.0,203794.0,1.0,1.0,10.0,15.0
Slovenia,2005,13418800.0,29122.3,1997590.0,1.0,7.0,55075.0,39694.0,20702.0,16345.0,20736.0,48136.0,1.0,0.0,2.0,2.0
Slovakia,2005,45983220.0,39403.4,5372685.0,2.0,17.0,106057.0,86218.0,32498.0,35763.0,44835.0,141028.0,1.0,1.0,3.0,2.0
Belgium,2006,140973910.0,325151.5,10511382.0,3.0,79.0,315436.0,134131.0,79262.0,34590.0,46014.0,177768.0,3.0,2.0,22.0,29.0
Bulgaria,2006,50029390.0,27410.0,7629371.0,11.0,43.0,163694.0,948082.0,39368.0,39638.0,66530.0,112614.0,6.0,2.0,14.0,21.0
Cyprus,2006,9347420.0,16263.8,744013.0,0.0,1.0,21672.0,31320.0,6842.0,1958.0,3701.0,15303.0,0.0,0.0,1.0,11.0
Czechia,2006,144262440.0,124581.2,10223577.0,2.0,40.0,293361.0,206760.0,73229.0,44154.0,61517.0,273077.0,2.0,3.0,12.0,12.0
Germany,2006,992776170.0,2385080.0,82437995.0,8.0,213.0,1631050.0,474251.0,606723.0,134207.0,247479.0,1486346.0,13.0,13.0,79.0,187.0
Denmark,2006,80857150.0,225531.3,5427459.0,0.0,19.0,198514.0,30694.0,89876.0,21562.0,32936.0,149300.0,1.0,1.0,2.0,7.0
Estonia,2006,14156900.0,13568.9,1350700.0,1.0,7.0,40359.0,69872.0,10531.0,7809.0,15434.0,30173.0,0.0,0.0,3.0,3.0
Greece,2006,129679129.99999999,217861.6,11004716.0,3.0,68.0,482798.0,504977.0,72946.0,67207.0,126002.0,314938.0,8.0,3.0,10.0,56.0
Spain,2006,385336340.0,1003823.0,44009971.0,8.0,146.0,1291783.0,1076217.0,503727.0,170682.0,291973.0,700909.0,10.0,7.0,29.0,146.0
European Union - 27 countries (from 2020),2006,4186742650.0,10112507.4,435816236.0,136.0,1823.0,10484306.0,6820361.0,3762428.0,1827297.0,2716023.0,9073997.0,85.0,74.0,438.0,1039.0
Finland,2006,48850260.0,172897.0,5255580.0,3.0,25.0,224154.0,82914.0,39190.0,25582.0,43023.0,141776.0,1.0,1.0,25.0,28.0
France,2006,488962530.0,1848151.0,63229635.0,12.0,150.0,1498228.0,424832.0,613620.0,308528.0,402099.0,1695252.0,5.0,7.0,56.0,142.0
Croatia,2006,22498240.0,40635.9,4312487.0,1.0,10.0,85695.0,54623.0,39902.0,40130.0,53794.0,113695.0,1.0,1.0,4.0,14.0
Hungary,2006,71613620.0,92126.7,10076581.0,3.0,14.0,172024.0,38949.0,79574.0,40658.0,63149.0,160137.0,1.0,1.0,14.0,4.0
Ireland,2006,78634340.0,184916.2,4208156.0,2.0,11.0,170579.0,60793.0,121909.0,18663.0,43045.0,123120.0,0.0,0.0,5.0,18.0
Iceland,2006,14317810.0,13966.7,299891.0,0.0,2.0,26283.0,39910.0,4528.0,1801.0,3132.0,7465.0,0.0,0.0,0.0,2.0
Italy,2006,547687600.0,1552686.8,58064214.0,29.0,331.0,1239286.0,389038.0,416707.0,188861.0,263153.0,1299676.0,8.0,13.0,63.0,101.0
Lithuania,2006,19068430.0,24053.3,3289835.0,0.0,4.0,63301.0,25616.0,38901.0,9852.0,28907.0,59440.0,0.0,0.0,2.0,11.0
Latvia,2006,4760520.0,17363.1,2227874.0,17.0,170.0,47610.0,8414.0,15208.0,26718.0,35488.0,49904.0,1.0,0.0,3.0,6.0
Malta,2006,3050550.0,5403.0,404999.0,0.0,1.0,9672.0,12368.0,1760.0,794.0,1646.0,4005.0,0.0,0.0,0.0,5.0
Netherlands,2006,215707070.0,584546.0,16334210.0,1.0,30.0,433022.0,68451.0,157092.0,28236.0,41661.0,268865.0,4.0,1.0,4.0,10.0
Norway,2006,32676280.0,276477.7,4640219.0,2.0,9.0,208299.0,21158.0,32003.0,35147.0,44762.0,219446.0,1.0,1.0,4.0,0.0
Poland,2006,373896790.0,274501.7,38157055.0,18.0,304.0,871685.0,1199252.0,326498.0,345447.0,465853.0,855430.0,10.0,10.0,45.0,107.0
Portugal,2006,79899420.0,166260.5,10511988.0,3.0,31.0,261939.0,164581.0,60603.0,55655.0,79578.0,179516.0,2.0,2.0,11.0,78.0
Romania,2006,119247880.0,97215.6,21257016.0,7.0,72.0,332633.0,648774.0,193804.0,115154.0,153885.0,309818.0,4.0,4.0,20.0,23.0
Sweden,2006,15774650.0,337317.2,9047752.0,1.0,11.0,191510.0,34430.0,56471.0,29427.0,48807.0,198920.0,1.0,1.0,11.0,16.0
Slovenia,2006,13591940.0,31476.1,2003358.0,1.0,7.0,55239.0,16632.0,20589.0,14680.0,19123.0,46005.0,1.0,0.0,2.0,2.0
Slovakia,2006,42654690.0,45602.0,5372928.0,1.0,9.0,99303.0,84741.0,29057.0,32480.0,41319.0,135203.0,1.0,1.0,3.0,2.0
Belgium,2007,137651470.0,343618.9,10584534.0,4.0,69.0,305888.0,123477.0,76479.0,32524.0,43039.0,167546.0,2.0,3.0,23.0,26.0
Bulgaria,2007,53003720.0,32464.7,7572673.0,12.0,36.0,162119.0,1035595.0,38980.0,37954.0,62068.0,106971.0,5.0,2.0,13.0,20.0
Cyprus,2007,9714220.0,17591.1,757916.0,0.0,1.0,21238.0,29180.0,6734.0,1867.0,3592.0,15489.0,0.0,0.0,1.0,12.0
Czechia,2007,146443550.0,139002.1,10254233.0,2.0,38.0,291834.0,212067.0,73499.0,42539.0,60507.0,265969.0,2.0,3.0,12.0,10.0
Germany,2007,968829650.0,2499550.0,82314906.0,8.0,196.0,1585205.0,456950.0,615086.0,128637.0,237923.0,1423567.0,12.0,13.0,79.0,175.0
Denmark,2007,76469440.0,233383.3,5447084.0,0.0,17.0,185245.0,28354.0,88875.0,23739.0,34741.0,147012.0,1.0,1.0,2.0,6.0
Estonia,2007,18151430.0,16401.3,1342920.0,2.0,10.0,44880.0,87975.0,10133.0,11402.0,23623.0,27941.0,1.0,0.0,4.0,3.0
Greece,2007,133563500.0,232694.6,11036008.0,3.0,72.0,481420.0,490749.0,73904.0,67089.0,122250.0,291507.0,8.0,3.0,10.0,57.0
Spain,2007,398664570.0,1075539.0,44784666.0,8.0,149.0,1293495.0,1046663.0,510214.0,171054.0,290297.0,682523.0,9.0,6.0,30.0,127.0
European Union - 27 countries (from 2020),2007,4202150370.0000005,10738968.4,437227496.0,139.0,1791.0,10191472.0,6526240.0,3775888.0,1800486.0,2732573.0,8724027.0,81.0,70.0,439.0,939.0
Finland,2007,56819500.0,187072.0,5276955.0,3.0,22.0,211267.0,81170.0,38692.0,24411.0,40853.0,138014.0,1.0,1.0,29.0,25.0
France,2007,481202960.0,1941360.0,63645065.0,12.0,146.0,1429012.0,403774.0,612540.0,290086.0,380820.0,1572845.0,4.0,5.0,47.0,117.0
Croatia,2007,25084670.0,44445.1,4313530.0,1.0,10.0,88142.0,59849.0,39999.0,38285.0,53059.0,109588.0,1.0,1.0,4.0,12.0
Hungary,2007,69621960.0,102414.6,10066158.0,3.0,14.0,168098.0,36109.0,79859.0,40521.0,61056.0,145878.0,1.0,1.0,15.0,4.0
Ireland,2007,76434290.0,197069.4,4340118.0,2.0,11.0,166634.0,54998.0,115117.0,18143.0,42594.0,122442.0,0.0,0.0,4.0,15.0
Iceland,2007,14526450.0,15827.4,307672.0,0.0,2.0,28472.0,58589.0,4621.0,2020.0,3508.0,7348.0,0.0,0.0,0.0,3.0
Italy,2007,565389230.0,1614839.8,58223744.0,29.0,329.0,1172705.0,347871.0,417928.0,221123.0,363054.0,1281815.0,8.0,11.0,63.0,86.0
Lithuania,2007,19243790.0,29011.2,3249983.0,0.0,4.0,64300.0,22439.0,39946.0,9334.0,24747.0,57292.0,0.0,0.0,1.0,9.0
Latvia,2007,5634330.0,22791.5,2208840.0,17.0,173.0,47817.0,8146.0,15495.0,26027.0,36466.0,49344.0,1.0,0.0,3.0,6.0
Malta,2007,3138380.0,5790.3,405616.0,0.0,1.0,9669.0,12676.0,1809.0,802.0,1684.0,3780.0,0.0,0.0,0.0,5.0
Netherlands,2007,213913780.0,619170.0,16357992.0,1.0,36.0,417050.0,64547.0,153349.0,26492.0,40435.0,271062.0,4.0,1.0,4.0,10.0
Norway,2007,34242070.0,294414.5,4681134.0,2.0,8.0,211540.0,19401.0,31870.0,35338.0,45653.0,212743.0,1.0,0.0,4.0,0.0
Poland,2007,380078270.0,313848.3,38125479.0,18.0,313.0,863368.0,1109912.0,333231.0,324449.0,440035.0,833513.0,11.0,10.0,44.0,104.0
Portugal,2007,76016350.0,175483.4,10532588.0,3.0,31.0,251660.0,157165.0,61349.0,53997.0,70300.0,173756.0,2.0,2.0,10.0,72.0
Romania,2007,121991560.0,127632.0,21130503.0,7.0,70.0,313348.0,516824.0,194387.0,113142.0,154634.0,289027.0,4.0,4.0,20.0,20.0
Sweden,2007,16724570.0,358945.1,9113257.0,1.0,12.0,186319.0,30942.0,56132.0,29017.0,48668.0,204149.0,1.0,1.0,13.0,13.0
Slovenia,2007,13464520.0,35073.5,2010377.0,1.0,7.0,53927.0,14101.0,21327.0,16057.0,20825.0,45965.0,1.0,0.0,2.0,2.0
Slovakia,2007,41361350.0,56339.3,5373180.0,1.0,9.0,98746.0,68951.0,30350.0,28286.0,36365.0,129406.0,1.0,1.0,4.0,2.0
Belgium,2008,137665470.0,351743.1,10666866.0,3.0,80.0,279500.0,95498.0,74210.0,32292.0,42537.0,159390.0,3.0,4.0,22.0,21.0
Bulgaria,2008,53305270.0,37246.7,7518002.0,10.0,151.0,163480.0,725726.0,38226.0,37559.0,59714.0,105337.0,3.0,2.0,8.0,14.0
Cyprus,2008,9860890.0,19009.6,776333.0,0.0,1.0,19823.0,22240.0,6499.0,1844.0,3558.0,14181.0,0.0,0.0,1.0,12.0
Czechia,2008,140017340.0,162064.5,10343422.0,2.0,33.0,274463.0,170103.0,72043.0,41142.0,58181.0,260590.0,2.0,3.0,11.0,9.0
Germany,2008,963535590.0,2546490.0,82217837.0,8.0,172.0,1529770.0,450830.0,618004.0,124855.0,234622.0,1360546.0,11.0,11.0,78.0,170.0
Denmark,2008,71457690.0,241613.5,5475791.0,0.0,17.0,169320.0,21327.0,88171.0,23024.0,39069.0,143703.0,1.0,1.0,2.0,5.0
Estonia,2008,14781520.0,16618.1,1338440.0,1.0,7.0,42204.0,69371.0,10562.0,7521.0,16335.0,25950.0,1.0,0.0,3.0,3.0
Greece,2008,129159550.0,241990.4,11060937.0,3.0,70.0,454945.0,423237.0,70312.0,63520.0,128917.0,264212.0,8.0,3.0,10.0,54.0
Spain,2008,365116790.0,1109541.0,45668939.0,7.0,141.0,1104948.0,384695.0,460470.0,157016.0,257228.0,639597.0,9.0,5.0,28.0,116.0
European Union - 27 countries (from 2020),2008,4064149480.0,11085537.3,438725386.0,125.0,1809.0,9537569.0,4927981.0,3688287.0,1788973.0,2658291.0,8463986.0,78.0,66.0,414.0,870.0
Finland,2008,46079300.0,194265.0,5300484.0,3.0,20.0,193962.0,66837.0,38140.0,22668.0,38417.0,122172.0,1.0,1.0,27.0,22.0
France,2008,476422380.0,1992380.0,64007193.0,13.0,132.0,1351352.0,346489.0,626256.0,289339.0,377990.0,1514094.0,5.0,5.0,46.0,114.0
Croatia,2008,23927860.0,48590.8,4311967.0,1.0,9.0,84703.0,53638.0,42531.0,37704.0,54549.0,108133.0,1.0,1.0,3.0,10.0
Hungary,2008,65888130.00000001,108345.4,10045401.0,3.0,15.0,162219.0,35694.0,72859.0,36601.0,63926.0,136833.0,1.0,1.0,14.0,4.0
Ireland,2008,75441550.0,187283.0,4457765.0,2.0,11.0,151812.0,45643.0,117084.0,17816.0,40583.0,119167.0,0.0,0.0,4.0,14.0
