countries,Year,GHG: Territorial & Low scenario [Euro],GHG: Territorial & Central scenario [Euro],GHG: Territorial & High scenario [Euro],GHG: Residential & Low scenario [Euro],GHG: Residential & Central scenario [Euro],GHG: Residential & High scenario [Euro],GHG: Footprint & Low scenario [Euro],GHG: Footprint & Central scenario [Euro],GHG: Footprint & High scenario [Euro],Nox (Health - VOLY) [Euro],Nox (Health - VSL) [Euro],"Nox (Crops, Forests, Buildings & Ecosystems) [Euro]",Nox (Crops) [Euro],Nox (Forests) [Euro],Nox (Buildings) [Euro],Nox (Ecosystems) [Euro],Nox (Total - VOLY) [Euro],Nox (Total - VSL) [Euro],PM2.5 (Health - VOLY) [Euro],PM2.5 (Health - VSL) [Euro],PM10 (Health - VOLY) [Euro],PM10 (Health - VSL) [Euro],SOx (Health - VOLY) [Euro],SOx (Health - VSL) [Euro],SOx (Buildings) [Euro],SOx (Total - VOLY) [Euro],SOx (Total - VSL) [Euro],NMVOC (Health - VOLY) [Euro],NMVOC (Health - VSL) [Euro],NMVOC (Forests & Crops) [Euro],NMVOC (Forests) [Euro],NMVOC (Crops) [Euro],NMVOC (Total - VOLY) [Euro],NMVOC (Total - VSL) [Euro],NH3 (Health - VOLY) [Euro],NH3 (Health - VSL) [Euro],NH3 (Ecosystems) [Euro],NH3 (Total - VOLY) [Euro],NH3 (Total - VSL) [Euro],Pb (Total) [Euro],Hg (Total) [Euro],Cd (Total) [Euro],As (Total) [Euro],Ni (Total) [Euro],Cr (Total) [Euro],Health - VOLY (Total) [Euro],Health - VSL (Total) [Euro],Crops (Total) [Euro],Forests (Total) [Euro],Buildings (Total) [Euro],Ecosystems (Total) [Euro],Air Pollutants - VOLY [Euro],Air Pollutants - VSL [Euro],Heavy Metals (Total) [Euro]
Denmark,2002,4965731820.0,8276219700.0,41302277360.0,6002051407.38,10003419012.300001,49921824404.240005,6689419207.38,11149032012.300001,55638978804.240005,1572228308.0,5328449392.0,51848048.0,11899552.0,8287188.0,21674184.0,9987124.0,1624076356.0,5380297440.0,779797644.0,2470593378.0,800324331.0,2535697559.0,482627964.0,1537645964.0,9922872.0,492550836.0,1547568836.0,82348200.0,237728440.0,8983440.0,3160840.0,5822600.0,91331640.0,246711880.0,790168060.0,2502264458.0,9348190.0,799516250.0,2511612648.0,683151000.0,16903000.0,185175000.0,11044000.0,192000.0,6258000.0,4507494507.0,14612379191.0,17722152.0,11448028.0,31597056.0,19335314.0,4587597057.0,14692481741.0,902723000.0
Denmark,2003,5266605960.0,8777676600.0,43804786080.0,6560701666.47,10934502777.449999,54568375765.56,6999307666.47,11665512777.449999,58216463765.56,1640728250.0,5560603000.0,54107000.0,12418000.0,8648250.0,22618500.0,10422250.0,1694835250.0,5614710000.0,815132592.0,2582543304.0,797984127.0,2528283003.0,598740324.0,1907578324.0,12310152.0,611050476.0,1919888476.0,80534025.0,232491155.0,8785530.0,3091205.0,5694325.0,89319555.0,241276685.0,778797580.0,2466256994.0,9213670.0,788011250.0,2475470664.0,715682000.0,16903000.0,185175000.0,11044000.0,192000.0,6258000.0,4711916898.0,15277755780.0,18112325.0,11739455.0,34928652.0,19635920.0,4796333250.0,15362172132.0,935254000.0
Denmark,2004,4873946490.0,8123244150.0,40538856520.0,6264602474.13,10441004123.550001,52105582483.240005,7221635474.13,12036059123.550001,60065666483.240005,1527930495.0,5178319380.0,50387220.0,11564280.0,8053695.0,21063510.0,9705735.0,1578317715.0,5228706600.0,808590534.0,2561816433.0,812737587.0,2575026943.0,488264322.0,1555603322.0,10038756.0,498303078.0,1565642078.0,78354045.0,226197839.0,8547714.0,3007529.0,5540185.0,86901759.0,234745553.0,773979580.0,2450999594.0,9156670.0,783136250.0,2460156264.0,780744000.0,16903000.0,185175000.0,11044000.0,168000.0,6258000.0,4489856563.0,14547963511.0,17104465.0,11061224.0,31102266.0,18862405.0,4567986923.0,14626093871.0,1000292000.0
Denmark,2005,4598252820.0,7663754700.0,38245785360.0,6500661292.44,10834435487.4,54068992337.119995,7465040092.44,12441733487.4,62090174737.119995,1469034455.0,4978714420.0,48444980.0,11118520.0,7743255.0,20251590.0,9331615.0,1517479435.0,5027159400.0,825787920.0,2616302040.0,830467176.0,2631200264.0,447574218.0,1425965218.0,9202164.0,456776382.0,1435167382.0,76032000.0,219494400.0,8294400.0,2918400.0,5376000.0,84326400.0,227788800.0,747544820.0,2367287326.0,8843930.0,756388750.0,2376131256.0,650620000.0,16903000.0,185175000.0,11044000.0,168000.0,6258000.0,4396440589.0,14238963668.0,16494520.0,10661655.0,29453754.0,18175545.0,4471226063.0,14313749142.0,870168000.0
Denmark,2006,5094000450.0,8490000750.0,42369146600.0,7602883379.28,12671472298.800001,63236680805.44,8427376979.28,14045628298.800001,70094373605.44,1468805086.0,4977937064.0,48437416.0,11116784.0,7742046.0,20248428.0,9330158.0,1517242502.0,5026374480.0,844669788.0,2676124506.0,837793032.0,2654411048.0,519526644.0,1655204644.0,10681512.0,530208156.0,1665886156.0,73903500.0,213349700.0,8062200.0,2836700.0,5225500.0,81965700.0,221411900.0,721704280.0,2285456804.0,8538220.0,730242500.0,2293995024.0,618089000.0,16903000.0,185175000.0,0.0,168000.0,6258000.0,4466402330.0,14462483766.0,16342284.0,10578746.0,30929940.0,17868378.0,4542121678.0,14538203114.0,826593000.0
Denmark,2007,4817574720.0,8029291200.0,40069986560.0,7386831826.92,12311386378.2,61439680592.16,8358726526.92,13931210878.2,69523376192.16,1370627755.0,4645203620.0,45199780.0,10373720.0,7224555.0,18894990.0,8706515.0,1415827535.0,4690403400.0,929951586.0,2946318507.0,883706817.0,2799881413.0,479919804.0,1529017804.0,9867192.0,489786996.0,1538884996.0,72770940.0,210080148.0,7938648.0,2793228.0,5145420.0,80709588.0,218018796.0,713666250.0,2260002375.0,8443125.0,722109375.0,2268445500.0,553027000.0,16903000.0,185175000.0,0.0,144000.0,6258000.0,4450643152.0,14390503867.0,15519140.0,10017783.0,28762182.0,17149640.0,4522091897.0,14461952612.0,761507000.0
Denmark,2008,4501834470.0,7503057450.0,37443829560.0,7019640953.009999,11699401588.35,58385585069.479996,8097419753.009999,13495699588.35,67349967469.479996,1252798680.0,4245868320.0,41314080.0,9481920.0,6603480.0,17270640.0,7958040.0,1294112760.0,4287182400.0,901942176.0,2857577712.0,993798153.0,3148687917.0,360980802.0,1150079802.0,7421796.0,368402598.0,1157501598.0,71132985.0,205351587.0,7759962.0,2730357.0,5029605.0,78892947.0,213111549.0,708013130.0,2242100359.0,8376245.0,716389375.0,2250476604.0,553027000.0,16903000.0,185175000.0,0.0,120000.0,6258000.0,4288665926.0,13849665697.0,14511525.0,9333837.0,24692436.0,16334285.0,4353538009.0,13914537780.0,761483000.0
Denmark,2009,4283194230.0,7138657050.0,35625298040.0,6583310587.98,10972184313.3,54756424573.03999,7425677287.98,12376128813.3,61762776173.03999,1112202882.0,3769374168.0,36677592.0,8417808.0,5862402.0,15332436.0,7064946.0,1148880474.0,3806051760.0,815289288.0,2583039756.0,811669233.0,2571642037.0,265196568.0,844912568.0,5452464.0,270649032.0,850365032.0,66262680.0,191291656.0,7228656.0,2543416.0,4685240.0,73491336.0,198520312.0,674977710.0,2137485453.0,7985415.0,682963125.0,2145470868.0,520496000.0,0.0,185175000.0,0.0,120000.0,6258000.0,3745598361.0,12097745638.0,13103048.0,8405818.0,20784900.0,15050361.0,3802942488.0,12155089765.0,712049000.0
Denmark,2010,4232673270.0,7054455450.0,35205091960.0,6471804902.85,10786341504.75,53828980461.8,7300872302.85,12168120504.75,60724715661.8,1071604569.0,3631782156.0,35338764.0,8110536.0,5648409.0,14772762.0,6807057.0,1106943333.0,3667120920.0,818971644.0,2594706378.0,827821728.0,2622818592.0,263368560.0,839088560.0,5414880.0,268783440.0,844503440.0,64859355.0,187240441.0,7075566.0,2489551.0,4586015.0,71934921.0,194316007.0,683128160.0,2163295888.0,8081840.0,691210000.0,2171377728.0,520496000.0,0.0,185175000.0,0.0,120000.0,6258000.0,3729754016.0,12038932015.0,12696551.0,8137960.0,20187642.0,14888897.0,3785665066.0,12094843065.0,712049000.0
Denmark,2011,3870401220.0,6450668700.0,32191908560.0,6399758868.93,10666264781.55,53229740433.64,7383610968.93,12306018281.55,61412891233.64,1011879841.0,3429368684.0,33369196.0,7658504.0,5333601.0,13949418.0,6427673.0,1045249037.0,3462737880.0,742895736.0,2353678932.0,764330976.0,2421658464.0,239587530.0,763322530.0,4925940.0,244513470.0,768248470.0,61829460.0,178493532.0,6745032.0,2373252.0,4371780.0,68574492.0,185238564.0,655143610.0,2074675823.0,7750765.0,662894375.0,2082426588.0,520496000.0,0.0,185175000.0,0.0,96000.0,6258000.0,3475667153.0,11221197965.0,12030284.0,7706853.0,18875358.0,14178438.0,3528458086.0,11273988898.0,712025000.0
Denmark,2012,3554405190.0,5924008650.0,29563624120.0,5962978626.57,9938297710.95,49596838100.36,6780756426.57,11301260710.95,56398672500.36,936779991.0,3174847284.0,30892596.0,7090104.0,4937751.0,12914118.0,5950623.0,967672587.0,3205739880.0,701880558.0,2223732621.0,733475895.0,2323899155.0,215214090.0,685669090.0,4424820.0,219638910.0,690093910.0,59307930.0,171214206.0,6469956.0,2276466.0,4193490.0,65777886.0,177684162.0,642648930.0,2035108299.0,7602945.0,650251875.0,2042711244.0,487965000.0,0.0,185175000.0,0.0,96000.0,6258000.0,3289307394.0,10614470655.0,11283594.0,7214217.0,17338938.0,13553568.0,3338697711.0,10663860972.0,679494000.0
Denmark,2013,3640863240.0,6068105400.0,30282735520.0,5866273287.0,9777122145.0,48792495276.0,6530293287.0,10883822145.0,54315455276.0,902700197.0,3059347228.0,29768732.0,6832168.0,4758117.0,12444306.0,5734141.0,932468929.0,3089115960.0,693183930.0,2196179535.0,725590425.0,2298915325.0,216720504.0,690468504.0,4455792.0,221176296.0,694924296.0,59878665.0,172861843.0,6532218.0,2298373.0,4233845.0,66410883.0,179394061.0,623657980.0,1974968714.0,7378270.0,631036250.0,1982346984.0,487965000.0,0.0,185175000.0,0.0,96000.0,6258000.0,3221731701.0,10392741149.0,11066013.0,7056490.0,16900098.0,13112411.0,3269866713.0,10440876161.0,679494000.0
Denmark,2014,3421085850.0,5701809750.0,28454745800.0,5471717077.259999,9119528462.1,45510789658.479996,6315287077.259999,10525478462.1,52527149658.479996,834511013.0,2828246812.0,27520028.0,6316072.0,4398693.0,11504274.0,5300989.0,862031041.0,2855766840.0,638144460.0,2021800770.0,712312311.0,2256845779.0,181615980.0,578625980.0,3734040.0,185350020.0,582360020.0,55702350.0,160805370.0,6076620.0,2138070.0,3938550.0,61778970.0,166881990.0,624934750.0,1979011925.0,7393375.0,632328125.0,1986405300.0,487965000.0,0.0,185175000.0,0.0,72000.0,6258000.0,3047220864.0,9825336636.0,10254622.0,6536763.0,15238314.0,12694364.0,3091944927.0,9870060699.0,679470000.0
Denmark,2015,3181962420.0,5303270700.0,26465846160.0,5473547729.37,9122579548.949999,45526016034.759995,6354035729.37,10590059548.949999,52849440034.759995,806868349.0,2734562876.0,26608444.0,6106856.0,4252989.0,11123202.0,5125397.0,833476793.0,2761171320.0,660277770.0,2091924615.0,684280737.0,2168032293.0,163589790.0,521194790.0,3363420.0,166953210.0,524558210.0,56820060.0,164032052.0,6198552.0,2180972.0,4017580.0,63018612.0,170230604.0,637485640.0,2018757452.0,7541860.0,645027500.0,2026299312.0,487965000.0,0.0,185175000.0,0.0,72000.0,6258000.0,3009322346.0,9698504078.0,10124436.0,6433961.0,14486622.0,12667257.0,3053034622.0,9742216354.0,679470000.0
Denmark,2016,3379187070.0,5631978450.0,28106254360.0,5667860443.77,9446434072.95,47142204325.96001,6459972043.77,10766620072.95,53730561125.96001,808614513.0,2740480812.0,26666028.0,6120072.0,4262193.0,11147274.0,5136489.0,835280541.0,2767146840.0,656164500.0,2078892750.0,676573326.0,2143612614.0,170174004.0,542172004.0,3498792.0,173672796.0,545670796.0,54712845.0,157948799.0,5968674.0,2100089.0,3868585.0,60681519.0,163917473.0,638617870.0,2022342941.0,7555255.0,646173125.0,2029898196.0,487965000.0,0.0,185175000.0,0.0,72000.0,6258000.0,3004857058.0,9685449920.0,9988657.0,6362282.0,14646066.0,12691744.0,3048545807.0,9729138669.0,679470000.0
Denmark,2017,3229487730.0,5382479550.0,26861136040.0,5670695966.67,9451159944.45,47165788675.16,6587963366.67,10979938944.45,54795123875.16,792395905.0,2685514220.0,26131180.0,5997320.0,4176705.0,10923690.0,5033465.0,818527085.0,2711645400.0,610840182.0,1935294009.0,672452532.0,2130556548.0,174405504.0,555653504.0,3585792.0,177991296.0,559239296.0,53790660.0,155286572.0,5868072.0,2064692.0,3803380.0,59658732.0,161154644.0,654011380.0,2071090334.0,7737370.0,661748750.0,2078827704.0,487965000.0,0.0,185175000.0,0.0,72000.0,6258000.0,2957896163.0,9533395187.0,9800700.0,6241397.0,14509482.0,12770835.0,3001218577.0,9576717601.0,679470000.0
Denmark,2018,3339572040.0,5565953400.0,27776757920.0,5822837242.740001,9704728737.9,48431217701.520004,6801687142.740001,11336145237.9,56572762901.520004,750613752.0,2543910048.0,24753312.0,5681088.0,3956472.0,10347696.0,4768056.0,775367064.0,2568663360.0,559992330.0,1774195335.0,652866042.0,2068499938.0,179618712.0,572262712.0,3692976.0,183311688.0,575955688.0,53373870.0,154083354.0,5822604.0,2048694.0,3773910.0,59196474.0,159905958.0,646302580.0,2046678494.0,7646170.0,653948750.0,2054324664.0,520496000.0,0.0,185175000.0,0.0,72000.0,6258000.0,2842767286.0,9159629881.0,9454998.0,6005166.0,14040672.0,12414226.0,2884682348.0,9201544943.0,712001000.0
Denmark,2019,3044013210.0,5073355350.0,25318459080.0,5604934699.35,9341557832.25,46618821943.8,6583627099.35,10972711832.25,54759057143.8,715098552.0,2423545248.0,23582112.0,5412288.0,3769272.0,9858096.0,4542456.0,738680664.0,2447127360.0,501583896.0,1589142852.0,593953950.0,1881846550.0,158681250.0,505556250.0,3262500.0,161943750.0,508818750.0,50891445.0,146916919.0,5551794.0,1953409.0,3598385.0,56443239.0,152468713.0,610440600.0,1933112580.0,7221900.0,617662500.0,1940334480.0,487965000.0,0.0,185175000.0,0.0,72000.0,6258000.0,2630649693.0,8480120399.0,9010673.0,5722681.0,13120596.0,11764356.0,2670267999.0,8519738705.0,679470000.0
Denmark,2020,2895137280.0,4825228800.0,24080189440.0,4947938614.71,8246564357.85,41154283081.08,5843080414.71,9738467357.85,48599589481.08,661404009.0,2241568716.0,21811404.0,5005896.0,3486249.0,9117882.0,4201377.0,683215413.0,2263380120.0,469422042.0,1487246079.0,570094044.0,1806250316.0,157428726.0,501565726.0,3236748.0,160665474.0,504802474.0,52703640.0,152148488.0,5749488.0,2022968.0,3726520.0,58453128.0,157897976.0,633623210.0,2006526103.0,7496165.0,641119375.0,2014022268.0,455434000.0,0.0,185175000.0,0.0,72000.0,6258000.0,2544675671.0,8195305428.0,8732416.0,5509217.0,12354630.0,11697542.0,2582969476.0,8233599233.0,646939000.0
Denmark,2021,2915084970.0,4858474950.0,24246103560.0,5263716602.97,8772861004.949999,43780753967.56,6339605402.97,10566009004.949999,52729416367.56,660671508.0,2239086192.0,21787248.0,5000352.0,3482388.0,9107784.0,4196724.0,682458756.0,2260873440.0,469147824.0,1486377288.0,568847631.0,1802301259.0,145275858.0,462846858.0,2986884.0,148262742.0,465833742.0,52776900.0,152359980.0,5757480.0,2025780.0,3731700.0,58534380.0,158117460.0,568532030.0,1800398629.0,6726095.0,575258125.0,1807124724.0,487965000.0,0.0,185175000.0,0.0,72000.0,6258000.0,2465251751.0,7943370206.0,8732052.0,5508168.0,12094668.0,10922819.0,2502509458.0,7980627913.0,679470000.0
Estonia,1990,2304596070.0,3840993450.0,19168386360.0,,,,,,,140940179.0,505713358.0,25218518.0,5595825.0,3581328.0,3357495.0,12683870.0,166158697.0,530931876.0,102645366.0,345576610.0,274182219.0,922979120.0,585709935.0,1850899044.0,38119839.0,623829774.0,1889018883.0,11018148.0,30620202.0,1921770.0,512472.0,1409298.0,12939918.0,32541972.0,76720248.0,257516424.0,53758056.0,130478304.0,311274480.0,6571262000.0,16903000.0,740700000.0,220880000.0,624000.0,53193000.0,1191216095.0,3913304758.0,7005123.0,4093800.0,41477334.0,66441926.0,1310234278.0,4032322941.0,7603562000.0
Estonia,1991,2131558380.0,3552597300.0,17729152240.0,,,,,,,125884849.0,451692698.0,22524658.0,4998075.0,3198768.0,2998845.0,11328970.0,148409507.0,474217356.0,101247750.0,340871250.0,257984082.0,868451360.0,530809430.0,1677408232.0,34546742.0,565356172.0,1711954974.0,10532592.0,29270808.0,1837080.0,489888.0,1347192.0,12369672.0,31107888.0,69579090.0,233546670.0,48754230.0,118333320.0,282300900.0,5985704000.0,16903000.0,740700000.0,187748000.0,552000.0,46935000.0,1096037793.0,3601241018.0,6345267.0,3688656.0,37545587.0,60083200.0,1203700503.0,3708903728.0,6978542000.0
Estonia,1992,1553111280.0,2588518800.0,12917941440.0,,,,,,,85076782.0,305267564.0,15222844.0,3377850.0,2161824.0,2026710.0,7656460.0,100299626.0,320490408.0,99873957.0,336246095.0,238294656.0,802170880.0,405641920.0,1281867008.0,26400448.0,432042368.0,1308267456.0,7180312.0,19954588.0,1252380.0,333968.0,918412.0,8432692.0,21206968.0,60375918.0,202655634.0,42305546.0,102681464.0,244961180.0,3903720000.0,16903000.0,555525000.0,154616000.0,384000.0,37548000.0,896443545.0,2948161769.0,4296262.0,2495792.0,28427158.0,49962006.0,981624763.0,3033342987.0,4668696000.0
Estonia,1993,1136442510.0,1894070850.0,9452315480.0,,,,,,,76767071.0,275451142.0,13735982.0,3047925.0,1950672.0,1828755.0,6908630.0,90503053.0,289187124.0,98643102.0,332102170.0,222117147.0,747712560.0,328847310.0,1039188744.0,21402414.0,350249724.0,1060591158.0,5738264.0,15947036.0,1000860.0,266896.0,733964.0,6739124.0,16947896.0,43964952.0,147571176.0,30806344.0,74771296.0,178377520.0,3253100000.0,16903000.0,370350000.0,121484000.0,336000.0,31290000.0,776077846.0,2557972828.0,3781889.0,2217568.0,23231169.0,37714974.0,843023446.0,2624918428.0,3793463000.0
Estonia,1994,1202836950.0,2004728250.0,10004548600.0,,,,,,,85365799.0,306304598.0,15274558.0,3389325.0,2169168.0,2033595.0,7682470.0,100640357.0,321579156.0,97428129.0,328011715.0,211545297.0,712124560.0,318755940.0,1007299056.0,20745636.0,339501576.0,1028044692.0,6189248.0,17200352.0,1079520.0,287872.0,791648.0,7268768.0,18279872.0,41621586.0,139705518.0,29164342.0,70785928.0,168869860.0,3903720000.0,16903000.0,555525000.0,121484000.0,312000.0,31290000.0,760905999.0,2510645799.0,4180973.0,2457040.0,22779231.0,36846812.0,827170055.0,2576909855.0,4629234000.0
Estonia,1995,1053279360.0000001,1755465600.0000002,8760609280.000002,,,,,,,89793615.0,322192230.0,16066830.0,3565125.0,2281680.0,2139075.0,8080950.0,105860445.0,338259060.0,95998749.0,323199415.0,209214333.0,704277840.0,245323015.0,775244036.0,15966391.0,261289406.0,791210427.0,6883268.0,19129082.0,1200570.0,320152.0,880418.0,8083838.0,20329652.0,35987142.0,120793146.0,25216274.0,61203416.0,146009420.0,2700073000.0,16903000.0,370350000.0,110440000.0,240000.0,28161000.0,683200122.0,2264835749.0,4445543.0,2601832.0,18105466.0,33297224.0,741650187.0,2323285814.0,3226167000.0
Estonia,1996,1090029150.0,1816715250.0,9066274200.0,,,,,,,98467903.0,353316806.0,17618926.0,3909525.0,2502096.0,2345715.0,8861590.0,116086829.0,370935732.0,94799658.0,319162430.0,198250551.0,667370480.0,263720715.0,833382516.0,17163771.0,280884486.0,850546287.0,7125272.0,19801628.0,1242780.0,331408.0,911372.0,8368052.0,21044408.0,31070886.0,104291418.0,21771442.0,52842328.0,126062860.0,2081984000.0,16903000.0,185175000.0,110440000.0,264000.0,28161000.0,693434985.0,2297325278.0,4820897.0,2833504.0,19509486.0,30633032.0,751231904.0,2355122197.0,2422927000.0
Estonia,1997,1064075040.0,1773458400.0,8850401920.0,,,,,,,97765195.0,350795390.0,17493190.0,3881625.0,2484240.0,2328975.0,8798350.0,115258385.0,368288580.0,94084968.0,316756280.0,185982048.0,626071040.0,249105700.0,787197680.0,16212580.0,265318280.0,803410260.0,7310344.0,20315956.0,1275060.0,340016.0,935044.0,8585404.0,21591016.0,31966770.0,107298510.0,22399190.0,54365960.0,129697700.0,1398833000.0,16903000.0,185175000.0,99396000.0,240000.0,28161000.0,666215025.0,2208434856.0,4816669.0,2824256.0,18541555.0,31197540.0,723595045.0,2265814876.0,1728708000.0
Estonia,1998,923328000.0,1538880000.0,7679744000.0,,,,,,,93696289.0,336195578.0,16765138.0,3720075.0,2380848.0,2232045.0,8432170.0,110461427.0,352960716.0,93139989.0,313574815.0,168128514.0,565970720.0,224523510.0,709515624.0,14612694.0,239136204.0,724128318.0,6697852.0,18613798.0,1168230.0,311528.0,856702.0,7866082.0,19782028.0,32225910.0,108168330.0,22580770.0,54806680.0,130749100.0,1203647000.0,16903000.0,185175000.0,88352000.0,216000.0,25032000.0,618412064.0,2052038865.0,4576777.0,2692376.0,16844739.0,31012940.0,673538896.0,2107165697.0,1519325000.0
Estonia,1999,877810500.0,1463017500.0,7301154000.0,,,,,,,85295906.0,306053812.0,15262052.0,3386550.0,2167392.0,2031930.0,7676180.0,100557958.0,321315864.0,91599435.0,308388225.0,154333539.0,519532720.0,209209635.0,661122324.0,13616019.0,222825654.0,674738343.0,6158460.0,17114790.0,1074150.0,286440.0,787710.0,7232610.0,18188940.0,28642374.0,96139962.0,20069778.0,48712152.0,116209740.0,1073523000.0,0.0,185175000.0,77308000.0,192000.0,21903000.0,575239349.0,1908351833.0,4174260.0,2453832.0,15647949.0,27745958.0,625261348.0,1958373832.0,1358101000.0
Estonia,2000,804812400.0,1341354000.0,6693995200.0,,,,,,,83933937.0,301166874.0,15018354.0,3332475.0,2132784.0,1999485.0,7553610.0,98952291.0,316185228.0,85873974.0,289112290.0,141291486.0,475629280.0,204258675.0,645476820.0,13293795.0,217552470.0,658770615.0,6051820.0,16818430.0,1055550.0,281480.0,774070.0,7107370.0,17873980.0,30245340.0,101520420.0,21192980.0,51438320.0,122713400.0,975930000.0,0.0,185175000.0,77308000.0,144000.0,21903000.0,551655232.0,1829724114.0,4106545.0,2414264.0,15293280.0,28746590.0,602215911.0,1880284793.0,1260460000.0
Estonia,2001,817060860.0,1361768100.0,6795871280.0,,,,,,,91848847.0,329566694.0,16434574.0,3646725.0,2333904.0,2188035.0,8265910.0,108283421.0,346001268.0,84936936.0,285957560.0,138094146.0,464866080.0,190782465.0,602890716.0,12416721.0,203199186.0,615307437.0,6099980.0,16952270.0,1063950.0,283720.0,780230.0,7163930.0,18016220.0,31718736.0,106465968.0,22225392.0,53944128.0,128691360.0,878337000.0,0.0,185175000.0,66264000.0,144000.0,18774000.0,543481110.0,1806699288.0,4426955.0,2617624.0,14604756.0,30491302.0,595621747.0,1858839925.0,1148694000.0
Estonia,2002,800351370.0,1333918950.0,6656890760.0,,,,,,,90517102.0,324788204.0,16196284.0,3593850.0,2300064.0,2156310.0,8146060.0,106713386.0,340984488.0,88113336.0,296651560.0,118017945.0,397283600.0,180282725.0,569710540.0,11733365.0,192016090.0,581443905.0,5833380.0,16211370.0,1017450.0,271320.0,746130.0,6850830.0,17228820.0,30293466.0,101681958.0,21226702.0,51520168.0,122908660.0,780744000.0,0.0,185175000.0,55220000.0,120000.0,18774000.0,513057954.0,1706327232.0,4339980.0,2571384.0,13889675.0,29372762.0,563231755.0,1756501033.0,1040033000.0
Estonia,2003,943105590.0,1571842650.0,7844243320.0,,,,,,,92169977.0,330718954.0,16492034.0,3659475.0,2342064.0,2195685.0,8294810.0,108662011.0,347210988.0,78989127.0,265933045.0,107255286.0,361053280.0,209712730.0,662712152.0,13648762.0,223361492.0,676360914.0,5647276.0,15694174.0,984990.0,262664.0,722326.0,6632266.0,16679164.0,32844144.0,110243472.0,23013968.0,55858112.0,133257440.0,553027000.0,0.0,185175000.0,44176000.0,120000.0,18774000.0,526618540.0,1746355077.0,4381801.0,2604728.0,15844447.0,31308778.0,580758294.0,1800494831.0,801272000.0
Estonia,2004,921964050.0,1536606750.0,7668399400.0,,,,,,,85535809.0,306914618.0,15304978.0,3396075.0,2173488.0,2037645.0,7697770.0,100840787.0,322219596.0,73295430.0,246764050.0,101639313.0,342148240.0,186313550.0,588768520.0,12125870.0,198439420.0,600894390.0,5639364.0,15672186.0,983610.0,262296.0,721314.0,6622974.0,16655796.0,34187970.0,114754110.0,23955590.0,58143560.0,138709700.0,422903000.0,0.0,185175000.0,33132000.0,96000.0,15645000.0,486611436.0,1615021724.0,4117389.0,2435784.0,14163515.0,31653360.0,538981484.0,1667391772.0,656951000.0
Estonia,2005,1032369660.0,1720616100.0,8586693680.0,,,,,,,79604349.0,285631698.0,14243658.0,3160575.0,2022768.0,1896345.0,7163970.0,93848007.0,299875356.0,67458795.0,227113825.0,92346399.0,310865520.0,161129330.0,509183992.0,10486802.0,171616132.0,519670794.0,5379816.0,14950884.0,938340.0,250224.0,688116.0,6318156.0,15889224.0,36590568.0,122818584.0,25639096.0,62229664.0,148457680.0,292779000.0,0.0,185175000.0,22088000.0,72000.0,12516000.0,442509257.0,1470564503.0,3848691.0,2272992.0,12383147.0,32803066.0,493817153.0,1521872399.0,512630000.0
Estonia,2006,891884700.0,1486474500.0,7418215600.0,,,,,,,76238151.0,273553302.0,13641342.0,3026925.0,1937232.0,1816155.0,6861030.0,89879493.0,287194644.0,62011269.0,208773615.0,79593138.0,267934240.0,147080560.0,464788544.0,9572464.0,156653024.0,474361008.0,5189756.0,14422694.0,905190.0,241384.0,663806.0,6094946.0,15327884.0,38985762.0,130858206.0,27317414.0,66303176.0,158175620.0,227717000.0,0.0,0.0,11044000.0,72000.0,9387000.0,409098636.0,1360330601.0,3690731.0,2178616.0,11388619.0,34178444.0,460535046.0,1411767011.0,248220000.0
Estonia,2007,1143540090.0,1905900150.0,9511349320.0,,,,,,,84778320.0,304196640.0,15169440.0,3366000.0,2154240.0,2019600.0,7629600.0,99947760.0,319366080.0,90543282.0,304832470.0,121823811.0,410095280.0,185187375.0,585209700.0,12052575.0,197239950.0,597262275.0,4805852.0,13355798.0,838230.0,223528.0,614702.0,5644082.0,14194028.0,37512366.0,125912658.0,26285002.0,63797368.0,152197660.0,325310000.0,0.0,185175000.0,22088000.0,72000.0,12516000.0,524651006.0,1743602546.0,3980702.0,2377768.0,14072175.0,33914602.0,578996253.0,1797947793.0,545161000.0
Estonia,2008,931235760.0,1552059600.0,7745516480.0,1386997550.1899998,2311662583.65,11536297084.119999,1366731080.1899998,2277885133.65,11367731524.119999,79723356.0,286058712.0,14264952.0,3165300.0,2025792.0,1899180.0,7174680.0,93988308.0,300323664.0,59724261.0,201073935.0,84239595.0,283575600.0,146025955.0,461455892.0,9503827.0,155529782.0,470959719.0,4463400.0,12404100.0,778500.0,207600.0,570900.0,5241900.0,13182600.0,39100524.0,131243412.0,27397828.0,66498352.0,158641240.0,227717000.0,0.0,185175000.0,11044000.0,72000.0,9387000.0,413277091.0,1375811651.0,3736200.0,2233392.0,11403007.0,34572508.0,465222198.0,1427756758.0,433395000.0
